token,token_id,n_occurrences,n_people,pct_people
LAB_perindkialt_13_Q75,6468,684114,496862,0.055032
LAB_assets_Q92,8828,683975,326334,0.036144
EDU_course_Religion,32060,683515,506701,0.056121
TIM_YEAR_1919,792,682309,678220,0.075118
HEA_atc_M01AE14,9692,680823,159214,0.017634
LAB_db07_649900.0,5586,680617,27466,0.003042
HEA_atc_N05AB03,9039,680483,25541,0.002829
EDU_wellbeing_academic_Q8,39884,679871,416349,0.046114
LAB_offpens_efterlon_13_Q86,7835,679475,440993,0.048844
LAB_nace_521110,3879,679232,140825,0.015598
HEA_DWG_manual_bin_10_15,10532,678936,153226,0.016971
LAB_db07_960220.0,5579,678798,15423,0.001708
HEA_ICD10_DZ509,10748,677068,336074,0.037223
LAB_db07_432200,3199,676809,57587,0.006378
LAB_assets_Q93,8823,676641,307639,0.034074
HEA_atc_N06AA02,9274,675311,58337,0.006461
LAB_ovrig_overforsel_13_Q44,7619,674166,457866,0.050712
LAB_db07_465210.0,5879,674050,13497,0.001495
LAB_db07_712020.0,5395,673620,11269,0.001248
HEA_speciale_043102,26285,672707,396773,0.043946
LAB_off_overforsel_13_Q79,6983,672632,521471,0.057757
LAB_off_overforsel_13_Q81,6908,672138,501917,0.055591
HEA_ICD10_DJ459,10741,671736,260371,0.028838
HEA_speciale_531012,26286,671725,546151,0.060491
LAB_perindkialt_13_Q1,6470,671503,446061,0.049405
LAB_assets_Q3,8824,671071,336973,0.037323
HEA_speciale_043103,26301,670611,453720,0.050253
LAB_skatmvialt_13_Q51,8616,670581,495703,0.054903
LAB_db07_110500.0,5629,669974,15947,0.001766
LAB_formueindk_brutto_Q36,8196,669871,530951,0.058807
LAB_assets_Q94,8820,669771,286501,0.031732
EDU_course_Kemi,32066,668807,346172,0.038341
HEA_atc_C09CA04,9825,667819,39464,0.004371
LAB_ovrig_overforsel_13_Q37,7628,667469,516322,0.057187
LAB_erhvervsindk_13_Q72,6587,667049,477586,0.052897
LAB_disco_241900,2448,665371,86915,0.009627
EDU_disced_20101023,35811,665357,382265,0.042339
HEA_atc_C02AC05,9817,665034,35386,0.003919
HEA_speciale_808955,30343,664736,664161,0.073561
LAB_db07_900400.0,5553,664542,25821,0.00286
LAB_dagpenge_kontant_13_Q12,7066,664418,594157,0.065808
SOC_end_precaution_1,41432,663927,305271,0.033811
LAB_db07_422000.0,6105,663445,20992,0.002325
LAB_assets_Q95,8811,663363,264598,0.029306
LAB_db07_266010.0,5566,663347,11497,0.001273
HEA_ICD10_DK409,10917,662312,289293,0.032042
LAB_offpens_efterlon_13_Q87,7826,662048,381676,0.042274
SOC_start_precaution_1,41379,660803,304065,0.033678
LAB_disco08_221100,1619,660759,40241,0.004457
HEA_atc_N04AA02,9040,660628,24632,0.002728
LAB_off_overforsel_13_Q82,6914,660008,452360,0.050103
HEA_speciale_440301,26408,658966,324759,0.03597
LAB_socio_gl_31,1513,658531,109733,0.012154
LAB_resuink_13_Q36,8274,658374,573354,0.063504
LAB_assets_Q96,8813,657687,238884,0.026458
HEA_speciale_626005,26553,657033,47543,0.005266
LAB_rentudgpr_Q43,8483,656275,501391,0.055533
LAB_assets_Q2,8787,655830,280843,0.031106
LAB_offpens_efterlon_13_Q41,7912,655826,494501,0.05477
HEA_speciale_440290,25883,655503,279864,0.030997
HEA_speciale_650325,26475,655019,12500,0.001384
LAB_perindkialt_13_Q76,6462,654758,473999,0.052499
HEA_speciale_077416,25970,654557,418196,0.046319
LAB_db07_421100.0,5460,653785,15924,0.001764
LAB_loenmv_13_Q71,6671,652987,462498,0.051225
LAB_db07_466900,3169,652655,73067,0.008093
HEA_ICD10_DI509,10844,652187,216326,0.02396
LAB_assets_Q97,8832,651919,209029,0.023152
LAB_disco08_331300,1613,651216,69112,0.007655
LAB_disco_343900,2407,650839,91383,0.010121
LAB_ovrig_overforsel_13_Q33,7635,649758,499767,0.055353
LAB_nace_553020,3892,648632,145306,0.016094
LAB_db07_271100.0,5529,648470,9474,0.001049
LAB_db07_452020.0,5523,648232,11260,0.001247
HEA_atc_J02AC02,9058,647565,266118,0.029475
LAB_lejev_egen_bolig_Q68,8338,647260,426973,0.047291
LAB_offpens_efterlon_13_Q28,7875,647221,404408,0.044791
HEA_atc_C03CA02,8991,647024,39176,0.004339
LAB_assets_Q98,8812,647000,175092,0.019393
LAB_nace_853220,4051,646629,94844,0.010505
HEA_speciale_180120,26184,645714,475153,0.052627
LAB_db07_773900.0,5853,645502,20921,0.002317
LAB_assets_Q1,8807,644697,168428,0.018655
LAB_db07_711210,3397,644347,64819,0.007179
HEA_atc_A10BB09,9140,644289,26047,0.002885
LAB_lejev_egen_bolig_Q74,8415,642939,403220,0.04466
LAB_db07_773200.0,5663,642564,14849,0.001645
HEA_speciale_624007,26126,642547,44410,0.004919
LAB_assets_Q99,8833,642495,133322,0.014766
LAB_db07_802000.0,5565,641470,12121,0.001342
LAB_db07_476500.0,5581,641025,27493,0.003045
LAB_lejev_egen_bolig_Q72,8406,641025,403654,0.044708
LAB_off_overforsel_13_Q80,6984,640779,485076,0.053726
LAB_db07_889140,3243,640569,88752,0.00983
EDU_fag_Matematik 6. klasse,39894,638693,638001,0.070664
LAB_offpens_efterlon_13_Q51,7829,637869,534742,0.059227
EDU_fag_Matematik 3. klasse,39896,637849,637221,0.070577
LAB_assets_Q100,8831,637841,78207,0.008662
EDU_udd_4190,33347,637602,279428,0.030949
LAB_privat_pension_13_Q10,8040,637378,283553,0.031406
LAB_db07_853120,3164,637281,53443,0.005919
LAB_disco_713600,2521,637264,46336,0.005132
HEA_atc_B02AA02,9005,637226,249318,0.027614
LAB_db07_172100.0,5668,637181,10718,0.001187
LAB_arblhumv_Q1,7172,636817,490186,0.054292
LAB_offpens_efterlon_13_Q53,7902,636736,458647,0.050799
EDU_udd_5080,33494,636370,124077,0.013743
LAB_erhvervsindk_13_Q73,6576,636316,456724,0.050586
LAB_lejev_egen_bolig_Q10,8389,636305,401675,0.044489
LAB_nace_804230,3843,636220,101217,0.011211
LAB_lejev_egen_bolig_Q70,8394,636181,412511,0.045689
LAB_disco_513210,2406,636044,103668,0.011482
HEA_atc_S02AA15,9989,635928,370580,0.041045
LAB_db07_201400.0,5686,635530,8304,0.00092
HEA_speciale_808345,29038,635478,624083,0.069122
EDU_wellbeing_overall_old_Q8,39844,634216,403767,0.04472
TIM_YEAR_1918,791,634087,630566,0.06984
HEA_atc_P01BB51,9874,633024,421505,0.046685
EDU_wellbeing_support_and_inspiration_Q7,39864,630287,409033,0.045304
LAB_skatmvialt_13_Q52,8583,630269,468890,0.051933
LAB_nace_741200,3854,630088,59820,0.006626
HEA_atc_G03AA05,9157,629858,79628,0.008819
EDU_field_404015,32308,629344,381383,0.042241
HEA_ICD10_DI109,10902,629027,307688,0.034079
HEA_ICD10_DJ449,10753,628917,192154,0.021283
LAB_branche_77_31174,4911,628859,151114,0.016737
HEA_atc_G01AF02,9286,628415,352050,0.038992
LAB_branche_77_31111,4709,627847,69216,0.007666
LAB_perindkialt_13_Q77,6490,627520,452680,0.050138
LAB_db07_451920.0,5552,626993,9821,0.001088
LAB_db07_841200,3181,626362,99592,0.011031
HEA_atc_D10AF01,9185,625813,253654,0.028094
EDU_wellbeing_academic_Q7,39887,625033,405099,0.044868
LAB_db07_472900.0,5752,624764,28120,0.003115
EDU_disced_30152510,32673,624052,379206,0.042
LAB_db07_682040,3105,623798,77800,0.008617
LAB_resuink_13_Q13,8236,622936,576103,0.063808
LAB_resuink_13_Q30,8273,621646,527554,0.058431
LAB_ovrig_overforsel_13_Q43,7602,621181,427156,0.047311
LAB_dagpenge_kontant_13_Q13,7068,621048,552524,0.061197
LAB_disco08_235700,1600,620843,65640,0.00727
LAB_formueindk_brutto_Q5,8218,620557,447153,0.049526
LAB_db07_462100.0,5763,620524,13770,0.001525
HEA_atc_C01BD01,9350,620249,70653,0.007825
LAB_loenmv_13_Q72,6650,619935,441073,0.048852
LAB_db07_873020.0,5793,618715,19826,0.002196
HEA_speciale_032192,26337,618495,315867,0.034985
EDU_course_Oldtidskundskab,32058,618251,455394,0.050439
HEA_speciale_620110,26138,615163,233086,0.025816
LAB_disco_800000,2350,614857,134515,0.014899
LAB_rentudgpr_Q44,8496,614139,472308,0.052312
LAB_disco08_334310,1574,614128,64161,0.007106
LAB_disco_914100,2340,614019,78456,0.00869
LAB_db07_581410.0,5817,613057,17029,0.001886
LAB_disco_200000,2314,612113,128678,0.014252
HEA_speciale_062626,26170,611795,254149,0.028149
LAB_ovrig_overforsel_13_Q41,7666,611768,471334,0.052204
HEA_atc_A10BD07,10148,611663,29037,0.003216
LAB_offpens_efterlon_13_Q34,7870,611347,361384,0.040026
LAB_disco_300000,2408,610918,142139,0.015743
DEM_kom_621,1078,610899,222544,0.024649
LAB_branche_77_83230,4780,610819,89317,0.009893
HEA_speciale_890471,26371,610414,287573,0.031851
LAB_db07_563000,3144,609842,139232,0.015421
HEA_ML_manual_bin_5,10570,609333,175007,0.019383
LAB_lejev_egen_bolig_Q71,8405,609264,401204,0.044437
HEA_atc_D07CA01,9244,608780,433980,0.048067
LAB_nace_12110,3851,608683,68144,0.007548
LAB_ovrig_overforsel_13_Q40,7647,608493,459477,0.050891
HEA_atc_C09DA06,9936,607244,38700,0.004286
LAB_nace_453300,3980,607199,55565,0.006154
EDU_fag_Engelsk 7. klasse,39900,606822,606396,0.067163
LAB_erhvervsindk_13_Q74,6559,606766,437258,0.04843
LAB_branche_77_83241,4864,606417,80468,0.008912
HEA_speciale_190111,29480,606174,230177,0.025494
HEA_atc_N05CD04,8960,605857,51512,0.005705
HEA_atc_G03CB01,9006,605652,100172,0.011095
HEA_atc_N03AA02,8929,605125,39024,0.004322
LAB_disco_714100,2654,604884,42515,0.004709
LAB_db07_551010,3161,603723,115840,0.01283
HEA_speciale_240110,26528,601437,391854,0.043401
EDU_udd_4192,33328,601390,259450,0.028736
LAB_disco_933010,2390,599281,146340,0.016208
LAB_db07_271200.0,5458,598235,11743,0.001301
HEA_atc_N02BA51,9212,597973,62577,0.006931
TIM_AGE_87,1025,597956,597898,0.066222
LAB_db07_721100.0,5518,597784,15714,0.00174
LAB_perindkialt_13_Q78,6447,597582,428914,0.047506
EDU_udel_60,35748,597430,241394,0.026736
LAB_arblhumv_Q4,7095,596927,512813,0.056798
LAB_branche_77_63201,4870,596406,159500,0.017666
LAB_offpens_efterlon_13_Q39,7915,596401,427659,0.047367
LAB_skatmvialt_13_Q53,8605,594644,443557,0.049128
LAB_loenmv_13_Q73,6679,594403,423221,0.046875
LAB_resuink_13_Q40,8282,594346,526591,0.058324
HEA_speciale_180130,26196,594279,205127,0.022719
LAB_nace_751200,3860,594273,96578,0.010697
EDU_wellbeing_overall_old_Q7,39847,594008,396631,0.04393
HEA_atc_A08AA03,9259,593629,87242,0.009663
HEA_atc_D07XC01,9068,593324,190922,0.021146
LAB_db07_823000.0,5946,591503,30828,0.003414
LAB_formueindk_brutto_Q37,8219,590486,473923,0.052491
EDU_afg_art_31,35872,590153,517237,0.057288
EDU_tilg_art_31,35770,590153,517237,0.057288
HEA_DWG_manual_bin_10,10529,589295,120762,0.013375
SOC_samtykke_01,41321,588976,165014,0.018277
HEA_speciale_090120,25891,588368,442845,0.049049
TIM_YEAR_1917,790,588284,585189,0.064814
HEA_speciale_072190,25961,587662,77446,0.008578
DEM_kom_615,1143,586927,212896,0.02358
HEA_atc_R06AE09,9986,586164,126427,0.014003
HEA_atc_S01GX08,9961,586034,139178,0.015415
HEA_atc_G01AF04,9126,585699,296393,0.032828
HEA_ICD10_DZ135C,12130,585647,566353,0.062728
LAB_db07_862300,3403,585602,39504,0.004375
LAB_lejev_egen_bolig_Q9,8412,585514,383563,0.042483
LAB_socio13_110,1493,584626,250391,0.027733
LAB_dagpenge_kontant_13_Q14,7027,584296,523362,0.057967
HEA_GP_manual_bin_100_500,10576,583606,130780,0.014485
EDU_dageialtfra_7,39945,582713,373259,0.041341
LAB_branche_77_71211,4937,582383,84095,0.009314
HEA_atc_A01AD02,8947,581959,373830,0.041405
DEM_fm_mark_5,1457,581316,449599,0.049797
LAB_db07_522110.0,5657,579806,12806,0.001418
LAB_disco08_941210,1679,579674,119332,0.013217
LAB_erhvervsindk_13_Q75,6577,579584,415266,0.045994
HEA_speciale_092117,26514,579227,409329,0.045337
HEA_speciale_808346,29076,579158,568477,0.062963
HEA_speciale_501113,29458,578661,477109,0.052844
LAB_db07_463100.0,5648,578033,16865,0.001868
EDU_fag_Fysik/kemi 8. klasse,39898,577581,577214,0.063931
LAB_lejev_egen_bolig_Q73,8383,577303,375363,0.041575
HEA_speciale_620102,31069,577023,25586,0.002834
LAB_branche_77_93403,4843,575916,160680,0.017797
LAB_db07_281200.0,5406,575834,9194,0.001018
HEA_speciale_630110,26030,575540,421783,0.046716
LAB_branche_77_61168,4873,574630,91195,0.010101
EDU_dageaktiv_2,39928,574319,568501,0.062966
HEA_speciale_839001,26498,574143,360918,0.039975
LAB_rentudgpr_Q45,8479,573950,444553,0.049238
LAB_db07_108200.0,5437,573638,17269,0.001913
LAB_nace_745020,3968,572676,166834,0.018478
LAB_off_overforsel_13_Q83,6971,572174,436354,0.04833
LAB_perindkialt_13_Q79,6482,571290,409255,0.045328
LAB_db07_855100.0,5714,570901,20545,0.002276
HEA_ICD10_DM796,10925,570831,391110,0.043319
LAB_db07_108900.0,5628,570638,16915,0.001873
LAB_loenmv_13_Q74,6677,570111,408295,0.045222
HEA_ICD10_DE109,11133,567936,64672,0.007163
LAB_offpens_efterlon_13_Q36,7903,567830,431383,0.047779
HEA_speciale_062630,26107,566831,293130,0.032467
LAB_tilstand_kode_14010,6158,566640,35566,0.003939
HEA_speciale_804003,26129,565747,99827,0.011057
EDU_audd_2510,35891,565395,556083,0.061591
HEA_atc_S01BA04,8990,565377,204128,0.022609
LAB_db07_941200.0,5708,564928,20055,0.002221
HEA_atc_N05AD01,9070,564897,129706,0.014366
LAB_db07_591120.0,5918,564800,20117,0.002228
LAB_ovrig_overforsel_13_Q42,7624,564747,434852,0.048163
LAB_db07_293200.0,5582,564169,11386,0.001261
LAB_db07_222200.0,5698,563749,11034,0.001222
HEA_atc_C09CA03,9771,562558,37263,0.004127
LAB_db07_732000.0,5772,562496,40656,0.004503
HEA_ICD10_DZ031,10743,562014,327792,0.036306
LAB_db07_310200.0,5533,560392,9720,0.001077
HEA_atc_G02BB01,9996,560383,70292,0.007785
HEA_speciale_808151,26571,559945,348347,0.038582
LAB_skatmvialt_13_Q54,8602,559569,419856,0.046502
HEA_atc_J01AA04,8865,559355,263498,0.029185
HEA_atc_G03DA02,9158,559178,218711,0.024224
HEA_speciale_804582,30064,559120,532002,0.058924
SOC_ger7_1336556,40418,558635,456411,0.050551
HEA_atc_N07CA01,9226,558461,41714,0.00462
HEA_atc_M03BA02,9262,558388,83278,0.009224
LAB_nace_751300,3878,558030,115978,0.012846
LAB_db07_370000.0,5844,557574,10806,0.001197
LAB_nace_803010,4046,557555,72902,0.008074
HEA_speciale_090130,26156,557078,340029,0.037661
HEA_speciale_092302,26368,556473,392298,0.04345
LAB_disco_932000,2393,556112,115145,0.012753
LAB_offpens_efterlon_13_Q82,7853,555786,360868,0.039969
HEA_speciale_808926,29213,555774,383457,0.042471
LAB_db07_464990.0,5534,555651,14341,0.001588
LAB_db07_931900.0,5547,555363,19208,0.002127
HEA_ICD10_DH911,10695,555010,260990,0.028907
HEA_speciale_093120,26090,554933,399717,0.044272
HEA_speciale_804484,30081,554670,378698,0.041944
EDU_udd_4198,33327,554064,271707,0.030094
LAB_db07_471110,3130,554063,107596,0.011917
HEA_atc_R03AL06,10311,553849,47824,0.005297
LAB_korstoett_Q2,7743,553643,451239,0.049978
LAB_erhvervsindk_13_Q76,6556,553287,396460,0.043911
LAB_db07_872020.0,5858,552322,13651,0.001512
LAB_syg_barsel_13_Q2,7510,551932,454311,0.050319
LAB_lejev_egen_bolig_Q8,8399,551874,364806,0.040405
LAB_db07_581100.0,5777,551780,15144,0.001677
EDU_course_Spansk begyndersprog,32064,550805,187362,0.020752
LAB_korstoett_Q4,7723,550575,442957,0.049061
LAB_korstoett_Q5,7726,550211,434671,0.048143
LAB_db07_360000.0,5768,550070,11711,0.001297
HEA_speciale_501430,26388,549451,339911,0.037648
HEA_atc_A06AG11,8984,549111,179002,0.019826
LAB_socio_gl_53,1531,548614,135534,0.015011
LAB_offpens_efterlon_13_Q40,7882,548523,383110,0.042433
HEA_speciale_533001,31084,548312,272671,0.030201
LAB_db07_353000.0,5939,548135,10981,0.001216
LAB_nace_221210,3933,548016,127179,0.014086
LAB_arblhumv_Q5,7105,547661,477805,0.052921
LAB_db07_889990,3142,547462,88174,0.009766
LAB_branche_77_50150,4980,547352,49995,0.005537
HEA_speciale_042109,29057,546750,99752,0.011048
LAB_lejev_egen_bolig_Q79,8344,546612,325583,0.036061
LAB_loenmv_13_Q75,6687,546046,388351,0.043013
LAB_db07_960900.0,5647,545927,15562,0.001724
LAB_db07_873010,3222,545892,77553,0.00859
LAB_perindkialt_13_Q80,6481,545890,388512,0.043031
HEA_speciale_890602,26280,545708,292659,0.032414
HEA_ICD10_DZ018,10901,545192,390394,0.043239
LAB_db07_101190.0,5645,544993,11009,0.001219
HEA_ICD10_DR060,10827,544594,298015,0.033008
LAB_db07_662200.0,5821,543940,12096,0.00134
LAB_db07_13000.0,5415,543914,14139,0.001566
HEA_atc_C10AB04,9291,543528,25122,0.002782
TIM_YEAR_1916,789,543391,540749,0.059892
DEM_kom_657,1140,542873,204776,0.022681
LAB_resuink_13_Q42,8252,542868,500697,0.055456
LAB_db07_475920.0,5820,542471,15897,0.001761
SOC_afgtypko_7,40040,542402,203688,0.02256
LAB_db07_331100.0,5738,542247,12433,0.001377
HEA_speciale_531017,29847,542222,283931,0.031448
LAB_db07_619000.0,5751,542121,20964,0.002322
HEA_ICD10_DM059,11187,541813,42191,0.004673
HEA_speciale_802113,26115,541789,408146,0.045205
HEA_speciale_213002,26273,541571,301050,0.033344
LAB_dagpenge_kontant_13_Q15,6994,541096,492120,0.054506
LAB_branche_77_83299,4810,540532,150139,0.016629
LAB_rentudgpr_Q46,8455,539454,420339,0.046556
LAB_offpens_efterlon_13_Q64,7850,539390,403140,0.044651
EDU_afg_art_30,35873,539374,439243,0.04865
EDU_tilg_art_30,35767,539374,439243,0.04865
HEA_atc_S01EC04,9930,538967,24909,0.002759
EDU_ects_Q62,32215,538124,353144,0.039114
LAB_db07_591400.0,5527,537857,18313,0.002028
LAB_disco_921100,2368,537538,63156,0.006995
HEA_speciale_440291,26168,537230,301898,0.033438
HEA_speciale_807401,26207,537194,329096,0.03645
EDU_wellbeing_support_and_inspiration_Q5,39866,536214,369529,0.040928
HEA_speciale_624001,26359,536035,54532,0.00604
LAB_formueindk_brutto_Q46,8159,535448,492690,0.054569
LAB_db07_552000.0,5749,535315,26772,0.002965
LAB_ovrig_overforsel_13_Q47,7618,534805,382920,0.042412
LAB_offpens_efterlon_13_Q33,7859,534471,403256,0.044664
LAB_db07_452010,3178,534430,61049,0.006762
LAB_lejev_egen_bolig_Q75,8414,534331,362831,0.040186
LAB_lejev_egen_bolig_Q76,8336,534307,343804,0.038079
EDU_course_Studieretningsprojekt,32059,534202,534202,0.059167
LAB_nace_158120,4035,534086,103889,0.011507
LAB_off_overforsel_13_Q84,6977,532933,393078,0.043537
HEA_atc_R03AL03,10293,532582,46832,0.005187
HEA_speciale_504523,25992,532495,409080,0.045309
LAB_ovrig_overforsel_13_Q70,7633,532175,399323,0.044228
LAB_erhvervsindk_13_Q77,6564,531963,381679,0.042274
LAB_db07_463810.0,5771,531889,11051,0.001224
LAB_skatmvialt_13_Q55,8618,531604,400221,0.044328
EDU_wellbeing_overall_young_Q8,39835,530787,375812,0.041624
LAB_formueindk_brutto_Q38,8152,529973,430587,0.047691
LAB_db07_467100.0,5504,528859,12205,0.001352
HEA_atc_M01AG02,9298,528558,131302,0.014543
LAB_disco_343100,2428,527630,61961,0.006863
LAB_db07_842400,3311,527278,33696,0.003732
HEA_atc_C09DA03,9869,527127,30216,0.003347
EDU_disced_50201510,32703,527080,255667,0.028317
LAB_db07_493910.0,5610,526776,10828,0.001199
LAB_db07_476100.0,5448,526685,17976,0.001991
HEA_speciale_040105,26963,526018,261857,0.029003
LAB_korstoett_Q3,7724,525492,429493,0.04757
HEA_atc_S02CA06,10246,524693,306666,0.033966
HEA_atc_M01AE03,8940,524128,121600,0.013468
LAB_perindkialt_13_Q81,6463,522706,370302,0.041014
EDU_disced_20101013,35808,522122,522066,0.057823
LAB_dagpenge_kontant_13_Q16,7060,521793,475731,0.052691
LAB_disco_514100,2487,521774,38644,0.00428
LAB_formueindk_brutto_Q6,8221,521772,390563,0.043258
HEA_speciale_504513,26031,521470,394186,0.043659
LAB_branche_77_62114,4996,520918,139010,0.015396
LAB_branche_77_93104,4713,520565,126065,0.013963
LAB_disco_230000,2347,520023,100510,0.011132
HEA_ICD10_DZ515S,10757,519917,102436,0.011346
LAB_branche_77_93910,4826,519707,91391,0.010122
LAB_loenmv_13_Q76,6678,519613,370144,0.040996
LAB_lejev_egen_bolig_Q77,8420,518963,331036,0.036665
LAB_ovrig_dagpenge_akas_13_Q2,7195,518592,452331,0.050099
LAB_db07_855300.0,5656,517845,6519,0.000722
LAB_db07_783000.0,5690,517694,25032,0.002772
HEA_speciale_837120,26796,517622,359027,0.039765
HEA_DWG_manual_bin_4,10551,517170,204760,0.022679
LAB_disco_341900,2439,516641,77686,0.008604
LAB_korstoett_Q6,7725,516492,400577,0.044367
HEA_speciale_250110,26185,516386,356096,0.039441
LAB_db07_476420.0,5679,515247,10263,0.001137
EDU_disced_20101011,35806,514604,512242,0.056735
LAB_db07_531000,3100,514565,57590,0.006379
HEA_atc_R03AL04,10269,514184,35825,0.003968
DEM_kom_157,1171,514023,293529,0.032511
LAB_off_overforsel_13_Q86,6972,513186,353640,0.039169
EDU_audd_1196,35900,513057,510705,0.056565
LAB_branche_77_93101,4737,512564,100917,0.011177
LAB_branche_77_95131,4978,512265,77081,0.008537
LAB_offpens_efterlon_13_Q84,7844,512122,349921,0.038757
LAB_db07_467310,3140,511766,54854,0.006076
TIM_AGE_88,1026,511589,511543,0.056658
LAB_nace_13000,4183,511008,72705,0.008053
LAB_tilstand_kode_15035,6169,510697,48602,0.005383
LAB_korstoett_Q7,7719,510584,387247,0.042891
SOC_fgslkod_5,41300,510137,184709,0.020458
LAB_lejev_egen_bolig_Q78,8349,508891,327880,0.036315
HEA_atc_G04CB02,10028,508725,32730,0.003625
LAB_db07_620300.0,5538,508626,11684,0.001294
HEA_atc_D06AX09,9047,507950,355502,0.039375
LAB_off_overforsel_13_Q85,6974,507831,375687,0.04161
LAB_ovrig_overforsel_13_Q74,7676,507804,395097,0.04376
DEM_manual_bin_antefam_manual_bin_50_100,1450,507489,174545,0.019332
LAB_db07_683220.0,5747,506846,12515,0.001386
LAB_offpens_efterlon_13_Q54,7905,506621,344148,0.038117
LAB_erhvervsindk_13_Q78,6578,506384,362256,0.040123
LAB_rentudgpr_Q47,8503,505136,395979,0.043858
LAB_disco_241100,2329,503732,45293,0.005017
HEA_speciale_827109,26101,503325,292311,0.032376
HEA_speciale_630101,31632,503315,119906,0.013281
LAB_skatmvialt_13_Q56,8595,502903,379812,0.042067
HEA_speciale_802110,26893,502758,362576,0.040158
LAB_perindkialt_13_Q82,6451,502452,353150,0.039114
LAB_disco_232000,2315,502336,55287,0.006123
LAB_lejev_egen_bolig_Q81,8387,502097,300111,0.03324
HEA_atc_D05AX02,8992,501544,88253,0.009775
HEA_speciale_890501,26119,501472,279706,0.03098
EDU_disced_30911111,35801,501316,434499,0.048124
EDU_field_555111,35773,501316,434499,0.048124
LAB_offpens_efterlon_13_Q83,7834,500920,333579,0.036947
DEM_laengde_barn_Q65,725,500915,500915,0.05548
LAB_honny_Q3,6700,500697,330781,0.036637
LAB_lejev_egen_bolig_Q7,8334,500454,338688,0.037512
LAB_db07_463200.0,5685,500193,12378,0.001371
TIM_YEAR_1915,788,500187,497912,0.055148
LAB_privat_pension_13_Q11,8065,500084,244671,0.027099
LAB_loenmv_13_Q77,6675,499788,356203,0.039452
LAB_disco_712200,2493,499225,39245,0.004347
LAB_disco08_833210,1716,498934,49309,0.005461
HEA_atc_C03BA11,9346,498631,28826,0.003193
HEA_speciale_240120,26222,498561,341659,0.037842
HEA_speciale_802121,26343,497596,366248,0.040565
HEA_atc_N05BB01,9311,497354,104871,0.011615
LAB_offpens_efterlon_13_Q63,7879,497124,349170,0.038673
LAB_db07_477120.0,5608,496957,17584,0.001948
LAB_db07_310100.0,5654,496845,10474,0.00116
EDU_dageulovfra_3,40013,496732,241786,0.02678
DEM_kom_791,1086,495684,192632,0.021336
LAB_dagpenge_kontant_13_Q17,7072,495450,453893,0.050272
HEA_speciale_190112,29457,494508,168915,0.018709
LAB_nace_900020,3863,494174,79340,0.008788
HEA_speciale_087210,26312,494103,252909,0.028012
LAB_ovrig_overforsel_13_Q48,7603,494022,349301,0.038688
LAB_tilstand_kode_11120,6143,493897,30838,0.003416
LAB_branche_77_61184,4722,493571,84667,0.009378
LAB_resuink_13_Q12,8269,493413,397533,0.04403
LAB_korstoett_Q8,7722,492980,362466,0.040146
LAB_db07_522400.0,5917,492927,6271,0.000695
EDU_field_981010,39269,492739,454143,0.0503
LAB_offpens_efterlon_13_Q75,7904,492691,373061,0.04132
HEA_speciale_807112,26601,491797,394956,0.043745
LAB_nace_722000,3857,491729,79358,0.00879
HEA_speciale_087298,26349,491669,267874,0.029669
LAB_korstoett_Q9,7721,490971,356411,0.039475
DEM_kom_265,1070,490915,221971,0.024585
EDU_wellbeing_overall_old_Q9,39849,490370,301775,0.033424
HEA_ICD10_DH353J,12288,490255,33673,0.00373
EDU_wellbeing_support_and_inspiration_Q6,39867,490079,352171,0.039006
SOC_ger7_1357505,40316,489790,71452,0.007914
LAB_db07_791100.0,5473,489689,13967,0.001547
LAB_ovrig_overforsel_13_Q45,7604,489326,391522,0.043364
LAB_db07_351300.0,5964,489045,10336,0.001145
HEA_ML_manual_bin_15_20,10550,488921,195903,0.021698
LAB_erhvervsindk_13_Q79,6543,487840,348525,0.038602
EDU_field_656515,32333,487676,237686,0.026326
LAB_db07_433410,3380,486686,41124,0.004555
HEA_speciale_808324,30961,486523,477982,0.05294
HEA_atc_M05BA01,9328,486453,41247,0.004568
DEM_manual_bin_antefam_manual_bin_100_500,1438,485689,139771,0.015481
LAB_formueindk_brutto_Q39,8214,485646,398367,0.044122
LAB_branche_77_38411,4919,485207,60984,0.006754
LAB_disco_832400,2478,484813,59936,0.006638
LAB_nace_452510,3991,484669,51994,0.005759
HEA_speciale_440506,26566,484632,162209,0.017966
HEA_atc_S01EA05,9861,484172,31026,0.003436
LAB_perindkialt_13_Q83,6465,483943,337826,0.037417
LAB_dagpenge_kontant_13_Q19,7062,483859,443208,0.049089
LAB_disco_522010,2437,483521,126697,0.014033
LAB_db07_721900,3159,483133,56404,0.006247
EDU_field_551010,32313,482875,291040,0.032235
LAB_db07_439910,3203,482317,46731,0.005176
EDU_audd_3598,35884,482277,433765,0.048043
LAB_db07_14100,3111,481920,51995,0.005759
LAB_offpens_efterlon_13_Q61,7892,480763,362528,0.040153
LAB_db07_682010,3143,480701,47249,0.005233
LAB_db07_781000,3200,479528,62458,0.006918
HEA_speciale_501605,26052,479458,383359,0.04246
LAB_loenmv_13_Q78,6649,478740,340317,0.037693
LAB_nace_851310,4102,478678,36111,0.004
HEA_ICD10_DM171,10879,477971,191754,0.021238
LAB_tilstand_kode_11550,6176,477955,115256,0.012766
HEA_atc_A06AG10,9163,477783,129871,0.014384
LAB_nace_742010,4246,477592,52329,0.005796
