# id	specialty_en	description_da	auto_en
2693	Rheumatology	Reumatologi, Pt-Ekg  3ext.3præ. 9	Rheumatology, Pt-ECG 3ext.3præ. 9
2706	Rheumatology	Reumatologi, Ultralydsundersøgels	Rheumatology, Ultralydsundersøgels
2742	Physiotherapy 61	Fysioterapi 61, Opflg. træn.terapi.	Physiotherapy 61, Opflg. træn.terapi.
2745	Physiotherapy 61	Fysioterapi 61, Tillæg særl.tidskr.	Physiotherapy 61, Supplement særl.tidskr.
2747	Physiotherapy 61	Fysioterapi 61, ¯velsesterapi *indv*	Physiotherapy 61, Øvelsesterapi *indv*
2750	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, ADL-funktionstræn.	Free-of-charge physiotherapy, Adl-funktionstræn.
2831	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Ma-fr 16-20,lø 08-20	Free-of-charge physiotherapy, Ma-fr 16-20,lø 08-20
2832	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Ma-fr 20-08,søn/hel	Free-of-charge physiotherapy, Ma-fr 20-08,søn/hel
2837	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Opflg. træn.terapi.	Free-of-charge physiotherapy, Opflg. træn.terapi.
2844	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Strækbehandling	Free-of-charge physiotherapy, Strækbehandling
2845	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, Styrketræning A30	Free-of-charge physiotherapy, Styrketræning a30
2851	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, ¯dembehandling	Free-of-charge physiotherapy, Ødembehandling
2852	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, ¯velsesterapi *hold*	Free-of-charge physiotherapy, Øvelsesterapi *hold*
2853	Free-of-charge physiotherapy	Vederlagsfri fysioterapi, ¯velsesterapi*indv*	Free-of-charge physiotherapy, Øvelsesterapi*indv*
2862	Psychology service	Psykologhjælp, Barn m.pår. eft.kon	Psychology service, Child m.pår. eft.kon
2863	Psychology service	Psykologhjælp, Barn m.pår.1.kon	Psychology service, Child m.pår.1.kon
2899	Chiropractic, chronic patients	Kiropraktik kronikere, Suppl. røntgenunder.	Chiropractic, chronic patients, Suppl. røntgenunder.
2928	Hearing care	Høreomsorg, Høreapparat	Hearing care, Høreapparat
2929	Hearing care	Høreomsorg, Uafsluttet forløb	Hearing care, Uafsluttet forløb
2959	Gynaecology/obstetrics	Gynækologi/obstetrik, Blokadebeh. af bækk.	Gynaecology/obstetrics, Blokadebeh. of bækk.
2971	Gynaecology/obstetrics	Gynækologi/obstetrik, Dyrk. af gærs.(ex).1	Gynaecology/obstetrics, Dyrk. of gærs.(ex).1
2972	Gynaecology/obstetrics	Gynækologi/obstetrik, Dyrk. af gærsvamp 10	Gynaecology/obstetrics, Dyrk. of gærsvamp 10
2975	Gynaecology/obstetrics	Gynækologi/obstetrik, El-stim. af bækkenb.	Gynaecology/obstetrics, El-stim. of bækkenb.
2976	Gynaecology/obstetrics	Gynækologi/obstetrik, El-stimu.af bækkenb.	Gynaecology/obstetrics, El-stimu.of bækkenb.
2977	Gynaecology/obstetrics	Gynækologi/obstetrik, Elstimul. bækkenbund	Gynaecology/obstetrics, Elstimul. bækkenbund
3016	Gynaecology/obstetrics	Gynækologi/obstetrik, Opsæt. af spiral	Gynaecology/obstetrics, Opsæt. of coil (IUD)
3041	Gynaecology/obstetrics	Gynækologi/obstetrik, Serum-østradiolb.  6	Gynaecology/obstetrics, Serum-østradiolb. 6
3048	Gynaecology/obstetrics	Gynækologi/obstetrik, Sædpræp. til insemin	Gynaecology/obstetrics, Sædpræp. to insemin
3073	Gynaecology/obstetrics	Gynækologi/obstetrik, Urinprøvetag Steril4	Gynaecology/obstetrics, Urinprøvetag steril4
3090	Gynaecology/obstetrics	Gynækologi/obstetrik, indsæt.gestagenimpl	Gynaecology/obstetrics, Indsæt.gestagenimpl
3102	Internal medicine	Intern medicin, Allergenpro.fødem.os	Internal medicine, Allergenpro.fødem.os
3105	Internal medicine	Intern medicin, Allergivacc. eft.føl	Internal medicine, Allergivacc. eft.føl
3126	Internal medicine	Intern medicin, Cøliakipakken_amt 15	Internal medicine, Cøliakipakken_amt 15
3128	Internal medicine	Intern medicin, Døgnpulsoxymetri	Internal medicine, Døgnpulsoxymetri
3132	Internal medicine	Intern medicin, Ekg  3 Ext. 3 Præ. 9	Internal medicine, ECG 3 ext. 3 præ. 9
3141	Internal medicine	Intern medicin, Hæmatologisk Us.Ii 6	Internal medicine, Hæmatologisk us.ii 6
3142	Internal medicine	Intern medicin, Knogletæthedsm.endok	Internal medicine, Knogletæthedsm.endok
3162	Internal medicine	Intern medicin, Provokationsforsøg	Internal medicine, Provokationsforsøg
3164	Internal medicine	Intern medicin, Pt-Ekg  3ext.3præ. 9	Internal medicine, Pt-ECG 3ext.3præ. 9
3192	Internal medicine	Intern medicin, Ultralyd øv. abdomen	Internal medicine, Ultralyd øv. abdomen
3194	Internal medicine	Intern medicin, Urinprøvetag Steril4	Internal medicine, Urinprøvetag steril4
3205	General practitioner	Almen Lægehjælp 80, Afregning af sygebesøg og møder (regional §2-aftale, Region Hovedstaden)	General practitioner, Afregning of sick-home visit and møder (regional §2 agreement, region Hovedstaden)
3213	General practitioner	Almen Lægehjælp 80, Alvorligt syge og døende — fremmøde (regional §2-aftale, Region Syddanmark)	General practitioner, Alvorligt syge and dying — fremmøde (regional §2 agreement, region Syddanmark)
3214	General practitioner	Almen Lægehjælp 80, Alvorligt syge og døende — i lægens konsultation (regional §2-aftale, Region Syddanmark)	General practitioner, Alvorligt syge and dying — i lægens consultation (regional §2 agreement, region Syddanmark)
3221	General practitioner	Almen Lægehjælp 80, EKG inkl. præcordiale aflødninger (regional §2-aftale, Region Midtjylland)	General practitioner, ECG incl.. præcordiale aflødninger (regional §2 agreement, region Midtjylland)
3230	General practitioner	Almen Lægehjælp 80, Forsøgsordning vedrørende opfølgende hjemmebesøg (regional §2-aftale, Region Midtjylland)	General practitioner, Forsøgsordning vedrørende follow-up home visit (regional §2 agreement, region Midtjylland)
3240	General practitioner	Almen Lægehjælp 80, Indkaldelse demensundersøgelse (regional §2-aftale, Region Hovedstaden)	General practitioner, Indkaldelse demensundersøgelse (regional §2 agreement, region Hovedstaden)
3243	General practitioner	Almen Lægehjælp 80, Kontrol demens (årlig) (regional §2-aftale, Region Hovedstaden)	General practitioner, Follow-up demens (årlig) (regional §2 agreement, region Hovedstaden)
3246	General practitioner	Almen Lægehjælp 80, Kørselsgodtgørelse pr. kørt km (regional §2-aftale, Region Hovedstaden)	General practitioner, Mileage allowance per kørt km (regional §2 agreement, region Hovedstaden)
3247	General practitioner	Almen Lægehjælp 80, Lægefaglig vurdering af patienter på kommunal akutfunktion/akutteam	General practitioner, Lægefaglig vurdering of patients on kommunal akutfunktion/akutteam
3249	General practitioner	Almen Lægehjælp 80, Medgået tidsforbrug for kørsel pr. påbegyndt 10. minut udover 15 km (regional §2-aftale, Region Sjælland)	General practitioner, Medgået tidsforbrug for kørsel per commenced 10. minut udover 15 km (regional §2 agreement, region Sjælland)
3257	General practitioner	Almen Lægehjælp 80, Opfølgning efter indlæggelse — i lægens konsultation (regional §2-aftale, Region Syddanmark)	General practitioner, Follow-up efter admission — i lægens consultation (regional §2 agreement, region Syddanmark)
3258	General practitioner	Almen Lægehjælp 80, Opsøgende hjemmebesøg (skrøbelige ældre, normalt over 75 år) + tidsforbrugstillæg og evt	General practitioner, Outreach home visit (skrøbelige elderly, normalt over 75 years) + time-spent supplement and evt
3259	General practitioner	Almen Lægehjælp 80, Planlægningsmøde (regional §2-aftale, Region Midtjylland)	General practitioner, Planlægningsmøde (regional §2 agreement, region Midtjylland)
3278	General practitioner	Almen Lægehjælp 80, Telefonisk henvendelse til/fra kommunernes Social- og Sundhedsforvaltninger til/fra lægen (regional §2-aftale, Region Sjælland)	General practitioner, Telefonisk henvendelse to/from kommunernes social- and sundhedsforvaltninger to/from lægen (regional §2 agreement, region Sjælland)
3285	General practitioner	Almen Lægehjælp 80, Tidstillægsmodul (regional §2-aftale, Region Midtjylland)	General practitioner, Tidstillægsmodul (regional §2 agreement, region Midtjylland)
3286	General practitioner	Almen Lægehjælp 80, Tværsektoriel lægelig kommunikation (regional §2-aftale, Region Hovedstaden)	General practitioner, Tværsektoriel lægelig kommunikation (regional §2 agreement, region Hovedstaden)
3293	General practitioner	Almen Lægehjælp 80, Vaccination til ikke-immune voksne mod mæslinger (vaccine gives 1 gang)	General practitioner, Vaccination to ikke-immune voksne mod mæslinger (vaccine gives 1 gang)
3297	General practitioner	Almen Lægehjælp 80, Årlig helbredsundersøgelse (regional §2-aftale, Region Hovedstaden)	General practitioner, Årlig helbredsundersøgelse (regional §2 agreement, region Hovedstaden)
3299	General practitioner	Almen lægehjælp 80, #2-aftale århus ak.	General practitioner, #2-aftale århus ak.
3325	General practitioner	Almen lægehjælp 80, 3 u.f. blod i fæces5	General practitioner, 3 u.f. blood i fæces5
3330	General practitioner	Almen lægehjælp 80, 3.Undersøgelse	General practitioner, 3. child examination, when barnet er 12 måneder
3331	General practitioner	Almen lægehjælp 80, 4 Hj. Fødende 1.Uge	General practitioner, 4 home fødende 1.uge
3333	General practitioner	Almen lægehjælp 80, 5. Hj. Fødende 9uger	General practitioner, 5. home fødende 9uger
3336	General practitioner	Almen lægehjælp 80, 7.Undersøgelse	General practitioner, § 7. børneundersøgelser
3341	General practitioner	Almen lægehjælp 80, Afst.takst ov. 10 km	General practitioner, Tillægstakst by visit ud over 10 km, pr
3355	General practitioner	Almen lægehjælp 80, Afstandstakst  21 km	General practitioner, For hver commenced km ud over 21 to sygebesøgsstedet
3366	General practitioner	Almen lægehjælp 80, Anlæg. Af Im.Bandage	General practitioner, Anlæggelse of immobiliserende bandager
3368	General practitioner	Almen lægehjælp 80, Ans. terminal moms	General practitioner, Momspligtigt attestarbejde7 by ansøgning om tilskud to terminalpatienter
3369	General practitioner	Almen lægehjælp 80, Ansøgning - terminal	General practitioner, Attestarbejde7 by ansøgning om tilskud to terminalpatienter
3379	General practitioner	Almen lægehjælp 80, B-hæmogl. (- fotom.)	General practitioner, B-hæmogl. (- fotom.)
3380	General practitioner	Almen lægehjælp 80, B-hæmogl.(U/fotom.)1	General practitioner, B-hæmogl.(u/fotom.)1
3397	General practitioner	Almen lægehjælp 80, Besøg VI	General practitioner, Sick-home visit from 21 km4,5 from sygebesøgsstedet + evt
3398	General practitioner	Almen lægehjælp 80, Besøg hjælpeper rute	General practitioner, Visit hjælpeper rute
3399	General practitioner	Almen lægehjælp 80, Besøg hjælpepers I	General practitioner, Visit hjælpepers i
3400	General practitioner	Almen lægehjælp 80, Besøg hjælpepers II	General practitioner, Visit hjælpepers ii
3412	General practitioner	Almen lægehjælp 80, Blodprøvetagn. amt50	General practitioner, Blodprøvetagn. amt50
3413	General practitioner	Almen lægehjælp 80, Blodprøvetagning	General practitioner, Blood sampling from vein incl.. præp. and centrifugering pr. shipment
3414	General practitioner	Almen lægehjælp 80, Blodtagning blodåre	General practitioner, Blodtagning from blodåre pr
3416	General practitioner	Almen lægehjælp 80, Blødningstid       1	General practitioner, Blødningstid 1
3417	General practitioner	Almen lægehjælp 80, Børneunders. Test	General practitioner, Børneunders. test
3423	General practitioner	Almen lægehjælp 80, Deltagelse i forsøg	General practitioner, Deltagelse i forsøg
3428	General practitioner	Almen lægehjælp 80, Demensundersøge. A20	General practitioner, Demensundersøge. a20
3434	General practitioner	Almen lægehjælp 80, Differ.- og leu. tæl	General practitioner, Differ.- and leu. tæl
3435	General practitioner	Almen lægehjælp 80, Differentialtælling6	General practitioner, Differentialtælling6
3441	General practitioner	Almen lægehjælp 80, Elkard. exc. præc. 6	General practitioner, Elkard. excision. præc. 6
3451	General practitioner	Almen lægehjælp 80, Folkeundersøg.   A60	General practitioner, Folkeundersøg. a60
3453	General practitioner	Almen lægehjælp 80, Forbe.opføl.bes¤2A80	General practitioner, Forbe.opføl.bes¤2a80
3458	General practitioner	Almen lægehjælp 80, Forløbs.diabetes	General practitioner, Forløbs.diabetes
3462	General practitioner	Almen lægehjælp 80, Fredericia-forsøg	General practitioner, Fredericia-forsøg
3464	General practitioner	Almen lægehjælp 80, Fremmedlegeme ¯j. Mv	General practitioner, Removal of fremmedlegemer from øje, øregang, nose and pharynx
3465	General practitioner	Almen lægehjælp 80, Fremmødehonorar B080	General practitioner, Fremmødehonorar b080
3474	General practitioner	Almen lægehjælp 80, HebB stofmis mæn sex	General practitioner, Hebb stofmis mæn sex
3475	General practitioner	Almen lægehjælp 80, HepaB  vac barn 1mdr	General practitioner, Vaccination mod hepatitis b to children under 2 years, som er født of en mor with kronisk hepatitis b
3478	General practitioner	Almen lægehjælp 80, HepaB vac ikke smit	General practitioner, Hepatitis b-vaccination or a-b-vaccination to særlige risikogrupper (vaccine gives 3 gange)
3480	General practitioner	Almen lægehjælp 80, HepaB vac. u. 15år	General practitioner, Hepab vac. without 15år
3483	General practitioner	Almen lægehjælp 80, Hjem.blodtryk.målA35	General practitioner, Home.blodtryk.måla35
3486	General practitioner	Almen lægehjælp 80, Hjemmeblodtrykmåling	General practitioner, Hjemmeblodtrykmåling
3488	General practitioner	Almen lægehjælp 80, Hormonundersøgelser1	General practitioner, Hormonundersøgelser1
3489	General practitioner	Almen lægehjælp 80, Hypp lægevagtsb. A80	General practitioner, Hypp lægevagtsb. a80
3510	General practitioner	Almen lægehjælp 80, Infl.vacc. 65år hjem	General practitioner, Infl.vacc. 65år home
3511	General practitioner	Almen lægehjælp 80, Infl.vacc. over 65år	General practitioner, Infl.vacc. over 65år
3512	General practitioner	Almen lægehjælp 80, Ins/udl væ/valadn sk	General practitioner, Ins/udl væ/valadn sk
3515	General practitioner	Almen lægehjælp 80, Kapillærresistenspr3	General practitioner, Kapillærresistenspr3
3518	General practitioner	Almen lægehjælp 80, Kon.m.klinisk diæti.	General practitioner, Kon.m.clinical diæti.
3521	General practitioner	Almen lægehjælp 80, Konsul V/hjælpeper	General practitioner, Konsul v/hjælpeper
3529	General practitioner	Almen lægehjælp 80, Kørselsgodtgør. I	General practitioner, 4. examination (ca. 8 uger efter fødslen)
3543	General practitioner	Almen lægehjælp 80, Lægehjælp       2502	General practitioner, Patientledsagelse i ambulance and rejsetillæg to øer, hvor der ikke er bosat doctor pr
3544	General practitioner	Almen lægehjælp 80, Lægehjælp 2201	General practitioner, Patientledsagelse i ambulance and rejsetillæg to øer, hvor der ikke er bosat doctor pr
3545	General practitioner	Almen lægehjælp 80, Længere enkeltkons.	General practitioner, Længere enkeltkons.
3546	General practitioner	Almen lægehjælp 80, Længerevar.sygeb.A60	General practitioner, Længerevar.sygeb.a60
3547	General practitioner	Almen lægehjælp 80, MFR-vaccinat. 1 år	General practitioner, Vaccination mod mæslinger, fåresyge and red hunde (mfr-vaccination) (vaccination gives 2
3579	General practitioner	Almen lægehjælp 80, Møde udover 3 modul.	General practitioner, Møder with social- and sundhedsforvaltninger pr
3580	General practitioner	Almen lægehjælp 80, Mødedeltagelse   A65	General practitioner, Mødedeltagelse a65
3582	General practitioner	Almen lægehjælp 80, Næsetamponade M.V.	General practitioner, Næsetamponade, standsning of blødning efter tandudtrækning
3585	General practitioner	Almen lægehjælp 80, Opfølg.helbreds. A80	General practitioner, Opfølg.helbreds. a80
3586	General practitioner	Almen lægehjælp 80, Opfølg.samt. i hjem	General practitioner, Opfølg.and. i home
3587	General practitioner	Almen lægehjælp 80, Opfølg.samt. i kons.	General practitioner, Opfølg.and. i consultation
3593	General practitioner	Almen lægehjælp 80, Orm. Ormeled I Fæc 1	General practitioner, Orm. ormeled i fæc 1
3594	General practitioner	Almen lægehjælp 80, Ormeæg I Analafskr 2	General practitioner, Ormeæg i analafskr 2
3595	General practitioner	Almen lægehjælp 80, Ormeæg I Fæces     6	General practitioner, Ormeæg i faeces 6
3618	General practitioner	Almen lægehjælp 80, Præ.jour.sk. ¤2/A70	General practitioner, Præ.jour.sk. ¤2/a70
3625	General practitioner	Almen lægehjælp 80, Røntgenund.¤2-aftale	General practitioner, Røntgenund.¤2-aftale
3636	General practitioner	Almen lægehjælp 80, Samtaleterapiforløb	General practitioner, Samtaleterapiforløb
3644	General practitioner	Almen lægehjælp 80, Sindslid. 1. Indlæg.	General practitioner, 1. tvangsindlæggelse (red or gule papirer)
3651	General practitioner	Almen lægehjælp 80, St. Udbr. Læsioner	General practitioner, Treatment of store udbredte lesions and forbrændinger
3652	General practitioner	Almen lægehjælp 80, Støtte pårørende	General practitioner, Støtte relatives
3658	General practitioner	Almen lægehjælp 80, Sænkningsreaktion  2	General practitioner, Sænkningsreaktion
3659	General practitioner	Almen lægehjælp 80, Særkons. Sv.Forebyg.	General practitioner, Særkons. sv.forebyg.
3662	General practitioner	Almen lægehjælp 80, Tapning af væske	General practitioner, Tapning of væskesamling from larger joint i terapeutisk øjemed – ikke i diagnostic øjemed or
3663	General practitioner	Almen lægehjælp 80, Tel. henv. til foræl	General practitioner, Honorar for telefonisk henvendelse to forældrene forud for mfr-vaccination
3669	General practitioner	Almen lægehjælp 80, Thrombin-målingerA42	General practitioner, Thrombin-målingera42
3671	General practitioner	Almen lægehjælp 80, Tidstillæg	General practitioner, Tidstillæg
3703	General practitioner	Almen lægehjælp 80, Udlån/instr.blodtryk	General practitioner, Udlån/instr.blodtryk
3738	General practitioner	Almen lægehjælp 80, Venesectio Tilrådet	General practitioner, Venesektio tilrådet of hospital or speciallæge and by livstruende tilstande
3748	General practitioner	Almen lægehjælp 80, diagn.hjælp psyk.dia	General practitioner, Diagn.hjælp psyk.dia
3749	General practitioner	Almen lægehjælp 80, e-komm. ved forløbsydelse diabetes	General practitioner, E-komm. by forløbsydelse diabetes
3753	General practitioner	Almen lægehjælp 80, fødselshjælp	General practitioner, Fødselshjælp
3760	General practitioner	Almen lægehjælp 80, livm.h.kræft skr 082	General practitioner, Livm.h.kræft skr 082
3764	General practitioner	Almen lægehjælp 80, nattevagtslæger afst	General practitioner, Nattevagtslæger afst
3772	General practitioner	Almen lægehjælp 80, tel. drøftelse A50	General practitioner, Tel. drøftelse a50
3773	General practitioner	Almen lægehjælp 80, telefonkons. ved forløbsydelse diabetes	General practitioner, Telefonkons. by forløbsydelse diabetes
3787	General practitioner	Almen lægehjælp 80, ¤2.A35Afstandstillæg	General practitioner, ¤2.a35afstandstillæg
3790	General practitioner	Almen lægehjælp 80, årskontr.diabetes	General practitioner, Årskontr.diabetes
3791	General practitioner	Almen lægehjælp 80, årskontrol amt 50	General practitioner, Årskontrol amt 50
3792	General practitioner	Almen lægehjælp 80, årskontrol,diab. a20	General practitioner, Årskontrol,diab. a20
3803	KFA on-call service 81	KFA-vagtordning 81, Elkard. exc. præc. 6	KFA on-call service 81, Elkard. excision. præc. 6
3808	KFA on-call service 81	KFA-vagtordning 81, Fremmedlegeme øj. Mv	KFA on-call service 81, Fremmedlegeme øj. etc.
3823	KFA on-call service 81	KFA-vagtordning 81, Udstedelse dødsa.s.2	KFA on-call service 81, Udstedelse dødsa.s.2
3826	KFA on-call service 81	KFA-vagtordning 81, lægehj. ingen praks.	KFA on-call service 81, Lægehj. ingen praks.
3841	KAK on-call GP 82	Kak vagtlægehjælp 82, Elkard. exc. præc. 6	KAK on-call GP 82, Elkard. excision. præc. 6
3842	KAK on-call GP 82	Kak vagtlægehjælp 82, Elkard. inkl. præc.9	KAK on-call GP 82, Elkard. incl.. præc.9
3848	KAK on-call GP 82	Kak vagtlægehjælp 82, Fremmedlegeme ¯j. Mv	KAK on-call GP 82, Fremmedlegeme øj. etc.
3911	On-call GP service 83	Vagtlægehjælp 83, Blodtagning blodåre	On-call GP service 83, Blodtagning blodåre
3913	On-call GP service 83	Vagtlægehjælp 83, Elkard. exc. præc. 6	On-call GP service 83, Elkard. excision. præc. 6
3914	On-call GP service 83	Vagtlægehjælp 83, Elkard. inkl. præc.9	On-call GP service 83, Elkard. incl.. præc.9
3919	On-call GP service 83	Vagtlægehjælp 83, Fremmedlegeme ¯j. Mv	On-call GP service 83, Fremmedlegeme øj. etc.
3920	On-call GP service 83	Vagtlægehjælp 83, Fremmødehonorar B080	On-call GP service 83, Fremmødehonorar b080
3922	On-call GP service 83	Vagtlægehjælp 83, Hon.v.vagtord.på øer	On-call GP service 83, Hon.v.vagtord.on øer
3926	On-call GP service 83	Vagtlægehjælp 83, Ins/udl væ/valadn sk	On-call GP service 83, Ins/udl væ/valadn sk
3935	On-call GP service 83	Vagtlægehjælp 83, Næsetamponade M.V.	On-call GP service 83, Næsetamponade m.v.
3958	On-call GP service 83	Vagtlægehjælp 83, Udfyld. af dødsa.s.2	On-call GP service 83, Udfyld. of dødsa.s.2
3959	On-call GP service 83	Vagtlægehjælp 83, Udlån/instr.blodtryk	On-call GP service 83, Udlån/instr.blodtryk
3975	On-call GP service 83	Vagtlægehjælp 83, ¤2.A35Afstandstillæg	On-call GP service 83, ¤2.a35afstandstillæg
4007	Pre-hospital	Præhospital, Ligsyn og dødsat.A42	Pre-hospital, Death inspection and dødsat.a42
4011	Pre-hospital	Præhospital, Psykisk førstehjælp	Pre-hospital, Psykisk førstehjælp
4016	Pre-hospital	Præhospital, el.kardiogr. inkl. præcordialafl.	Pre-hospital, El.kardiogr. incl.. præcordialafl.
4029	KFA on-call service 89	KFA-vagtordning 89, Fremmedlegeme øj. Mv	KFA on-call service 89, Fremmedlegeme øj. etc.
4072	Surgery	Kirurgi, Dopplerundersøgelse	Surgery, Dopplerundersøgelse
4074	Surgery	Kirurgi, Du-Sc af årekpat.A25	Surgery, Du-sc of årekpat.a25
4088	Surgery	Kirurgi, Fj.slimsæk på albue	Surgery, Removal.slimsæk on albue
4100	Surgery	Kirurgi, Hæmor. Ligatur Fg.An	Surgery, Hæmor. ligatur fg.an
4113	Surgery	Kirurgi, Injekt. Hæmor. Fg.An	Surgery, Injection. hæmor. fg.an
4130	Surgery	Kirurgi, Op. Kon. Håndf. 1.An	Surgery, Operation kon. håndf. 1.an
4137	Surgery	Kirurgi, Op.årekn.ex.lysk.hø	Surgery, Op.varicose veins.ex.lysk.hø
4139	Surgery	Kirurgi, Op.årekn.i lysk.hø.b	Surgery, Op.varicose veins.i lysk.hø.b
4160	Surgery	Kirurgi, Operat. åreknud. Flg	Surgery, Operation åreknud. flg
4181	Surgery	Kirurgi, Ritu. omskær.  2 A13	Surgery, Ritu. omskær. 2 a13
4208	Surgery	Kirurgi, Ultralyd.sc.øv.abdom	Surgery, Ultralyd.sc.øv.abdom
4210	Surgery	Kirurgi, Urinprøvetag Steril4	Surgery, Urinprøvetag steril4
4220	Surgery	Kirurgi, fj.slimsæk albue1.an	Surgery, Removal.slimsæk albue1.an
