code,description
LAB_branche_77_93320,Dyrlægevirksomheder
LAB_branche_77_93401,Velfærdsinstitutioner og foreninger for mødre
LAB_branche_77_93402,Vuggestuer og børnehaver
LAB_branche_77_93403,Daginstitutioner for børn og unge
LAB_branche_77_93404,Hjem for børn og unge
LAB_branche_77_93405,Velfærdsinstitutioner og foreninger for børn
LAB_branche_77_93406,Velfærdsinstitutioner og foreninger for syge
LAB_branche_77_93407,Velfærdsinstitutioner og foreninger for alkoh
LAB_branche_77_93408,Velfærdsinstitutioner og foreninger for ældre
LAB_branche_77_93409,Velfærdsinstitutioner og foreninger i øvrigt
LAB_branche_77_93501,Arbejdsgiverforeninger og erhvervsorganisatio
LAB_branche_77_93502,Lønmodtagerorganisationer
LAB_branche_77_93503,Grundejerforeninger
LAB_branche_77_93504,Lejerforeninger
LAB_branche_77_93509,Økonomiske interesseorganisationer i øvrigt
LAB_branche_77_93910,Religiøse foreninger og institutioner
LAB_branche_77_93991,Politiske partier
LAB_branche_77_93992,Politiske og ideologiske organisationer
LAB_branche_77_93993,Faglige og oplysende foreninger
LAB_branche_77_93994,Oplysende og kulturelle foreninger og institu
LAB_branche_77_93995,Friluftsorganisationer
LAB_branche_77_93996,Selskabelige foreninger og loger
LAB_branche_77_93997,Elevråd
LAB_branche_77_93998,Personaleforeninger
LAB_branche_77_93999,Organisationer og institutioner i øvrigt
LAB_branche_77_94110,Filmproduktion
LAB_branche_77_94121,Filmudlejning
LAB_branche_77_94122,Biografer
LAB_branche_77_94129,Virksomheder i relation til film i øvrigt
LAB_branche_77_94130,Radio og tv
LAB_branche_77_94141,Teatre
LAB_branche_77_94142,Orkestre
LAB_branche_77_94143,Grammofonpladeindspilning
LAB_branche_77_94149,Teatervirksomheder o.l.
LAB_branche_77_94150,Selvstændigt udøvende kunstnere
LAB_branche_77_94200,"Biblioteker, museer, botan. og zoolog. haver"
LAB_branche_77_94901,Forlystelsesparker og cirkus m.v.
LAB_branche_77_94902,Idrætsklubber og -sammenslutninger
LAB_branche_77_94903,Idrætsanlæg
LAB_branche_77_94909,"Forlystelser, rekreation,heru. ride- og danse"
LAB_branche_77_95001,Reparation og anden servicevirksomhed
LAB_branche_77_95110,Reparation af skotøj og andre lædervarer
LAB_branche_77_95121,Radio- og tv-reparations-værksteder
LAB_branche_77_95122,Reparation af elektriske husholdningsmask. o.
LAB_branche_77_95131,Autoreparationsværksteder
LAB_branche_77_95132,"Karosseriværksteder, undervognsbehandling"
LAB_branche_77_95133,Autolakerier
LAB_branche_77_95134,Autoelektrikere
LAB_branche_77_95139,Autoservice i øvrigt
LAB_branche_77_95140,Reparation af ure
LAB_branche_77_95150,Cykelreparationsværksted.
LAB_branche_77_95190,"Reparationsvirksomheder, herunder låsesmede"
LAB_branche_77_95201,Vaskerier
LAB_branche_77_95202,Selvbetjeningsvaskerier
LAB_branche_77_95203,Rulleforretninger
LAB_branche_77_95204,Renserier og farverier
LAB_branche_77_95205,Selvbetjeningsrenserier
LAB_branche_77_95206,Indleveringssteder for renserier og vaskerie
LAB_branche_77_95207,"Udlejning af kitler,håndklæder o.l."
LAB_branche_77_95400,Private husholdninger medans. medhjælp (barne
LAB_branche_77_95911,"Damefrisører, skønheds- saloner og solarier"
LAB_branche_77_95912,Herrefrisører
LAB_branche_77_95913,Herre- og damefrisører
LAB_branche_77_95920,Fotografiske virksomheder
LAB_branche_77_95991,Udlejning af service o.l.
LAB_branche_77_95992,Udlejningsvirksomhed i øvrigt
LAB_branche_77_95993,Bedemænd og begravelsesvæsen
LAB_branche_77_95999,Personlige tjenesteydelser i øvrigt
LAB_branche_77_96001,Internationale organer
LAB_branche_77_96002,Fremmede staters repræsentationer
LAB_branche_77_99999,Uoplyst
