code,description
HEA_atc_C03EA02,trichlormethiazide and potassium-sparing agents
HEA_atc_C03EA03,epitizide and potassium-sparing agents
HEA_atc_C03EA04,altizide and potassium-sparing agents
HEA_atc_C03EA05,mebutizide and potassium-sparing agents
HEA_atc_C03EA06,chlortalidone and potassium-sparing agents
HEA_atc_C03EA07,cyclopenthiazide and potassium-sparing agents
HEA_atc_C03EA12,metolazone and potassium-sparing agents
HEA_atc_C03EA13,bendroflumethiazide and potassium-sparing agents
HEA_atc_C03EA14,butizide and potassium-sparing agents
HEA_atc_C03EB,High-ceiling diuretics and potassium-sparing agents
HEA_atc_C03EB01,furosemide and potassium-sparing agents
HEA_atc_C03EB02,bumetanide and potassium-sparing agents
HEA_atc_C03X,OTHER DIURETICS
HEA_atc_C03XA,Vasopressin antagonists
HEA_atc_C03XA01,tolvaptan
HEA_atc_C03XA02,conivaptan
HEA_atc_C04,PERIPHERAL VASODILATORS
HEA_atc_C04A,PERIPHERAL VASODILATORS
HEA_atc_C04AA,2-amino-1-phenylethanol derivatives
HEA_atc_C04AA01,isoxsuprine
HEA_atc_C04AA02,buphenine
HEA_atc_C04AA31,bamethan
HEA_atc_C04AB,Imidazoline derivatives
HEA_atc_C04AB01,phentolamine
HEA_atc_C04AB02,tolazoline
HEA_atc_C04AC,Nicotinic acid and derivatives
HEA_atc_C04AC01,nicotinic acid
HEA_atc_C04AC02,nicotinyl alcohol (pyridylcarbinol)
HEA_atc_C04AC03,inositol nicotinate
HEA_atc_C04AC07,ciclonicate
HEA_atc_C04AD,Purine derivatives
HEA_atc_C04AD01,pentifylline
HEA_atc_C04AD02,xantinol nicotinate
HEA_atc_C04AD03,pentoxifylline
HEA_atc_C04AD04,etofylline nicotinate
HEA_atc_C04AE,Ergot alkaloids
HEA_atc_C04AE01,ergoloid mesylates
HEA_atc_C04AE02,nicergoline
HEA_atc_C04AE04,dihydroergocristine
HEA_atc_C04AE51,"ergoloid mesylates, combinations"
HEA_atc_C04AE54,"dihydroergocristine, combinations"
HEA_atc_C04AF,Enzymes
HEA_atc_C04AF01,kallidinogenase
HEA_atc_C04AX,Other peripheral vasodilators
HEA_atc_C04AX01,cyclandelate
HEA_atc_C04AX02,phenoxybenzamine
HEA_atc_C04AX07,vincamine
HEA_atc_C04AX10,moxisylyte
HEA_atc_C04AX11,bencyclane
HEA_atc_C04AX17,vinburnine
HEA_atc_C04AX19,suloctidil
HEA_atc_C04AX20,buflomedil
HEA_atc_C04AX21,naftidrofuryl
HEA_atc_C04AX23,butalamine
HEA_atc_C04AX24,visnadine
HEA_atc_C04AX26,cetiedil
HEA_atc_C04AX27,cinepazide
HEA_atc_C04AX28,ifenprodil
HEA_atc_C04AX30,azapetine
HEA_atc_C04AX32,fasudil
HEA_atc_C05,VASOPROTECTIVES
HEA_atc_C05A,AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE
HEA_atc_C05AA,Corticosteroids
HEA_atc_C05AA01,hydrocortisone
HEA_atc_C05AA04,prednisolone
HEA_atc_C05AA05,betamethasone
HEA_atc_C05AA06,fluorometholone
HEA_atc_C05AA08,fluocortolone
HEA_atc_C05AA09,dexamethasone
HEA_atc_C05AA10,fluocinolone acetonide
HEA_atc_C05AA11,fluocinonide
HEA_atc_C05AA12,triamcinolone
HEA_atc_C05AB,Antibiotics
HEA_atc_C05AD,Local anesthetics
HEA_atc_C05AD01,lidocaine
HEA_atc_C05AD02,tetracaine
HEA_atc_C05AD03,benzocaine
HEA_atc_C05AD04,cinchocaine
HEA_atc_C05AD05,procaine
HEA_atc_C05AD06,oxetacaine
HEA_atc_C05AD07,pramocaine
HEA_atc_C05AE,Muscle relaxants
HEA_atc_C05AE01,glyceryl trinitrate
HEA_atc_C05AE02,isosorbide dinitrate
HEA_atc_C05AE03,diltiazem
HEA_atc_C05AX,Other agents for treatment of hemorrhoids and anal fissures for topical use
HEA_atc_C05AX01,aluminium preparations
HEA_atc_C05AX02,"bismuth preparations, combinations"
HEA_atc_C05AX03,"other preparations, combinations"
HEA_atc_C05AX04,zinc preparations
HEA_atc_C05AX05,tribenoside
HEA_atc_C05B,ANTIVARICOSE THERAPY
HEA_atc_C05BA,Heparins or heparinoids for topical use
HEA_atc_C05BA01,organo-heparinoid
HEA_atc_C05BA02,sodium apolate
HEA_atc_C05BA03,heparin
HEA_atc_C05BA04,pentosan polysulfate sodium
HEA_atc_C05BA51,"heparinoid, combinations"
HEA_atc_C05BA53,"heparin, combinations"
HEA_atc_C05BB,Sclerosing agents for local injection
HEA_atc_C05BB01,monoethanolamine oleate
HEA_atc_C05BB02,polidocanol
HEA_atc_C05BB03,invert sugar
HEA_atc_C05BB04,sodium tetradecyl sulfate
HEA_atc_C05BB05,phenol
HEA_atc_C05BB56,"glucose, combinations"
HEA_atc_C05BX,Other sclerosing agents
HEA_atc_C05BX01,calcium dobesilate
HEA_atc_C05BX51,"calcium dobesilate, combinations"
HEA_atc_C05C,CAPILLARY STABILIZING AGENTS
HEA_atc_C05CA,Bioflavonoids
HEA_atc_C05CA01,rutoside
HEA_atc_C05CA02,monoxerutin
HEA_atc_C05CA03,diosmin
HEA_atc_C05CA04,troxerutin
HEA_atc_C05CA05,hidrosmin
HEA_atc_C05CA51,"rutoside, combinations"
HEA_atc_C05CA53,"diosmin, combinations"
HEA_atc_C05CA54,"troxerutin, combinations"
HEA_atc_C05CX,Other capillary stabilizing agents
HEA_atc_C05CX01,tribenoside
HEA_atc_C05CX02,naftazone
HEA_atc_C05CX03,Hippocastani semen
HEA_atc_C07,BETA BLOCKING AGENTS
HEA_atc_C07A,BETA BLOCKING AGENTS
HEA_atc_C07AA,"Beta blocking agents, non-selective"
HEA_atc_C07AA01,alprenolol
HEA_atc_C07AA02,oxprenolol
HEA_atc_C07AA03,pindolol
HEA_atc_C07AA05,propranolol
HEA_atc_C07AA06,timolol
HEA_atc_C07AA07,sotalol
HEA_atc_C07AA12,nadolol
HEA_atc_C07AA14,mepindolol
HEA_atc_C07AA15,carteolol
HEA_atc_C07AA16,tertatolol
HEA_atc_C07AA17,bopindolol
HEA_atc_C07AA19,bupranolol
HEA_atc_C07AA23,penbutolol
HEA_atc_C07AA27,cloranolol
HEA_atc_C07AB,"Beta blocking agents, selective"
HEA_atc_C07AB01,practolol
HEA_atc_C07AB02,metoprolol
HEA_atc_C07AB03,atenolol
HEA_atc_C07AB04,acebutolol
HEA_atc_C07AB05,betaxolol
HEA_atc_C07AB06,bevantolol
HEA_atc_C07AB07,bisoprolol
HEA_atc_C07AB08,celiprolol
HEA_atc_C07AB09,esmolol
HEA_atc_C07AB10,epanolol
HEA_atc_C07AB11,s-atenolol
HEA_atc_C07AB12,nebivolol
HEA_atc_C07AB13,talinolol
HEA_atc_C07AB14,landiolol
HEA_atc_C07AG,Alpha and beta blocking agents
HEA_atc_C07AG01,labetalol
HEA_atc_C07AG02,carvedilol
HEA_atc_C07B,BETA BLOCKING AGENTS AND THIAZIDES
HEA_atc_C07BA,"Beta blocking agents, non-selective, and thiazides"
HEA_atc_C07BA02,oxprenolol and thiazides
HEA_atc_C07BA05,propranolol and thiazides
HEA_atc_C07BA06,timolol and thiazides
HEA_atc_C07BA07,sotalol and thiazides
HEA_atc_C07BA12,nadolol and thiazides
HEA_atc_C07BA68,"metipranolol and thiazides, combinations"
HEA_atc_C07BB,"Beta blocking agents, selective, and thiazides"
HEA_atc_C07BB02,metoprolol and thiazides
HEA_atc_C07BB03,atenolol and thiazides
HEA_atc_C07BB04,acebutolol and thiazides
HEA_atc_C07BB06,bevantolol and thiazides
HEA_atc_C07BB07,bisoprolol and thiazides
HEA_atc_C07BB12,nebivolol and thiazides
HEA_atc_C07BB52,"metoprolol and thiazides, combinations"
HEA_atc_C07BG,Alpha and beta blocking agents and thiazides
HEA_atc_C07BG01,labetalol and thiazides
HEA_atc_C07C,BETA BLOCKING AGENTS AND OTHER DIURETICS
HEA_atc_C07CA,"Beta blocking agents, non-selective, and other diuretics"
HEA_atc_C07CA02,oxprenolol and other diuretics
HEA_atc_C07CA03,pindolol and other diuretics
HEA_atc_C07CA17,bopindolol and other diuretics
HEA_atc_C07CA23,penbutolol and other diuretics
HEA_atc_C07CB,"Beta blocking agents, selective, and other diuretics"
HEA_atc_C07CB02,metoprolol and other diuretics
HEA_atc_C07CB03,atenolol and other diuretics
HEA_atc_C07CB53,"atenolol and other diuretics, combinations"
HEA_atc_C07CG,Alpha and beta blocking agents and other diuretics
HEA_atc_C07CG01,labetalol and other diuretics
HEA_atc_C07D,"BETA BLOCKING AGENTS, THIAZIDES AND OTHER DIURETICS"
HEA_atc_C07DA,"Beta blocking agents, non-selective, thiazides and other diuretics"
HEA_atc_C07DA06,"timolol, thiazides and other diuretics"
HEA_atc_C07DB,"Beta blocking agents, selective, thiazides and other diuretics"
HEA_atc_C07DB01,"atenolol, thiazides and other diuretics"
HEA_atc_C07E,BETA BLOCKING AGENTS AND VASODILATORS
HEA_atc_C07EA,"Beta blocking agents, non-selective, and vasodilators"
HEA_atc_C07EB,"Beta blocking agents, selective, and vasodilators"
HEA_atc_C07F,"BETA BLOCKING AGENTS, OTHER COMBINATIONS"
HEA_atc_C07FB,Beta blocking agents and calcium channel blockers
HEA_atc_C07FB02,metoprolol and felodipine
HEA_atc_C07FB03,atenolol and nifedipine
HEA_atc_C07FB07,bisoprolol and amlodipine
HEA_atc_C07FB12,nebivolol and amlodipine
HEA_atc_C07FB13,metoprolol and amlodipine
HEA_atc_C07FX,"Beta blocking agents, other combinations"
HEA_atc_C07FX01,propranolol and other combinations
HEA_atc_C07FX02,sotalol and acetylsalicylic acid
HEA_atc_C07FX03,metoprolol and acetylsalicylic acid
HEA_atc_C07FX04,bisoprolol and acetylsalicylic acid
HEA_atc_C07FX05,metoprolol and ivabradine
HEA_atc_C07FX06,carvedilol and ivabradine
HEA_atc_C08,CALCIUM CHANNEL BLOCKERS
HEA_atc_C08C,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS
HEA_atc_C08CA,Dihydropyridine derivatives
HEA_atc_C08CA01,amlodipine
HEA_atc_C08CA02,felodipine
HEA_atc_C08CA03,isradipine
HEA_atc_C08CA04,nicardipine
HEA_atc_C08CA05,nifedipine
HEA_atc_C08CA06,nimodipine
HEA_atc_C08CA07,nisoldipine
HEA_atc_C08CA08,nitrendipine
HEA_atc_C08CA09,lacidipine
HEA_atc_C08CA10,nilvadipine
HEA_atc_C08CA11,manidipine
HEA_atc_C08CA12,barnidipine
HEA_atc_C08CA13,lercanidipine
HEA_atc_C08CA14,cilnidipine
HEA_atc_C08CA15,benidipine
HEA_atc_C08CA16,clevidipine
HEA_atc_C08CA51,amlodipine and celecoxib
HEA_atc_C08CA55,"nifedipine, combinations"
HEA_atc_C08CX,Other selective calcium channel blockers with mainly vascular effects
HEA_atc_C08CX01,mibefradil
HEA_atc_C08D,SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS
HEA_atc_C08DA,Phenylalkylamine derivatives
HEA_atc_C08DA01,verapamil
HEA_atc_C08DA02,gallopamil
HEA_atc_C08DA51,"verapamil, combinations"
HEA_atc_C08DB,Benzothiazepine derivatives
HEA_atc_C08DB01,diltiazem
HEA_atc_C08E,NON-SELECTIVE CALCIUM CHANNEL BLOCKERS
HEA_atc_C08EA,Phenylalkylamine derivatives
HEA_atc_C08EA01,fendiline
HEA_atc_C08EA02,bepridil
HEA_atc_C08EX,Other non-selective calcium channel blockers
HEA_atc_C08EX01,lidoflazine
HEA_atc_C08EX02,perhexiline
HEA_atc_C08G,CALCIUM CHANNEL BLOCKERS AND DIURETICS
HEA_atc_C08GA,Calcium channel blockers and diuretics
HEA_atc_C08GA01,nifedipine and diuretics
HEA_atc_C08GA02,amlodipine and diuretics
HEA_atc_C09,AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
HEA_atc_C09A,"ACE INHIBITORS, PLAIN"
HEA_atc_C09AA,"ACE inhibitors, plain"
HEA_atc_C09AA01,captopril
HEA_atc_C09AA02,enalapril
HEA_atc_C09AA03,lisinopril
HEA_atc_C09AA04,perindopril
HEA_atc_C09AA05,ramipril
HEA_atc_C09AA06,quinapril
HEA_atc_C09AA07,benazepril
HEA_atc_C09AA08,cilazapril
HEA_atc_C09AA09,fosinopril
HEA_atc_C09AA10,trandolapril
HEA_atc_C09AA11,spirapril
HEA_atc_C09AA12,delapril
HEA_atc_C09AA13,moexipril
HEA_atc_C09AA14,temocapril
HEA_atc_C09AA15,zofenopril
HEA_atc_C09AA16,imidapril
HEA_atc_C09B,"ACE INHIBITORS, COMBINATIONS"
HEA_atc_C09BA,ACE inhibitors and diuretics
HEA_atc_C09BA01,captopril and diuretics
HEA_atc_C09BA02,enalapril and diuretics
HEA_atc_C09BA03,lisinopril and diuretics
HEA_atc_C09BA04,perindopril and diuretics
HEA_atc_C09BA05,ramipril and diuretics
HEA_atc_C09BA06,quinapril and diuretics
HEA_atc_C09BA07,benazepril and diuretics
HEA_atc_C09BA08,cilazapril and diuretics
HEA_atc_C09BA09,fosinopril and diuretics
HEA_atc_C09BA12,delapril and diuretics
HEA_atc_C09BA13,moexipril and diuretics
HEA_atc_C09BA15,zofenopril and diuretics
HEA_atc_C09BB,ACE inhibitors and calcium channel blockers
HEA_atc_C09BB02,enalapril and lercanidipine
HEA_atc_C09BB03,lisinopril and amlodipine
HEA_atc_C09BB04,perindopril and amlodipine
HEA_atc_C09BB05,ramipril and felodipine
HEA_atc_C09BB06,enalapril and nitrendipine
HEA_atc_C09BB07,ramipril and amlodipine
HEA_atc_C09BB10,trandolapril and verapamil
HEA_atc_C09BB12,delapril and manidipine
HEA_atc_C09BX,"ACE inhibitors, other combinations"
HEA_atc_C09BX01,"perindopril, amlodipine and indapamide"
HEA_atc_C09BX02,perindopril and bisoprolol
HEA_atc_C09BX03,"ramipril, amlodipine and hydrochlorothiazide"
HEA_atc_C09BX04,"perindopril, bisoprolol and amlodipine"
HEA_atc_C09BX05,ramipril and bisoprolol
HEA_atc_C09C,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), PLAIN"
HEA_atc_C09CA,"Angiotensin II receptor blockers (ARBs), plain"
HEA_atc_C09CA01,losartan
HEA_atc_C09CA02,eprosartan
HEA_atc_C09CA03,valsartan
HEA_atc_C09CA04,irbesartan
HEA_atc_C09CA05,tasosartan
HEA_atc_C09CA06,candesartan
HEA_atc_C09CA07,telmisartan
HEA_atc_C09CA08,olmesartan medoxomil
HEA_atc_C09CA09,azilsartan medoxomil
HEA_atc_C09CA10,fimasartan
HEA_atc_C09D,"ANGIOTENSIN II RECEPTOR BLOCKERS (ARBs), COMBINATIONS"
HEA_atc_C09DA,Angiotensin II receptor blockers (ARBs) and diuretics
HEA_atc_C09DA01,losartan and diuretics
HEA_atc_C09DA02,eprosartan and diuretics
HEA_atc_C09DA03,valsartan and diuretics
HEA_atc_C09DA04,irbesartan and diuretics
HEA_atc_C09DA06,candesartan and diuretics
HEA_atc_C09DA07,telmisartan and diuretics
HEA_atc_C09DA08,olmesartan medoxomil and diuretics
HEA_atc_C09DA09,azilsartan medoxomil and diuretics
HEA_atc_C09DA10,fimasartan and diuretics
HEA_atc_C09DB,Angiotensin II receptor blockers (ARBs) and calcium channel blockers
HEA_atc_C09DB01,valsartan and amlodipine
HEA_atc_C09DB02,olmesartan medoxomil and amlodipine
HEA_atc_C09DB04,telmisartan and amlodipine
HEA_atc_C09DB05,irbesartan and amlodipine
HEA_atc_C09DB06,losartan and amlodipine
HEA_atc_C09DB07,candesartan and amlodipine
HEA_atc_C09DB08,valsartan and lercanidipine
HEA_atc_C09DB09,fimasartan and amlodipine
HEA_atc_C09DX,"Angiotensin II receptor blockers (ARBs), other combinations"
HEA_atc_C09DX01,"valsartan, amlodipine and hydrochlorothiazide"
HEA_atc_C09DX02,valsartan and aliskiren
HEA_atc_C09DX03,"olmesartan medoxomil, amlodipine and hydrochlorothiazide"
HEA_atc_C09DX04,valsartan and sacubitril
HEA_atc_C09DX05,valsartan and nebivolol
HEA_atc_C09DX06,"candesartan, amlodipine and hydrochlorothiazide"
HEA_atc_C09DX07,"irbesartan, amlodipine and hydrochlorothiazide"
HEA_atc_C09X,OTHER AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM
HEA_atc_C09XA,Renin-inhibitors
HEA_atc_C09XA01,remikiren
HEA_atc_C09XA02,aliskiren
HEA_atc_C09XA52,aliskiren and hydrochlorothiazide
HEA_atc_C09XA53,aliskiren and amlodipine
HEA_atc_C09XA54,"aliskiren, amlodipine and hydrochlorothiazide"
HEA_atc_C10,LIPID MODIFYING AGENTS
HEA_atc_C10A,"LIPID MODIFYING AGENTS, PLAIN"
HEA_atc_C10AA,HMG CoA reductase inhibitors
HEA_atc_C10AA01,simvastatin
HEA_atc_C10AA02,lovastatin
HEA_atc_C10AA03,pravastatin
HEA_atc_C10AA04,fluvastatin
HEA_atc_C10AA05,atorvastatin
HEA_atc_C10AA06,cerivastatin
HEA_atc_C10AA07,rosuvastatin
HEA_atc_C10AA08,pitavastatin
HEA_atc_C10AB,Fibrates
HEA_atc_C10AB01,clofibrate
HEA_atc_C10AB02,bezafibrate
HEA_atc_C10AB03,aluminium clofibrate
HEA_atc_C10AB04,gemfibrozil
HEA_atc_C10AB05,fenofibrate
HEA_atc_C10AB06,simfibrate
HEA_atc_C10AB07,ronifibrate
HEA_atc_C10AB08,ciprofibrate
HEA_atc_C10AB09,etofibrate
HEA_atc_C10AB10,clofibride
HEA_atc_C10AB11,choline fenofibrate
HEA_atc_C10AC,Bile acid sequestrants
HEA_atc_C10AC01,colestyramine
HEA_atc_C10AC02,colestipol
HEA_atc_C10AC03,colextran
HEA_atc_C10AC04,colesevelam
HEA_atc_C10AD,Nicotinic acid and derivatives
HEA_atc_C10AD01,niceritrol
HEA_atc_C10AD02,nicotinic acid
HEA_atc_C10AD03,nicofuranose
HEA_atc_C10AD04,aluminium nicotinate
HEA_atc_C10AD05,nicotinyl alcohol (pyridylcarbinol)
HEA_atc_C10AD06,acipimox
HEA_atc_C10AD52,"nicotinic acid, combinations"
HEA_atc_C10AX,Other lipid modifying agents
HEA_atc_C10AX01,dextrothyroxine
HEA_atc_C10AX02,probucol
HEA_atc_C10AX03,tiadenol
HEA_atc_C10AX05,meglutol
HEA_atc_C10AX06,omega-3-triglycerides incl. other esters and acids
HEA_atc_C10AX07,magnesium pyridoxal 5-phosphate glutamate
HEA_atc_C10AX08,policosanol
HEA_atc_C10AX09,ezetimibe
HEA_atc_C10AX10,alipogene tiparvovec
HEA_atc_C10AX11,mipomersen
HEA_atc_C10AX12,lomitapide
HEA_atc_C10AX13,evolocumab
HEA_atc_C10AX14,alirocumab
HEA_atc_C10AX15,bempedoic acid
HEA_atc_C10AX16,inclisiran
HEA_atc_C10B,"LIPID MODIFYING AGENTS, COMBINATIONS"
HEA_atc_C10BA,Combinations of various lipid modifying agents
HEA_atc_C10BA01,lovastatin and nicotinic acid
HEA_atc_C10BA02,simvastatin and ezetimibe
HEA_atc_C10BA03,pravastatin and fenofibrate
HEA_atc_C10BA04,simvastatin and fenofibrate
HEA_atc_C10BA05,atorvastatin and ezetimibe
HEA_atc_C10BA06,rosuvastatin and ezetimibe
HEA_atc_C10BA07,rosuvastatin and omega-3 fatty acids
HEA_atc_C10BA08,atorvastatin and omega-3 fatty acids
HEA_atc_C10BA09,rosuvastatin and fenofibrate
HEA_atc_C10BA10,bempedoic acid and ezetimibe
HEA_atc_C10BX,Lipid modifying agents in combination with other drugs
HEA_atc_C10BX01,simvastatin and acetylsalicylic acid
HEA_atc_C10BX02,pravastatin and acetylsalicylic acid
HEA_atc_C10BX03,atorvastatin and amlodipine
HEA_atc_C10BX04,"simvastatin, acetylsalicylic acid and ramipril"
HEA_atc_C10BX05,rosuvastatin and acetylsalicylic acid
HEA_atc_C10BX06,"atorvastatin, acetylsalicylic acid and ramipril"
HEA_atc_C10BX07,"rosuvastatin, amlodipine and lisinopril"
HEA_atc_C10BX08,atorvastatin and acetylsalicylic acid
HEA_atc_C10BX09,rosuvastatin and amlodipine
HEA_atc_C10BX10,rosuvastatin and valsartan
HEA_atc_C10BX11,"atorvastatin, amlodipine and perindopril"
HEA_atc_C10BX12,"atorvastatin, acetylsalicylic acid and perindopril"
HEA_atc_C10BX13,"rosuvastatin, perindopril and indapamide"
HEA_atc_C10BX14,"rosuvastatin, amlodipine and perindopril"
HEA_atc_C10BX15,atorvastatin and perindopril
HEA_atc_C10BX16,rosuvastatin and fimasartan
HEA_atc_C10BX17,rosuvastatin and ramipril
HEA_atc_C10BX18,"atorvastatin, amlodipine and ramipril"
HEA_atc_D,DERMATOLOGICALS
HEA_atc_D01,ANTIFUNGALS FOR DERMATOLOGICAL USE
HEA_atc_D01A,ANTIFUNGALS FOR TOPICAL USE
HEA_atc_D01AA,Antibiotics
HEA_atc_D01AA01,nystatin
HEA_atc_D01AA02,natamycin
HEA_atc_D01AA03,hachimycin
HEA_atc_D01AA04,pecilocin
HEA_atc_D01AA06,mepartricin
HEA_atc_D01AA07,pyrrolnitrin
HEA_atc_D01AA08,griseofulvin
HEA_atc_D01AA20,combinations
HEA_atc_D01AC,Imidazole and triazole derivatives
HEA_atc_D01AC01,clotrimazole
HEA_atc_D01AC02,miconazole
HEA_atc_D01AC03,econazole
HEA_atc_D01AC04,chlormidazole
HEA_atc_D01AC05,isoconazole
HEA_atc_D01AC06,tiabendazole
HEA_atc_D01AC07,tioconazole
HEA_atc_D01AC08,ketoconazole
HEA_atc_D01AC09,sulconazole
HEA_atc_D01AC10,bifonazole
HEA_atc_D01AC11,oxiconazole
HEA_atc_D01AC12,fenticonazole
HEA_atc_D01AC13,omoconazole
HEA_atc_D01AC14,sertaconazole
HEA_atc_D01AC15,fluconazole
HEA_atc_D01AC16,flutrimazole
HEA_atc_D01AC17,eberconazole
HEA_atc_D01AC18,luliconazole
HEA_atc_D01AC19,efinaconazole
HEA_atc_D01AC20,imidazoles/triazoles in combination with corticosteroids
HEA_atc_D01AC52,"miconazole, combinations"
HEA_atc_D01AC60,"bifonazole, combinations"
HEA_atc_D01AE,Other antifungals for topical use
HEA_atc_D01AE01,bromochlorosalicylanilide
HEA_atc_D01AE02,methylrosaniline
HEA_atc_D01AE03,tribromometacresol
HEA_atc_D01AE04,undecylenic acid
HEA_atc_D01AE05,polynoxylin
HEA_atc_D01AE06,2-(4-chlorphenoxy)-ethanol
HEA_atc_D01AE07,chlorphenesin
HEA_atc_D01AE08,ticlatone
HEA_atc_D01AE09,sulbentine
HEA_atc_D01AE10,ethyl hydroxybenzoate
HEA_atc_D01AE11,haloprogin
HEA_atc_D01AE12,salicylic acid
HEA_atc_D01AE13,selenium sulfide
HEA_atc_D01AE14,ciclopirox
HEA_atc_D01AE15,terbinafine
HEA_atc_D01AE16,amorolfine
HEA_atc_D01AE17,dimazole
HEA_atc_D01AE18,tolnaftate
HEA_atc_D01AE19,tolciclate
HEA_atc_D01AE20,combinations
HEA_atc_D01AE21,flucytosine
HEA_atc_D01AE22,naftifine
HEA_atc_D01AE23,butenafine
HEA_atc_D01AE24,tavaborole
HEA_atc_D01AE54,"undecylenic acid, combinations"
HEA_atc_D01B,ANTIFUNGALS FOR SYSTEMIC USE
HEA_atc_D01BA,Antifungals for systemic use
HEA_atc_D01BA01,griseofulvin
HEA_atc_D01BA02,terbinafine
HEA_atc_D01BA03,fosravuconazole
HEA_atc_D02,EMOLLIENTS AND PROTECTIVES
HEA_atc_D02A,EMOLLIENTS AND PROTECTIVES
HEA_atc_D02AA,Silicone products
HEA_atc_D02AB,Zinc products
HEA_atc_D02AC,Soft paraffin and fat products
HEA_atc_D02AD,Liquid plasters
HEA_atc_D02AE,Carbamide products
HEA_atc_D02AE01,carbamide
HEA_atc_D02AE51,"carbamide, combinations"
HEA_atc_D02AF,Salicylic acid preparations
HEA_atc_D02AX,Other emollients and protectives
HEA_atc_D02B,PROTECTIVES AGAINST UV-RADIATION
HEA_atc_D02BA,Protectives against UV-radiation for topical use
HEA_atc_D02BA01,aminobenzoic acid
HEA_atc_D02BA02,octinoxate
HEA_atc_D02BB,Protectives against UV-radiation for systemic use
HEA_atc_D02BB01,betacarotene
HEA_atc_D02BB02,afamelanotide
HEA_atc_D03,PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
HEA_atc_D03A,CICATRIZANTS
HEA_atc_D03AA,Cod-liver oil ointments
HEA_atc_D03AX,Other cicatrizants
HEA_atc_D03AX01,cadexomer iodine
HEA_atc_D03AX02,dextranomer
HEA_atc_D03AX03,dexpanthenol
HEA_atc_D03AX04,calcium pantothenate
HEA_atc_D03AX05,hyaluronic acid
HEA_atc_D03AX06,becaplermin
HEA_atc_D03AX09,crilanomer
HEA_atc_D03AX10,enoxolone
HEA_atc_D03AX11,sodium chlorite
HEA_atc_D03AX12,trolamine
HEA_atc_D03AX13,Betulae cortex
HEA_atc_D03AX14,Centella asiatica herba
HEA_atc_D03B,ENZYMES
HEA_atc_D03BA,Proteolytic enzymes
HEA_atc_D03BA01,trypsin
HEA_atc_D03BA02,collagenase
HEA_atc_D03BA03,bromelains
HEA_atc_D03BA52,"collagenase, combinations"
HEA_atc_D04,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
HEA_atc_D04A,"ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC."
HEA_atc_D04AA,Antihistamines for topical use
HEA_atc_D04AA01,thonzylamine
HEA_atc_D04AA02,mepyramine
HEA_atc_D04AA03,thenalidine
HEA_atc_D04AA04,tripelennamine
HEA_atc_D04AA09,chloropyramine
HEA_atc_D04AA10,promethazine
HEA_atc_D04AA12,tolpropamine
HEA_atc_D04AA13,dimetindene
HEA_atc_D04AA14,clemastine
HEA_atc_D04AA15,bamipine
HEA_atc_D04AA16,pheniramine
HEA_atc_D04AA22,isothipendyl
HEA_atc_D04AA32,diphenhydramine
HEA_atc_D04AA33,diphenhydramine methylbromide
HEA_atc_D04AA34,chlorphenoxamine
HEA_atc_D04AB,Anesthetics for topical use
HEA_atc_D04AB01,lidocaine
HEA_atc_D04AB02,cinchocaine
HEA_atc_D04AB03,oxybuprocaine
HEA_atc_D04AB04,benzocaine
HEA_atc_D04AB05,quinisocaine
HEA_atc_D04AB06,tetracaine
HEA_atc_D04AB07,pramocaine
HEA_atc_D04AX,Other antipruritics
HEA_atc_D04AX01,doxepin
HEA_atc_D05,ANTIPSORIATICS
HEA_atc_D05A,ANTIPSORIATICS FOR TOPICAL USE
HEA_atc_D05AA,Tars
HEA_atc_D05AC,Antracen derivatives
HEA_atc_D05AC01,dithranol
HEA_atc_D05AC51,"dithranol, combinations"
HEA_atc_D05AD,Psoralens for topical use
HEA_atc_D05AD01,trioxysalen
HEA_atc_D05AD02,methoxsalen
HEA_atc_D05AX,Other antipsoriatics for topical use
HEA_atc_D05AX01,fumaric acid
HEA_atc_D05AX02,calcipotriol
HEA_atc_D05AX03,calcitriol
HEA_atc_D05AX04,tacalcitol
HEA_atc_D05AX05,tazarotene
HEA_atc_D05AX52,"calcipotriol, combinations"
HEA_atc_D05AX55,tazarotene and ulobetasol
HEA_atc_D05B,ANTIPSORIATICS FOR SYSTEMIC USE
HEA_atc_D05BA,Psoralens for systemic use
HEA_atc_D05BA01,trioxysalen
HEA_atc_D05BA02,methoxsalen
HEA_atc_D05BA03,bergapten
HEA_atc_D05BB,Retinoids for treatment of psoriasis
HEA_atc_D05BB01,etretinate
HEA_atc_D05BB02,acitretin
HEA_atc_D05BX,Other antipsoriatics for systemic use
HEA_atc_D05BX51,"fumaric acid derivatives, combinations"
