code,description
EDU_udd_3703,"Amu.træ, vinduer, døre og bygningskomponenter"
EDU_udd_3704,"Amu.træ, plademøbel"
EDU_udd_3705,"Amu.met, cykelmekanisk område"
EDU_udd_3706,"Amu.met, entreprenør- og landbrugstekniske område"
EDU_udd_3707,"Amu.met, køleteknisk område"
EDU_udd_3708,"Amu.met, klimateknisk område"
EDU_udd_3709,"Amu.met, varmeteknisk område (fyrede anlæg)"
EDU_udd_3710,"Amu.ind, betjening og programmering industrirobotter"
EDU_udd_3711,"Amu.ind, produktion i fiske- og fjerkræindustrien"
EDU_udd_3712,"Amu.ind, pladebearbejdende metalindustri"
EDU_udd_3713,"Amu.ind, industriel overfladebehandling"
EDU_udd_3714,"Amu.trp, grundkompetence chauffør - bus"
EDU_udd_3715,"Amu.trp, grundkompetence lager og terminal"
EDU_udd_3716,"Amu.trp, lager og logistik"
EDU_udd_3717,"Amu.trp, klargøring af togmateriel"
EDU_udd_3718,"Amu.trp, renovation"
EDU_udd_3719,"Amu.trp, flytning og møbeltransport"
EDU_udd_3720,"Amu.trp, redning"
EDU_udd_3721,"Amu.trp, post"
EDU_udd_3722,"Amu.trp, specialbefordring af personer"
EDU_udd_3723,"Amu.trp, transportarbejde i lufthavne"
EDU_udd_3724,"Amu.trp, havn og terminal"
EDU_udd_3725,"Amu.ind, medicinfremstilling"
EDU_udd_3726,"Amu.soc, arbejde på klubområdet og i kulturhuse"
EDU_udd_3727,"Amu ind, fremstilling af hybride print"
EDU_udd_3728,"Amu.trp, grundkompetence chauffør - gods"
EDU_udd_3729,"Amu.trp, grundkompetence chauffør - taxi"
EDU_udd_3730,"Amu.trp, godstransport ad landevej"
EDU_udd_3731,"Amu.trp, personbefordring med bybus, rutebil og taxi"
EDU_udd_3732,"Amu.trp, lastbilkran"
EDU_udd_3733,"Amu.trp, mobilkran"
EDU_udd_3734,"Amu.trp, vintertjeneste"
EDU_udd_3735,"Amu, fælleskataloget"
EDU_udd_3736,"Amu, overgangsordnings FKB"
EDU_udd_3737,"Amu.trp, erhvervsfiskere"
EDU_udd_3738,"Amu, individuel kompetenceafklaring"
EDU_udd_3739,"Amu.met, de maritime håndværksfag"
EDU_udd_3740,"Amu.met, karrosseritekniske område"
EDU_udd_3741,"Amu.met, køretøjsområdet"
EDU_udd_3742,"Amu.met, låseteknik"
EDU_udd_3743,"Amu.met, vedligehold af produktionsudstyr i metalindustrien"
EDU_udd_3744,"Landskabsarkitektur, kand."
EDU_udd_3745,"Agriculture, kand.2år"
EDU_udd_3746,"It til organisationer, kand.2år"
EDU_udd_3747,"Kulturgeografi, kand.2år"
EDU_udd_3749,"Amu.ind, betjening af travers-portalkran-riggerudstyr"
EDU_udd_3750,Datanom
EDU_udd_3751,"Amu.ind, produktion af køle- og klimaanlæg"
EDU_udd_3752,IT-administrator
EDU_udd_3753,"Amu.bai, anlægsarbejder"
EDU_udd_3754,"Amu ind, montage af lettere industriprodukter"
EDU_udd_3755,Erhvervsdiplom Lederuddannelse
EDU_udd_3756,"Amu.ind, fremstilling af produkter i plast"
EDU_udd_3757,"Amu.ind, plastsvejsning"
EDU_udd_3758,"Amu.ind, procesindustriel produktion"
EDU_udd_3759,"Amu.ind, metalindustriel bearbejdning"
EDU_udd_3760,Ejendomsmægler
EDU_udd_3761,"Amu.met, opbygning og drift af offshore installationer"
EDU_udd_3762,"Amu.bai, beton- og montagebyggeri"
EDU_udd_3763,"Amu.bai, bygge- og anlægsopgaver i lettere/tungere materialer"
EDU_udd_3764,"Amu.bai, gulvlægning og vådrumsopgaver med vådrumssikring"
EDU_udd_3765,Erhvervsdiplom Merkonom
EDU_udd_3766,"Amu.bai, industriel fremstilling af betonvarer/ -elementer"
EDU_udd_3767,"Amu.bai, konstruktion og montage med glas og aluminium"
EDU_udd_3768,"Amu.adm, detailhandel"
EDU_udd_3769,"Amu, individuel kompetence vurdering"
EDU_udd_3770,Erhvervsdiplom Human resource development HRd
EDU_udd_3771,"Amu.mej, drift af gartneri, havecenter og planteskole"
EDU_udd_3772,"Amu.trp, national og international personbefordring med bus"
EDU_udd_3773,"Amu.trp, transport af levende dyr"
EDU_udd_3774,"Amu.soc, socialpsykiatri og fysisk/psykisk handicap"
EDU_udd_3775,Finansiel videreuddannelse
EDU_udd_3776,"Amu ind, metrologi i metalindustrien"
EDU_udd_3777,"Amu.trp, tanktransport"
EDU_udd_3778,"Amu.lev, mad til grupper med varierede behov for ernæring"
EDU_udd_3779,"Amu.met, teknisk dokumentation i industriel produktion"
EDU_udd_3780,Fodplejer opskoling
EDU_udd_3781,"Amu.træ, produktion af møbler, orgler, døre, vinduer mv."
EDU_udd_3782,"Amu.adm, administration og assistance tandklinikken"
EDU_udd_3783,"Amu.ind-met, støberi- og metalskrotningsindustri"
EDU_udd_3784,"Amu.ind, postale produkter og processer"
EDU_udd_3785,Kloakmester
EDU_udd_3786,"Amu.met, cykel-, knallert- og motorcykeltekniske område"
EDU_udd_3787,"Amu.met, udvikling og produktion til digitale medier"
EDU_udd_3788,"Amu.ind, operatøropgaver i el-forsyning"
EDU_udd_3789,"Amu.met, teater-, udstillings- og eventområdet"
EDU_udd_3790,"Landbrug, overbygningsuddannelse"
EDU_udd_3791,"Amu.ind, betjening af industrirobotter for operatører"
EDU_udd_3792,"Amu.ind, arbejdets organisering ved produktion i industrien"
EDU_udd_3793,"Amu.srv, teltmontage"
EDU_udd_3794,"Amu.rustfri, arbejde i den rustfrie stålindustri"
EDU_udd_3795,"Amu.ind, overfladebehandling"
EDU_udd_3796,"Amu ind, produktion af elektronikprodukter"
EDU_udd_3797,"Amu.srv, teltmontage"
EDU_udd_3798,"Amu.adm, instruktion og adm. funktioner i træning og sport"
EDU_udd_3799,"Amu.mej, skov- og naturforvaltning og naturformidling"
EDU_udd_3800,Financial controller
EDU_udd_3801,Akademiuddannelse i skatter og afgifter
EDU_udd_3802,Akademiuddannelse i socialt arbejde
EDU_udd_3803,Akademiuddannelse i beskæftigelse
EDU_udd_3804,Akademiuddannelse i tolkning
EDU_udd_3805,"Amu.soc, audiologiske og neurofysiologiske område"
EDU_udd_3806,Akademiuddannelse i international salg og markedsføring
EDU_udd_3807,Akademiuddannelse i energiteknologi
EDU_udd_3808,Amu.adm. produktion af kommunikations- og medieprodukter
EDU_udd_3810,Merkonom
EDU_udd_3811,"Naturvidenskab una, bach. (RUC)"
EDU_udd_3812,"Natural Sciences, bach. (RUC)"
EDU_udd_3813,"Humanistisk una, bach. (RUC)"
EDU_udd_3814,"Global Humanities, bach. (RUC)"
EDU_udd_3815,"Samfundsvidenskab una, bach. (RUC)"
EDU_udd_3816,"Social Sciences, bach. (RUC)"
EDU_udd_3835,Pc-bruger
EDU_udd_3836,"Uden profil, akademiuddannelse"
EDU_udd_3837,Akademiuddannelse i kommunikation og formidling
EDU_udd_3838,Akademiuddannelse i international salg og markedsføring
EDU_udd_3839,Akademiuddannelse i økonomi- og ressourcestyring
EDU_udd_3840,Akademiuddannelse i ledelse
EDU_udd_3841,"Akademiuddannelse i proces-, laboratorie- og fødevareteknologi"
EDU_udd_3842,"Akademiuddannelse i innovation, produkt og produktion"
EDU_udd_3843,Akademiuddannelse i finansiel rådgivning
EDU_udd_3844,Akademiuddannelse i human ressource
EDU_udd_3845,Revision
EDU_udd_3846,Akademiuddannelse i Informationsteknologi
EDU_udd_3847,Akademiuddannelse i international transport og logistik
EDU_udd_3848,Akademiuddannelse i gastronomi
EDU_udd_3849,Akademiuddannelse i offentlig forvaltning og administration
EDU_udd_3850,Akademiuddannelse i sundhedspraksis
EDU_udd_3851,Akademiuddannelse i ungdomspædagogik
EDU_udd_3852,Akademiuddannelse i retail
EDU_udd_3853,Akademiuddannelse i velfærdsteknologi i praksis
EDU_udd_3855,Teknonom
EDU_udd_3868,"Amu bai, planlægning, styring og samarbejde i bygge & anlæg"
EDU_udd_3869,"Amu.lev, slagtning, forædling og salg af kød og convenience"
EDU_udd_3870,Tilsynstekniker
EDU_udd_3871,"Amu.trp, personbefordring med bybus og rutebil"
EDU_udd_3872,Værkstedsfunktionær
EDU_udd_3873,"Amu.trp, personbefordring med letbane"
EDU_udd_3874,"Amu. trp, personbefordring med metro og letbane"
EDU_udd_3875,Akademiøkonom una
EDU_udd_3876,"Særskilte moduler, akademiuddannelse"
EDU_udd_3877,Akademiuddannelse i naturvejledning
EDU_udd_3878,Akademiuddannelse i bæredygtighed og grøn omstilling
EDU_udd_3880,Arbejdsstudietekniker
EDU_udd_3881,"Amu.mej, landbrugdsproduktionen"
EDU_udd_3882,"Amu.ind-met, svejsning, skæring og maritim produktion i metal"
EDU_udd_3883,"Amu.trp, personbefordring med mindre køretøjer"
EDU_udd_3884,"Amu.eli, vvs-installationer og vedvarende energiløsninger"
EDU_udd_3885,"Landmand, efteruddannelse"
EDU_udd_3886,"Amu.ind, belysningsanlæg"
EDU_udd_3887,"Amu.eli, bygningers el-installationer"
EDU_udd_3888,"Amu.eli, vedvarende energi- og forsyningsanlæg - el"
EDU_udd_3889,"Amu.mej, etablering og pleje af golf- og idrætsbaner (ude)"
EDU_udd_3910,Merkantile grundfag
EDU_udd_3915,Merkantile område- og specialefag
EDU_udd_3920,Tekniske grundfag
EDU_udd_3925,Tekniske område- og specialefag
EDU_udd_3930,Korte kurser ved erhvervsskoler
EDU_udd_3935,"Ledere af håndværksvirksomhed, kursus"
EDU_udd_3939,Iværksætteruddannelse
EDU_udd_3940,Særligt tilrettelagte forløb ved erhvervsskoler
EDU_udd_3941,"Erhvervsuddannelser, fagspecifikke kurser"
EDU_udd_3942,Tx-enkeltfag
EDU_udd_3943,"Mellemlange videregående uddannelser, fagspecifikke kurser"
EDU_udd_3944,"Lange videregående uddannelser, korte kurser"
EDU_udd_3945,"Maler, videreuddannelse"
EDU_udd_3950,Videregående tekniker
EDU_udd_3955,Tf-kursus
EDU_udd_3960,"Sektoroverskridende, åben uddannelse"
EDU_udd_3961,Indledende kurser til VVU
EDU_udd_3965,Blomsterbinder
EDU_udd_3970,"Service og oplevelser, akademiuddannelse"
EDU_udd_3972,Akademiuddannelse i kvalitet og måleteknologi
EDU_udd_4000,Markedsøkonom
EDU_udd_4001,"Handelseksamen, almen linie"
EDU_udd_4002,"Handelseksamen, sproglig linie"
EDU_udd_4003,"Handelseksamen, regnskabslinie"
EDU_udd_4004,"Handelseksamen, butikslinie"
EDU_udd_4005,Akademiøkonom i indkøb og import
EDU_udd_4006,Akademiøkonom i logistik og transport
EDU_udd_4007,"Hhx, 2-årig (gl. ordn.)"
EDU_udd_4008,"Hhx, 1-årig"
EDU_udd_4009,Systemprogrammør
EDU_udd_4010,Edb-assistent
EDU_udd_4011,Akademiøkonom i international handel
EDU_udd_4012,Akademiøkonom i international markedsføring
EDU_udd_4013,Mikroinstruktør
EDU_udd_4014,Datamatiker
EDU_udd_4015,Eksportkonsulent
EDU_udd_4016,Hotel- og rejselivstekniker
EDU_udd_4019,Eksporttekniker
EDU_udd_4020,Akademiøkonom i transport
EDU_udd_4021,Akademiøkonom i afsætning
EDU_udd_4022,Akademiøkonom i eksport
EDU_udd_4023,Akademiøkonom i indenlandsk afsætning
EDU_udd_4024,Akademiøkonom i detailhandel
EDU_udd_4025,Akademiøkonom i udenrigshandel
EDU_udd_4026,Akademiøkonom i markedsføring og service
EDU_udd_4027,Akademiøkonom i økonomi og informatik
EDU_udd_4028,"Akademiøkonon i service, hotel og turisme"
EDU_udd_4030,"Labratorie-, kemo- og miljøtekniker"
EDU_udd_4031,"Htx, 2-årig (gl. ordn.)"
EDU_udd_4036,Laborant
EDU_udd_4037,Produktudvikler
EDU_udd_4038,Trikotageassistent
EDU_udd_4039,Tekstilassistent
EDU_udd_4042,Datamatiker
EDU_udd_4043,Computer Science
EDU_udd_4044,Farveriassistent
EDU_udd_4045,Teknisk tegner
EDU_udd_4046,Laborant
EDU_udd_4047,Chemical and Biotechnical Science
EDU_udd_4048,"Computerteknologi, bach."
EDU_udd_4051,"Amu.met, cykel-, knallert- og motorcykeltekniske område"
EDU_udd_4052,Levnedsmiddeltekniker
EDU_udd_4053,Konfektionsassistent
EDU_udd_4061,Bygningskonstruktør
EDU_udd_4063,Gastekniker
EDU_udd_4064,Elektroniktekniker
EDU_udd_4065,Maskintekniker
EDU_udd_4069,Vvs-tekniker
EDU_udd_4075,"Kunsthåndværk, guld- og sølvformgivning"
EDU_udd_4080,Maskinist
EDU_udd_4082,Maskinmester (gl.ordning)
EDU_udd_4083,"Maskinmester, udvidet"
EDU_udd_4084,Grafonom i teknik og økonomi
EDU_udd_4085,Grafonom i kommunikation
EDU_udd_4088,"Crafts in Glass and Ceramics, prof.bach."
EDU_udd_4089,Byggekoordinator
EDU_udd_4090,Vildtforvalter
EDU_udd_4091,Trætekniker
EDU_udd_4092,Kort- og landmålingstekniker
EDU_udd_4093,"Skov- og landskabsingeniør, prof.bach."
EDU_udd_4094,Herregårdsskytte
EDU_udd_4095,"Konfektionsassistent, tekstil"
EDU_udd_4096,Kvalitets- og måletekniker
EDU_udd_4097,Miljøtekniker
EDU_udd_4098,Levnedsmiddelassistent
EDU_udd_4102,"Skibsteknik og Marin konstruktion, prof.bach"
EDU_udd_4103,Støberitekniker
EDU_udd_4104,Former
EDU_udd_4105,Smed
EDU_udd_4106,Maskinuddannelse
EDU_udd_4107,Værktøjsuddannelsen
EDU_udd_4108,Finmekaniker
EDU_udd_4109,Industriteknikeruddannelsen
EDU_udd_4110,Elektronik- og svagstrømsuddannelsen
EDU_udd_4111,Automatik- og procesuddannelsen
EDU_udd_4112,Elektriker
EDU_udd_4113,Mekaniker
EDU_udd_4114,Entreprenør- og landbrugsmaskinuddannelsen
EDU_udd_4115,Cykel- og motorcykelmekaniker
EDU_udd_4116,Guld- og sølvsmedeuddannelsen
EDU_udd_4117,Metalsmed
EDU_udd_4118,Skibstømrer
EDU_udd_4119,Bogbinder
EDU_udd_4120,"Jern og metal, basisår"
EDU_udd_4121,Industriel reparatør
EDU_udd_4122,Ædelstensfatter
EDU_udd_4123,Ædelmetalstøber
EDU_udd_4124,"Sundhed, omsorg og pædagogik, individuel eud"
EDU_udd_4125,Personvognsmekaniker
EDU_udd_4126,Industrisvejser
EDU_udd_4134,Akademiuddannelse i Ernæring
EDU_udd_4135,Produktør
EDU_udd_4136,Snedkeruddannelsen
EDU_udd_4137,Maskinsnedker
EDU_udd_4138,Plastmager og procesoperatør
EDU_udd_4139,Pottemager
EDU_udd_4140,Porcelænsmaler
EDU_udd_4141,Boligmonteringsuddannelsen
EDU_udd_4142,Skomager
EDU_udd_4143,Beklædningshåndværker
EDU_udd_4144,Industrioperatør
EDU_udd_4145,Tandtekniker
EDU_udd_4146,Hospitalsteknisk assistent
EDU_udd_4147,Film- og tv-produktionsuddannelsen
EDU_udd_4148,Fotograf
EDU_udd_4149,Mediegrafiker
EDU_udd_4150,Grafisk tekniker
EDU_udd_4151,Anlægsgartner
EDU_udd_4152,Produktionsgartner
EDU_udd_4153,Skov- og naturtekniker
EDU_udd_4154,Landbrugsuddannelse (gl.)
EDU_udd_4155,Transportuddannelse
EDU_udd_4156,Vejgodstransportuddannelsen
EDU_udd_4157,"Anlægsstruktør, bygningstruktør og brolægger"
EDU_udd_4158,Træfagenes byggeuddannelse
EDU_udd_4159,VVS-energiuddannelsen
EDU_udd_4160,Landbrugsuddannelsen
EDU_udd_4161,Bager og konditor
EDU_udd_4162,Gourmetslagter
EDU_udd_4163,Slagter
EDU_udd_4164,Gastronom
EDU_udd_4165,Ejendomsservicetekniker
EDU_udd_4166,Ferskvareassistent
EDU_udd_4168,Hotel- og fritidsassistent
EDU_udd_4169,Tekstile erhvervsuddannelse
EDU_udd_4170,"Bygge og anlæg, basisår"
EDU_udd_4171,"Bygnings- og brugerservice, individuel eud"
EDU_udd_4189,Sundhedsservicesekretær
EDU_udd_4190,Kontoruddannelse med specialer
EDU_udd_4191,Handelsuddannelse med specialer
EDU_udd_4192,Detailhandelsuddannelsen med specialer
EDU_udd_4193,Finansuddannelsen
EDU_udd_4194,"Kontoruddannelse, kontorservice"
EDU_udd_4195,Teknik 2. skoleperiode
EDU_udd_4196,"Kontoruddannelse, kundekontaktcenter"
EDU_udd_4197,Eventkoordinator
EDU_udd_4198,Hg
EDU_udd_4199,Ti teknisk introduktionskursus
EDU_udd_4202,Hi handel introduktionskursus
EDU_udd_4207,"Biochemistry, kand.2år"
EDU_udd_4208,"Biokemi, kand."
EDU_udd_4215,Lastvognsmekaniker
EDU_udd_4217,Bådmekaniker
EDU_udd_4230,Skibstekniker
EDU_udd_4244,Lastvognsmekaniker (gl.)
EDU_udd_4247,Flytekniker
EDU_udd_4252,Karrosseriteknikeruddannelsen
EDU_udd_4256,Beslagsmed
EDU_udd_4259,Køletekniker
EDU_udd_4268,Modelsnedker
EDU_udd_4273,Glarmester
EDU_udd_4274,Bygningsmaler
EDU_udd_4275,Skiltetekniker
EDU_udd_4276,Autolakerer
EDU_udd_4278,Murer
EDU_udd_4281,Stenhugger og stentekniker
EDU_udd_4282,Stukkatør
EDU_udd_4289,Skorstensfejer
EDU_udd_4292,Teknisk isolatør
EDU_udd_4302,Bådserviceassistent
EDU_udd_4303,Lager- og terminaluddannelsen
EDU_udd_4304,Skibsmontør
EDU_udd_4305,Teknisk designer
EDU_udd_4306,Havne- og terminaluddannelsen
EDU_udd_4309,Plastmager
EDU_udd_4311,Procesoperatør
EDU_udd_4312,Elektronikoperatør
EDU_udd_4313,Forsyningsoperatør
EDU_udd_4315,"Teater-, event- og av-tekniker"
EDU_udd_4320,"Levnedsmiddelfag, basisår"
EDU_udd_4321,CNC-teknikuddannelsen
EDU_udd_4332,Skibsmekaniker
EDU_udd_4357,Frontline radio-tv-supporter
EDU_udd_4358,Frontline PC-supporter
EDU_udd_4360,"Grafisk, basisår"
EDU_udd_4362,Overfladebehandler
EDU_udd_4369,Byggemontagetekniker
EDU_udd_4370,Serviceassistent
EDU_udd_4380,"Service, basisår"
EDU_udd_4422,Tjener
EDU_udd_4428,Kantinemedhjælper og køkkenassistent
EDU_udd_4431,Ernæringsassistent
EDU_udd_4432,Mejerist
EDU_udd_4437,Tarmrenser
EDU_udd_4442,Receptionist
EDU_udd_4443,Møller
EDU_udd_4445,Cafeteria- og kantineassistent
EDU_udd_4450,"Have- og parkingeniør, prof.bach."
EDU_udd_4456,Webudvikler
EDU_udd_4473,Serigraf
EDU_udd_4483,Urmager
EDU_udd_4488,Frisør
EDU_udd_4498,Optometrist (erhvervsfaglig)
EDU_udd_4502,Glasmager
EDU_udd_4503,Glassliber
EDU_udd_4504,Glasrørsblæser
EDU_udd_4510,Beklædningsoperatør
EDU_udd_4511,Tandklinikassistent
EDU_udd_4520,"Jordbrugsfag, basisår"
EDU_udd_4522,Fitnessuddannelsen
EDU_udd_4524,Kosmetiker
EDU_udd_4525,Ortopædist
EDU_udd_4550,"Landtransport, basisår"
EDU_udd_4562,Videreuddannelse i odontologisk praksis
EDU_udd_4563,Bygningssnedker
EDU_udd_4568,Møbelsnedker og orgelbygger
EDU_udd_4599,"Paramedicin og præhospitalt arbejde, prof.bach."
EDU_udd_4601,Maritime håndværksfag
EDU_udd_4603,Tagdækker
EDU_udd_4604,Data- og kommunikationsuddannelsen
EDU_udd_4605,Digital media uddannelsen
EDU_udd_4615,Greenkeeper
EDU_udd_4626,Væksthusgartner
EDU_udd_4629,Dyrepasser
EDU_udd_4634,Greenkeeperassistent
EDU_udd_4640,Veterinærsygeplejerske
EDU_udd_4663,Ambulancebehandler
EDU_udd_4669,Togklargøringsuddannelsen
EDU_udd_4670,Sikkerhedsvagt
EDU_udd_4673,Personbefordringsuddannelsen
EDU_udd_4680,Postuddannelse
EDU_udd_4685,Lufthavnsuddannelsen
EDU_udd_4710,Det merkantile område
EDU_udd_4712,Teknologi og kommunikation
EDU_udd_4713,Bygge og anlæg
EDU_udd_4714,Håndværk og teknik
EDU_udd_4715,Fra jord til bord
EDU_udd_4716,"Mekanik, transport og logistik"
EDU_udd_4717,Service
EDU_udd_4725,Erhvervsgrunduddannelse EGU
EDU_udd_4730,"Bil, fly og andre transportmidler"
EDU_udd_4731,Bygge og anlæg
EDU_udd_4732,Bygnings- og brugerservice
EDU_udd_4733,"Dyr, planter og natur"
EDU_udd_4734,Krop og stil
EDU_udd_4735,Mad til mennesker
EDU_udd_4736,Medieproduktion
EDU_udd_4737,Produktion og udvikling
EDU_udd_4738,"Strøm, styring og IT"
EDU_udd_4739,"Sundhed, omsorg og pædagogik"
EDU_udd_4740,Transport og logistik
EDU_udd_4741,Autohjælp
EDU_udd_4750,"Teknologi- og kommunikation, individuel eud"
EDU_udd_4754,"Mekanik, transport og logistik, individuel eud"
EDU_udd_4756,"Krop og stil, individuel eud"
EDU_udd_4758,"Merkantile område, individuel eud"
EDU_udd_4760,"Jord til bord, individuel eud"
EDU_udd_4762,"Service, individuel eud"
EDU_udd_4763,Forberedende grunduddannelse (FGU)
EDU_udd_4780,Social- og sundhedshjælper (eud)
EDU_udd_4781,Social- og sundhedsuddannelsen (eud)
EDU_udd_4782,Pædagogisk assistentuddannelse (eud)
EDU_udd_4783,"Bil, fly og andre transportmidler, individuel eud"
EDU_udd_4784,"Dyr, planter og natur, individuel eud"
EDU_udd_4785,"Medieproduktion, individuel eud"
EDU_udd_4786,"Produktion og udvikling, individuel eud"
EDU_udd_4787,"Bygge og anlæg, individuel eud"
EDU_udd_4788,"Mad til mennesker, individuel eud"
EDU_udd_4789,"Strøm, styring og it, individuel eud"
EDU_udd_4790,Social- og sundhedshjælper
EDU_udd_4791,Social- og sundhedsassistent
EDU_udd_4800,"Global Innovation Management, kand.2år"
EDU_udd_4801,"Globale forretningssystemer, ing.bach."
EDU_udd_4802,"HA almen erhvervsøkonomi, bach."
EDU_udd_4803,"HA(jur.) erhvervsøkonomi-jura, bach."
EDU_udd_4808,"Erhvervsøkonomi, kand.2år"
EDU_udd_4809,"Economics and Business Administration, kand.2år"
EDU_udd_4810,"Erhvervsøkonomi og jura, kand.2år"
EDU_udd_4811,"Revision, kand.2år"
EDU_udd_4860,Billedskærer
EDU_udd_4861,Forgylder
EDU_udd_4874,Børstenbinder
EDU_udd_4876,Kurvemager
EDU_udd_4880,Defektrice
EDU_udd_4994,Iværksætter
EDU_udd_4996,Informatikassistent
EDU_udd_4998,"Fængselsbetjent, merituddannelse"
EDU_udd_4999,Transportbetjent
EDU_udd_5000,Akademiuddannelse i projektledelse - medie og kommunikionbranchen
EDU_udd_5001,Akademiuddannelse i kreativitet og design
EDU_udd_5003,Akademiøkonom i kommunikation og reklame
EDU_udd_5004,"Akademiøkonom, salgskonsulent"
EDU_udd_5005,Akademiøkonom i international erhvervsinformation
EDU_udd_5006,Akademiøkonom i internationalt salg
EDU_udd_5007,Akademiøkonom i miljø og økonomi
EDU_udd_5008,Akademiøkonom i sport og fritid
EDU_udd_5009,Akademiøkonom i hotel- og restaurantledelse
EDU_udd_5017,"Gas-, vand- og sanitetsmester"
EDU_udd_5020,Akademiøkonom i bilbranchen
EDU_udd_5021,Politikadet
EDU_udd_5025,Eksamineret eksportør
EDU_udd_5027,Maritim teknolog
EDU_udd_5030,Byggetekniker
EDU_udd_5032,El-installatøruddannelse
EDU_udd_5035,Plasttekniker
EDU_udd_5036,Modeltekniker
EDU_udd_5037,Tekstil- og beklædningstekniker
EDU_udd_5038,Modelkonstruktør
EDU_udd_5045,Værkstedsskoleforløb
EDU_udd_5050,Tf-kursus
EDU_udd_5055,"Designer, bach."
EDU_udd_5060,"Værkstedsteknisk grundskole, bandagist"
EDU_udd_5063,"Designer, kand.2år"
EDU_udd_5071,Jordbrugstekniker
EDU_udd_5074,Food business engineer
EDU_udd_5075,"Tekstildesign, -håndværk og formidling, prof.bach."
EDU_udd_5076,Akademiøkonom i designmanagement
EDU_udd_5077,Akademiøkonom i sprog og økonomi
EDU_udd_5078,Akademiøkonom i handel med fast ejendom
EDU_udd_5079,Akademiøkonom i international telekommunikation
EDU_udd_5080,Htx
EDU_udd_5082,Multimediedesigner
EDU_udd_5083,Mediekoordinator
EDU_udd_5084,Innovation og entrepreneurship
EDU_udd_5085,Akademiøkonom i kommunikation og formidling
EDU_udd_5086,Logistikøkonom
EDU_udd_5087,Visualizer
EDU_udd_5089,"Global ledelse og design af produktionsnetværk (GMM), ing.prof.bach."
EDU_udd_5090,Hhx
EDU_udd_5093,Akademiøkonom i servicesektor management
EDU_udd_5094,Akademiøkonom i østeuropæisk handel
EDU_udd_5095,Akademiøkonom i markedskommunikation
EDU_udd_5096,Akademiøkonom i grafisk kommunikation
EDU_udd_5099,Sundhedsadministrativ koordinator
EDU_udd_5111,"Børneforsorgspædagog, småbørnslinie"
EDU_udd_5112,"Børneforsorgspædagog, almen linie"
EDU_udd_5113,Socialpædagog
EDU_udd_5114,"Børneforsorgspædagog, kursus 4 mdr."
EDU_udd_5115,"Socialpædagog, videreuddannelse"
EDU_udd_5116,Omsorgsassistent ved åndsvageforsorgen
EDU_udd_5117,"Pædagogisk arbejde, diplomuddannelse"
EDU_udd_5118,"Omsorgspersonale, fortsætteruddannelse"
EDU_udd_5119,"Offentlig administration, prof.bach."
EDU_udd_5120,"Socialpædagog, fællesuddannelse"
EDU_udd_5121,Finansøkonom
EDU_udd_5122,Handelsøkonom
EDU_udd_5123,Markedsføringsøkonom
EDU_udd_5124,Service- og oplevelsesøkonomi
EDU_udd_5125,Administrationsøkonom
EDU_udd_5126,"FIF flygtninge, adgangskursus til videregående uddannelse"
EDU_udd_5127,"Socialrådgiver, prof.bach."
EDU_udd_5128,"Socialrådgiver, årskursus"
EDU_udd_5129,Autoteknolog
EDU_udd_5130,"Bygningskonstruktør, prof.bach."
EDU_udd_5131,Designteknolog
EDU_udd_5132,Installatør
EDU_udd_5133,IT-teknolog
EDU_udd_5134,Jordbrugsteknolog
EDU_udd_5135,Procesteknolog
EDU_udd_5136,Produktionsteknolog
EDU_udd_5137,E-designer
EDU_udd_5138,"Industriel designer (overbygning), prof.bach."
EDU_udd_5139,Driftsteknolog offshore
EDU_udd_5140,Teknisk manager offshore
EDU_udd_5141,Ernæringsteknolog
EDU_udd_5142,Pædagogisk grunduddannelse
EDU_udd_5143,Markedsføringsøkonom
EDU_udd_5144,"Social og sundhed, grundforløb"
EDU_udd_5145,Beskæftigelsesvejleder
EDU_udd_5146,Plejer
EDU_udd_5147,Social- og sundhedshjælper
EDU_udd_5148,Sygehjælper
EDU_udd_5149,Plejehjemsassistent
EDU_udd_5150,"Kiropraktor, forskole"
EDU_udd_5151,"Fysioterapi, prof.bach."
EDU_udd_5152,Social- og sundhedsassistent
EDU_udd_5153,"Ergoterapi, prof.bach."
EDU_udd_5154,"Ergo- og fysioterapeut ledende/undervisende, videreuddannelse"
EDU_udd_5155,Fodterapeut
EDU_udd_5156,Økonoma
EDU_udd_5157,"Psykomotorik, prof.bach."
EDU_udd_5158,"Radiograf, prof.bach."
EDU_udd_5159,"Bioanalytiker, prof.bach."
EDU_udd_5160,"Urban landskabsingeniør, prof.bach."
EDU_udd_5161,"Bandagist, prof.bach."
EDU_udd_5162,El-installatør
EDU_udd_5163,VVS-installatør
EDU_udd_5165,"Klinisk biomekanik, bach."
EDU_udd_5166,"Sygeplejerske, prof.bach."
EDU_udd_5168,Sundhedsplejerske
EDU_udd_5169,Ledende sygeplejerske
EDU_udd_5171,"Sundheds- og sygeplejerske, videreuddannelse"
EDU_udd_5174,Energiteknolog
EDU_udd_5175,"Jordemoder, prof.bach."
EDU_udd_5176,"Optometrist, prof.bach."
EDU_udd_5177,Farmakonom
EDU_udd_5178,"Sygeplejerske, diplomeksamen"
EDU_udd_5179,"Sygepleje supplering, adgangsgivende til videre uddannelse"
