code,description
LAB_nace_524830,Dealers of gift items and handicrafts (gift stalls)
LAB_nace_524835,Art trade and gallery
LAB_nace_524840,Stamp and mint shops
LAB_nace_524845,Sports shops
LAB_nace_524850,Retail trade in toys and games
LAB_nace_524855,Dealers of yachts and equipment for this
LAB_nace_524860,Bicycle and moped shops
LAB_nace_524865,"Retail trade services of PCs, office machines and standard software"
LAB_nace_524866,Retail trade services of computers and standard software
LAB_nace_524867,Retail trade services of office machinery
LAB_nace_524870,Retail trade services of telecommunications equipment
LAB_nace_524875,Flower shops
LAB_nace_524880,Plant dealers and garden centres
LAB_nace_524885,Animal trade
LAB_nace_524890,Dealers of heating oil and solid household fuel
LAB_nace_524895,Porn stores
LAB_nace_524899,Retail trade in other goods
LAB_nace_525010,Bogantikvariates
LAB_nace_525020,Antique shops
LAB_nace_525090,Other distributors of used goods
LAB_nace_526100,Retail from mail order transactions
LAB_nace_526210,Fruit and vegetable stalls
LAB_nace_526290,Other retail trade from stalls and markets
LAB_nace_526300,Other retail outlet other than retail
LAB_nace_527100,Repair of shoes or other leather goods
LAB_nace_527210,Repair of electrical household appliances and appliances
LAB_nace_527220,Radio and TV repair shops
LAB_nace_527300,Repair of watches
LAB_nace_527410,Bicycle Repair Workshops
LAB_nace_527420,Locksmiths
LAB_nace_527490,Other repair services of goods for personal or household use
LAB_nace_551010,Hotels
LAB_nace_551020,Conference Centres and Course Properties
LAB_nace_551110,Hotels with Restaurant
LAB_nace_551120,Conference Centres and Course Properties
LAB_nace_551200,Hotels without restaurant
LAB_nace_552100,Hostels
LAB_nace_552200,Camping
LAB_nace_552310,Holiday centres
LAB_nace_552390,Other facilities for short-term stays
LAB_nace_553010,Restaurants
LAB_nace_553020,"Cafeteria, hotdog stand, barbecue bars, ice cream parlours, etc."
LAB_nace_553090,"Banquet rooms, village halls, etc."
LAB_nace_554010,"Taverns, bodegas, etc."
LAB_nace_554020,Discotheques and nightclubs
LAB_nace_554090,"Cafes and coffee shops, etc."
LAB_nace_555100,Canteens
LAB_nace_555200,Catering and diner transportable
LAB_nace_601000,Railways
LAB_nace_602100,"Bus and S-train traffic, etc., scheduled services"
LAB_nace_602110,Bus traffic
LAB_nace_602120,"S-train traffic, metro and other track-based traffic"
LAB_nace_602200,Taxi driving
LAB_nace_602300,"Second passenger transport, non-rigo bypass"
LAB_nace_602410,Haulage company
LAB_nace_602420,Moving shops
LAB_nace_603000,Pipe transport
LAB_nace_611010,"Shipping company, freight"
LAB_nace_611020,"Shipping company, ferry and passenger services"
LAB_nace_611100,"Shipping company, ocean shipping"
LAB_nace_611200,"Banks, savings banks and cooperative banks"
LAB_nace_611210,Ferry and passenger services
LAB_nace_611220,Coastal speed with goods
LAB_nace_612000,Inland waterway transport
LAB_nace_621000,Route flight
LAB_nace_622010,Charter flights with passengers
LAB_nace_622020,Charter flight with goods
LAB_nace_622030,"Taxi flights, etc."
LAB_nace_623000,Space travel
LAB_nace_631100,Goods treatment
LAB_nace_631200,Storage and warehouse services
LAB_nace_632110,"Stations, freight terminals, etc."
LAB_nace_632120,Parking and garages
LAB_nace_632130,"Operation of toll roads, bridges and tunnels"
LAB_nace_632210,Commercial ports (transport and fishing ports)
LAB_nace_632220,Marinas
LAB_nace_632230,Fireworks and Cargo Series
LAB_nace_632240,"Trailing, salvage and rescue"
LAB_nace_632300,"Airports, etc."
LAB_nace_633010,Tourist offices
LAB_nace_633020,"Travel agencies, tour-ranging"
LAB_nace_633030,"Travel agencies, ticketing"
LAB_nace_633040,Tourist Guide Company
LAB_nace_634010,Shipbrokership
LAB_nace_634020,Freight forwarding
LAB_nace_634030,Welders and Meters
LAB_nace_634090,Other services related to transport
LAB_nace_641100,Postal Service
LAB_nace_641200,Courier service and application of daily newspapers
LAB_nace_642000,Telecommunications
LAB_nace_642010,Providers of fixed telecommunications
LAB_nace_642020,Providers of wireless communications
LAB_nace_642030,Providers of internet access
LAB_nace_642040,Other telecommunications
LAB_nace_652100,Financial leasing
LAB_nace_652210,"Mortgage banks, etc."
LAB_nace_652220,Financing Funds
LAB_nace_652230,Mortgage credit institutions
LAB_nace_652240,Other credit institutions
LAB_nace_652250,Credit reference of non-credit institutions other
LAB_nace_652260,Financing companies
LAB_nace_652270,CMO companies
LAB_nace_652290,Other credit provision
LAB_nace_652295,Other lending activities
LAB_nace_652310,Investment funds
LAB_nace_652315,Innovation Associations
LAB_nace_652320,Investment firms
LAB_nace_652325,Venture companies
LAB_nace_652330,Stockbroking companies
LAB_nace_652340,Financial holding companies
LAB_nace_652390,"Financing activities, moreover,"
LAB_nace_652395,"Financing activities, moreover,"
LAB_nace_660100,Life insurance
LAB_nace_660210,Pension funds
LAB_nace_660290,Other pension insurance
LAB_nace_660310,Non-life insurance business
LAB_nace_660320,Health insurance
LAB_nace_660390,"Other insurance business, moreover"
LAB_nace_671100,"The stock exchange, etc."
LAB_nace_671200,Stockbrokers
LAB_nace_671300,Other services activities related to financial institutions and financing activities
LAB_nace_672010,Insurance agencies
LAB_nace_672090,Other services related to insurance
LAB_nace_702010,Non-profit housing companies
LAB_nace_702020,Private cooperative housing associations
LAB_nace_702030,Other rental of homes
LAB_nace_702040,Rental of commercial properties
LAB_nace_703110,Real estate agents
LAB_nace_703120,Housing instructions
LAB_nace_703130,Holiday home rental
LAB_nace_703210,Administration of real estate on a contract basis
LAB_nace_703220,Ownership associations
LAB_nace_711000,Car rental
LAB_nace_712110,Rental of containers
LAB_nace_712190,Rental of lorries and other equipment for land transport
LAB_nace_712200,Rental of ships
LAB_nace_712300,Rental of aircraft
LAB_nace_713100,Rental of agricultural machinery and equipment
LAB_nace_713200,Rental of construction equipment
LAB_nace_713310,Rental of computer machines and computer equipment
LAB_nace_713320,Rental of office machinery
LAB_nace_713400,Rental of machinery and equipment
LAB_nace_714010,Linkecing for video tapes
LAB_nace_714090,Rental of goods for personal use and for use in households
LAB_nace_721000,Consultancy on hardware
LAB_nace_722000,Development and consultancy services related to software
LAB_nace_722100,Development of standard software
LAB_nace_722200,Development of customer-specific software and consultancy services in connection with software
LAB_nace_723000,Data processing
LAB_nace_724000,Database hosts and intermediaries
LAB_nace_725000,Repair and maintenance services of office machinery and computer equipment
LAB_nace_726000,Other activities in connection with IT services
LAB_nace_731000,Research and development in the field of natural sciences and engineering
LAB_nace_732000,Research and development in social sciences and humanities
LAB_nace_741100,Law firm
LAB_nace_741200,Audit and accounting services
LAB_nace_741300,Poll and Market Analysis
LAB_nace_741410,Agricultural consultants
LAB_nace_741490,Other business advice
LAB_nace_741500,Non-financial holding companies
LAB_nace_742010,Consulting engineering activities within construction and civil engineering
LAB_nace_742020,Consulting engineering in the field of manufacturing and mechanical engineering
LAB_nace_742030,Installation and delivery of finished plant
LAB_nace_742040,Architectural activities
LAB_nace_742050,Garden and landscape architects
LAB_nace_742060,Geological studies and prospecting
LAB_nace_742070,"Land inspectors, etc."
LAB_nace_742080,Patent agencies
LAB_nace_742090,Other technical advice
LAB_nace_743010,Controls of foodstuffs
LAB_nace_743020,Technical testing and control
LAB_nace_743030,Environmental engineering measurements and analyses
LAB_nace_743090,Second measurement and technical analysis
LAB_nace_744010,Advertising agency business
LAB_nace_744090,Other advertising and advertising services
LAB_nace_745010,Employment mediation
LAB_nace_745020,Temporary employment agencies
LAB_nace_745030,Advice and participation in staff selection
LAB_nace_746000,Detective and surveillance activities
LAB_nace_747010,Ordinary cleaning
LAB_nace_747020,Specialized cleaning
LAB_nace_747030,Window Cleaning
LAB_nace_747040,Chimney sweeping
LAB_nace_747050,Disinfection and pest control
LAB_nace_748110,Photographers
LAB_nace_748120,Photo Laboratories
LAB_nace_748200,"Packings, etc."
LAB_nace_748310,Addressing agencies
LAB_nace_748320,Interpretation and translation
LAB_nace_748390,Other office service
LAB_nace_748410,Interior Designers
LAB_nace_748420,Design and industrial design
LAB_nace_748430,Credit rating and creditworthiness disclosure
LAB_nace_748440,"Congress, exhibition and exhibition activities"
LAB_nace_748490,Music agencies and other business services n.e.c.
LAB_nace_748510,Addressing agencies
LAB_nace_748520,Interpretation and translation
LAB_nace_748590,Other office service
LAB_nace_748600,Call Centres Company
LAB_nace_748710,Interior Designers
LAB_nace_748720,Design and industrial design
LAB_nace_748730,Credit rating and creditworthiness disclosure
LAB_nace_748740,"Congress, exhibition and exhibition activities"
LAB_nace_748790,Other business services n.e.c.
LAB_nace_751100,General public services
LAB_nace_751200,"Public administration of health care, education and social conditions"
LAB_nace_751300,"Public administration concerning business, infrastructure, etc."
LAB_nace_751400,Public services for the assistance and control of the public sector
LAB_nace_752100,Foreign Affairs
LAB_nace_752200,Defence and civil defense
LAB_nace_752310,Courts
LAB_nace_752320,Prison Service
LAB_nace_752400,Police
LAB_nace_752500,Fire Department and Rescue Corps
LAB_nace_753000,Social insurance
LAB_nace_801010,Primary school and the like
LAB_nace_801020,Special Schools for Disabled People
LAB_nace_801030,Youth and After Schools
LAB_nace_802100,"High schools, student and HF courses"
LAB_nace_802210,Schools with pedagogical education
LAB_nace_802220,Schools with trade and office education
LAB_nace_802230,Schools with industrial and artisanal training
LAB_nace_802240,Schools with agricultural and food education
LAB_nace_802250,Schools with transport education
LAB_nace_802260,Schools with health and care education
LAB_nace_802270,Police and Defense Schools
LAB_nace_803010,Universities
LAB_nace_803020,Educational institutions with pedagogical education
LAB_nace_803025,Pedagogse seminaries
LAB_nace_803030,Educational institutions with humanistic and artistic education
LAB_nace_803040,Educational institutions with social science education
LAB_nace_803050,Educational institutions with technical training
LAB_nace_803060,Educational institutions with agricultural science education
LAB_nace_803070,Educational institutions with health education
LAB_nace_803080,Officer Schools
LAB_nace_803085,Police and Defense Schools
LAB_nace_804100,"Driving Schools, etc."
LAB_nace_804210,Schools with vocational adult education
LAB_nace_804220,Folk High Schools
LAB_nace_804230,Other schools with general education adult education
LAB_nace_804290,"Teaching, by the way"
LAB_nace_851100,Hospitals
LAB_nace_851210,General GPs
LAB_nace_851220,Practising specialists and outpatient clinics
LAB_nace_851310,Practising Dentists
LAB_nace_851320,Practicing clinical dental technicians
LAB_nace_851410,Home health care and health care
LAB_nace_851420,Midwives and midwife centres
LAB_nace_851430,Physiotherapeutic clinics and practicing physiotherapists
LAB_nace_851440,Psychological Counselling
LAB_nace_851450,Medical laboratories
LAB_nace_851460,The Occupational Health Service
LAB_nace_851470,Chiropractors
LAB_nace_851480,Foot caregivers
LAB_nace_851490,"Cure institutions, naturalists, etc."
LAB_nace_852000,Veterinarians
LAB_nace_853110,Day-care centres for children and young people
LAB_nace_853120,Family care
LAB_nace_853130,Institutions for drug addicts and alcohol-injured
LAB_nace_853140,Day-care centres for adults with disabilities
LAB_nace_853150,Nursing Homes and Protected Homes
LAB_nace_853160,"Incarceration's home, etc."
LAB_nace_853190,Other social measures covering institutional stays
LAB_nace_853205,Daycare mothers
LAB_nace_853210,Nuthouses
LAB_nace_853215,Kindergartens
LAB_nace_853220,"Leisure homes, etc."
LAB_nace_853225,Age-integrated institutions
LAB_nace_853230,Leisure clubs for young people
LAB_nace_853235,Home Help
LAB_nace_853240,"Day centers for the elderly, etc."
LAB_nace_853245,Rehabilitation institutions
LAB_nace_853250,Refugee and asylum centres
LAB_nace_853255,Associations with disease-fighting and social purposes
LAB_nace_853260,Grants and foundations with charitable purposes
LAB_nace_853290,Other social measures without institutional stays
LAB_nace_900010,Sewerage and sewage treatment plants
LAB_nace_900020,Renovation and cleanliness
LAB_nace_900030,Landfills and incinerated facilities
LAB_nace_900100,Collection and treatment of waste water
LAB_nace_900210,Collection of waste
LAB_nace_900220,Operation of waste treatment plants
LAB_nace_900310,"Renovation, snow removal, etc."
LAB_nace_900320,Cleansing of soil and groundwater
LAB_nace_911100,Employer and business organisations
LAB_nace_911200,"Professional, Statutory Associations"
LAB_nace_912000,Trade Unions
LAB_nace_913100,Religious institutions and associations
LAB_nace_913110,The Church
LAB_nace_913120,Other faith communities
LAB_nace_913200,Political parties
LAB_nace_913310,Tenents' Associations
LAB_nace_913320,Open-air organisations
LAB_nace_913330,Other political and ideological organizations
LAB_nace_913340,Other informational and cultural associations and institutions
LAB_nace_913390,"Sociable associations, lodges, etc."
LAB_nace_921100,Film and video production
LAB_nace_921300,Cinemas
LAB_nace_922000,Radio and television establishment
LAB_nace_922010,TV company
LAB_nace_922020,Radio company
LAB_nace_923110,Theatre and concert activities
LAB_nace_923120,Independent performers
LAB_nace_923200,"Operation of theatre and concert halls, cultural houses, etc."
LAB_nace_923300,Amusement parks
LAB_nace_923400,"Other amusement activities, moreover"
LAB_nace_924000,Press agencies
LAB_nace_925110,Public Libraries
LAB_nace_925120,Research and university libraries
LAB_nace_925130,Archives
LAB_nace_925200,Museums
LAB_nace_925300,Botanical and Zoological Gardens
LAB_nace_926110,Sports and swimming pools
LAB_nace_926190,Other sports facilities
LAB_nace_926210,Sports Clubs
LAB_nace_926220,Marinas
LAB_nace_926290,Other activities related to sports in general
LAB_nace_927100,Lottery and other gambling activities
LAB_nace_927200,"Other activities related to leisure time, moreover"
LAB_nace_930110,Business and Institution Laundries
LAB_nace_930120,"Self-service laundries, etc."
LAB_nace_930130,Cleansers
LAB_nace_930210,Hairdressing salons
LAB_nace_930220,Beauty and skin care
LAB_nace_930310,Funeral men
LAB_nace_930320,Burial Service
LAB_nace_930400,"Sun, exercise and health centers, etc."
LAB_nace_930500,"Other service activities, moreover,"
LAB_nace_950000,Private households with staff assistance
LAB_nace_980000,Unenlightened
LAB_nace_990000,"International organizations, etc."
LAB_nace_999999,Not stated
