family,code,suffix,own_label_da,own_label_en,own_conf,best_cross_family,best_cross_code,best_cross_label_da,best_cross_label_en,cooc_support,cooc_share,cooc_lift,recommended_label_da,recommended_label_en,recommended_source,recommended_confidence,cross_all,source
nace,LAB_nace_193010,193010,,,,branche,77_32401,,,2831,0.9191,2589.652,,,none,none,"{""branche"": {""code"": ""77_32401"", ""n"": 2831, ""share"": 0.9191, ""label_da"": """"}, ""db07"": {""code"": ""152000"", ""n"": 273, ""share"": 0.9927, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_193020,193020,,,,branche,77_32403,,,382,0.8901,18357.517,,,none,none,"{""branche"": {""code"": ""77_32403"", ""n"": 382, ""share"": 0.8901, ""label_da"": """"}, ""db07"": {""code"": ""152000"", ""n"": 31, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_201010,201010,,,,branche,77_33111,,,5510,0.9027,1229.513,,,none,none,"{""branche"": {""code"": ""77_33111"", ""n"": 5510, ""share"": 0.9027, ""label_da"": """"}, ""db07"": {""code"": ""161000"", ""n"": 1130, ""share"": 0.9991, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_201020,201020,,,,branche,77_33112,,,653,0.9173,10052.804,,,none,none,"{""branche"": {""code"": ""77_33112"", ""n"": 653, ""share"": 0.9173, ""label_da"": """"}, ""db07"": {""code"": ""161000"", ""n"": 91, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_202000,202000,,,,branche,77_33113,,,4322,0.953,1597.649,,,none,none,"{""branche"": {""code"": ""77_33113"", ""n"": 4322, ""share"": 0.953, ""label_da"": """"}, ""db07"": {""code"": ""162100"", ""n"": 1280, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_203010,203010,,,,branche,77_33192,,,825,0.9564,8491.139,,,none,none,"{""branche"": {""code"": ""77_33192"", ""n"": 825, ""share"": 0.9564, ""label_da"": """"}, ""db07"": {""code"": ""162300"", ""n"": 131, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_203020,203020,,,,branche,77_33114,,,22296,0.9138,291.254,,,none,none,"{""branche"": {""code"": ""77_33114"", ""n"": 22296, ""share"": 0.9138, ""label_da"": """"}, ""db07"": {""code"": ""162200"", ""n"": 10593, ""share"": 0.0597, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_203030,203030,,,,branche,77_33114,,,2581,0.9543,304.158,,,none,none,"{""branche"": {""code"": ""77_33114"", ""n"": 2581, ""share"": 0.9543, ""label_da"": """"}, ""db07"": {""code"": ""162300"", ""n"": 1041, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_204000,204000,,,,branche,77_33121,,,2469,0.9392,2789.842,,,none,none,"{""branche"": {""code"": ""77_33121"", ""n"": 2469, ""share"": 0.9392, ""label_da"": """"}, ""db07"": {""code"": ""162400"", ""n"": 943, ""share"": 0.9926, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_205110,205110,,,,branche,77_33193,,,782,0.9412,8859.819,,,none,none,"{""branche"": {""code"": ""77_33193"", ""n"": 782, ""share"": 0.9412, ""label_da"": """"}, ""db07"": {""code"": ""162900"", ""n"": 96, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_205120,205120,,,,branche,77_33197,,,212,0.9623,33806.204,,,none,none,"{""branche"": {""code"": ""77_33197"", ""n"": 212, ""share"": 0.9623, ""label_da"": """"}, ""db07"": {""code"": ""329900"", ""n"": 112, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_205190,205190,,,,branche,77_33191,,,4484,0.9342,1573.643,,,none,none,"{""branche"": {""code"": ""77_33191"", ""n"": 4484, ""share"": 0.9342, ""label_da"": """"}, ""db07"": {""code"": ""162900"", ""n"": 762, ""share"": 0.9987, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_205200,205200,,,,branche,77_33123,,,92,0.9891,68516.645,,,none,none,"{""branche"": {""code"": ""77_33123"", ""n"": 92, ""share"": 0.9891, ""label_da"": """"}, ""db07"": {""code"": ""162900"", ""n"": 33, ""share"": 0.9697, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_211100,211100,,,,branche,77_34110,,,19,0.9474,2468.461,,,none,none,"{""branche"": {""code"": ""77_34110"", ""n"": 19, ""share"": 0.9474, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_211200,211200,,,,branche,77_34110,,,2896,0.9644,2512.926,,,none,none,"{""branche"": {""code"": ""77_34110"", ""n"": 2896, ""share"": 0.9644, ""label_da"": """"}, ""db07"": {""code"": ""171200"", ""n"": 777, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_212100,212100,,,,branche,77_34120,,,12070,0.9135,446.748,,,none,none,"{""branche"": {""code"": ""77_34120"", ""n"": 12070, ""share"": 0.9135, ""label_da"": """"}, ""db07"": {""code"": ""172100"", ""n"": 3773, ""share"": 0.9886, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_212200,212200,,,,branche,77_34199,,,1121,0.9554,1266.03,,,none,none,"{""branche"": {""code"": ""77_34199"", ""n"": 1121, ""share"": 0.9554, ""label_da"": """"}, ""db07"": {""code"": ""172200"", ""n"": 478, ""share"": 0.9979, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_212300,212300,,,,db07,172300,,,228,1.0,10038.678,,,none,none,"{""db07"": {""code"": ""172300"", ""n"": 228, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_212310,212310,,,,branche,77_34199,,,441,0.9751,1292.082,,,none,none,"{""branche"": {""code"": ""77_34199"", ""n"": 441, ""share"": 0.9751, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_212390,212390,,,,branche,77_34199,,,912,0.9704,1285.904,,,none,none,"{""branche"": {""code"": ""77_34199"", ""n"": 912, ""share"": 0.9704, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_212400,212400,,,,branche,77_34191,,,158,0.9937,46471.994,,,none,none,"{""branche"": {""code"": ""77_34191"", ""n"": 158, ""share"": 0.9937, ""label_da"": """"}, ""db07"": {""code"": ""172400"", ""n"": 76, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_212500,212500,,,,branche,77_34199,,,6805,0.4254,563.742,,,none,none,"{""branche"": {""code"": ""77_34199"", ""n"": 6805, ""share"": 0.4254, ""label_da"": """"}, ""db07"": {""code"": ""172900"", ""n"": 2254, ""share"": 0.9694, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221110,221110,,,,branche,77_34291,,,2030,0.9448,629.249,,,none,none,"{""branche"": {""code"": ""77_34291"", ""n"": 2030, ""share"": 0.9448, ""label_da"": """"}, ""db07"": {""code"": ""581100"", ""n"": 468, ""share"": 0.5363, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221120,221120,,,,branche,77_34291,,,7677,0.9411,626.781,,,none,none,"{""branche"": {""code"": ""77_34291"", ""n"": 7677, ""share"": 0.9411, ""label_da"": """"}, ""db07"": {""code"": ""581200"", ""n"": 3697, ""share"": 0.3619, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221210,221210,,,,branche,77_34240,,,38425,0.9229,120.421,,,none,none,"{""branche"": {""code"": ""77_34240"", ""n"": 38425, ""share"": 0.9229, ""label_da"": """"}, ""db07"": {""code"": ""181100"", ""n"": 5509, ""share"": 0.1857, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221220,221220,,,,branche,77_34240,,,18917,0.9692,126.465,,,none,none,"{""branche"": {""code"": ""77_34240"", ""n"": 18917, ""share"": 0.9692, ""label_da"": """"}, ""db07"": {""code"": ""581300"", ""n"": 9625, ""share"": 0.9974, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221310,221310,,,,branche,77_34292,,,3235,0.7944,589.928,,,none,none,"{""branche"": {""code"": ""77_34292"", ""n"": 3235, ""share"": 0.7944, ""label_da"": """"}, ""db07"": {""code"": ""581410"", ""n"": 399, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221320,221320,,,,branche,77_34292,,,8366,0.8043,597.273,,,none,none,"{""branche"": {""code"": ""77_34292"", ""n"": 8366, ""share"": 0.8043, ""label_da"": """"}, ""db07"": {""code"": ""581410"", ""n"": 2913, ""share"": 0.9986, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221330,221330,,,,branche,77_34293,,,2460,0.9707,196.495,,,none,none,"{""branche"": {""code"": ""77_34293"", ""n"": 2460, ""share"": 0.9707, ""label_da"": """"}, ""db07"": {""code"": ""581420"", ""n"": 243, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221340,221340,,,,branche,77_34293,,,9332,0.6839,138.432,,,none,none,"{""branche"": {""code"": ""77_34293"", ""n"": 9332, ""share"": 0.6839, ""label_da"": """"}, ""db07"": {""code"": ""581420"", ""n"": 2379, ""share"": 0.9966, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221400,221400,,,,branche,77_34291,,,768,0.9232,614.83,,,none,none,"{""branche"": {""code"": ""77_34291"", ""n"": 768, ""share"": 0.9232, ""label_da"": """"}, ""db07"": {""code"": ""592000"", ""n"": 444, ""share"": 0.9955, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_221500,221500,,,,branche,77_34299,,,6049,0.8835,911.069,,,none,none,"{""branche"": {""code"": ""77_34299"", ""n"": 6049, ""share"": 0.8835, ""label_da"": """"}, ""db07"": {""code"": ""581900"", ""n"": 1290, ""share"": 0.914, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222100,222100,,,,branche,77_34229,,,2027,0.9591,640.524,,,none,none,"{""branche"": {""code"": ""77_34229"", ""n"": 2027, ""share"": 0.9591, ""label_da"": """"}, ""db07"": {""code"": ""181100"", ""n"": 864, ""share"": 0.9907, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222210,222210,,,,branche,77_34221,,,16698,0.9573,421.33,,,none,none,"{""branche"": {""code"": ""77_34221"", ""n"": 16698, ""share"": 0.9573, ""label_da"": """"}, ""db07"": {""code"": ""181200"", ""n"": 5720, ""share"": 0.936, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222220,222220,,,,branche,77_34222,,,11858,0.9437,545.028,,,none,none,"{""branche"": {""code"": ""77_34222"", ""n"": 11858, ""share"": 0.9437, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222230,222230,,,,branche,77_34223,,,1373,0.9658,5094.272,,,none,none,"{""branche"": {""code"": ""77_34223"", ""n"": 1373, ""share"": 0.9658, ""label_da"": """"}, ""db07"": {""code"": ""181200"", ""n"": 684, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222290,222290,,,,branche,77_34229,,,6658,0.9531,636.574,,,none,none,"{""branche"": {""code"": ""77_34229"", ""n"": 6658, ""share"": 0.9531, ""label_da"": """"}, ""db07"": {""code"": ""181200"", ""n"": 2270, ""share"": 0.9991, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222300,222300,,,,branche,77_34230,,,4139,0.9384,1730.338,,,none,none,"{""branche"": {""code"": ""77_34230"", ""n"": 4139, ""share"": 0.9384, ""label_da"": """"}, ""db07"": {""code"": ""181400"", ""n"": 1304, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222400,222400,,,,db07,181300,,,819,0.9988,2948.4,,,none,none,"{""db07"": {""code"": ""181300"", ""n"": 819, ""share"": 0.9988, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222410,222410,,,,branche,77_34211,,,6337,0.9448,1121.228,,,none,none,"{""branche"": {""code"": ""77_34211"", ""n"": 6337, ""share"": 0.9448, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222420,222420,,,,branche,77_34212,,,643,0.9518,10702.264,,,none,none,"{""branche"": {""code"": ""77_34212"", ""n"": 643, ""share"": 0.9518, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_222500,222500,,,,branche,77_34299,,,717,0.9163,944.963,,,none,none,"{""branche"": {""code"": ""77_34299"", ""n"": 717, ""share"": 0.9163, ""label_da"": """"}, ""db07"": {""code"": ""181300"", ""n"": 258, ""share"": 0.9961, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_223100,223100,,,,db07,182000,,,819,1.0,3414.443,,,none,none,"{""branche"": {""code"": ""77_94143"", ""n"": 597, ""share"": 0.928, ""label_da"": """"}, ""db07"": {""code"": ""182000"", ""n"": 819, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_223200,223200,,,,branche,77_94110,,,420,0.9667,939.86,,,none,none,"{""branche"": {""code"": ""77_94110"", ""n"": 420, ""share"": 0.9667, ""label_da"": """"}, ""db07"": {""code"": ""182000"", ""n"": 28, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_223300,223300,,,,branche,77_83230,,,276,0.9493,97.857,,,none,none,"{""branche"": {""code"": ""77_83230"", ""n"": 276, ""share"": 0.9493, ""label_da"": """"}, ""db07"": {""code"": ""182000"", ""n"": 84, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_232000,232000,,,,branche,77_35300,,,2704,0.4848,2715.449,,,none,none,"{""branche"": {""code"": ""77_35300"", ""n"": 2704, ""share"": 0.4848, ""label_da"": """"}, ""db07"": {""code"": ""192000"", ""n"": 1061, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_241100,241100,,,,branche,77_35111,,,1188,0.9689,6059.533,,,none,none,"{""branche"": {""code"": ""77_35111"", ""n"": 1188, ""share"": 0.9689, ""label_da"": """"}, ""db07"": {""code"": ""201100"", ""n"": 671, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_241200,241200,,,,branche,77_35119,,,1122,0.9599,868.74,,,none,none,"{""branche"": {""code"": ""77_35119"", ""n"": 1122, ""share"": 0.9599, ""label_da"": """"}, ""db07"": {""code"": ""201200"", ""n"": 452, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_241300,241300,,,,branche,77_35119,,,247,0.9919,897.71,,,none,none,"{""branche"": {""code"": ""77_35119"", ""n"": 247, ""share"": 0.9919, ""label_da"": """"}, ""db07"": {""code"": ""201300"", ""n"": 157, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_241400,241400,,,,branche,77_35119,,,11110,0.6106,552.635,,,none,none,"{""branche"": {""code"": ""77_35119"", ""n"": 11110, ""share"": 0.6106, ""label_da"": """"}, ""db07"": {""code"": ""201400"", ""n"": 2621, ""share"": 0.9996, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_241500,241500,,,,branche,77_35121,,,1413,0.8988,5176.066,,,none,none,"{""branche"": {""code"": ""77_35121"", ""n"": 1413, ""share"": 0.8988, ""label_da"": """"}, ""db07"": {""code"": ""201500"", ""n"": 40, ""share"": 0.75, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_241600,241600,,,,branche,77_35131,,,1862,0.8668,3931.202,,,none,none,"{""branche"": {""code"": ""77_35131"", ""n"": 1862, ""share"": 0.8668, ""label_da"": """"}, ""db07"": {""code"": ""201600"", ""n"": 347, ""share"": 0.9971, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_242000,242000,,,,branche,77_35122,,,1492,0.9363,4879.384,,,none,none,"{""branche"": {""code"": ""77_35122"", ""n"": 1492, ""share"": 0.9363, ""label_da"": """"}, ""db07"": {""code"": ""202000"", ""n"": 936, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_243000,243000,,,,branche,77_35210,,,6232,0.9541,1078.782,,,none,none,"{""branche"": {""code"": ""77_35210"", ""n"": 6232, ""share"": 0.9541, ""label_da"": """"}, ""db07"": {""code"": ""203000"", ""n"": 1992, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_244100,244100,,,,branche,77_35220,,,2599,0.9735,249.272,,,none,none,"{""branche"": {""code"": ""77_35220"", ""n"": 2599, ""share"": 0.9735, ""label_da"": """"}, ""db07"": {""code"": ""211000"", ""n"": 1019, ""share"": 0.9931, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_244200,244200,,,,branche,77_35220,,,22691,0.9739,249.39,,,none,none,"{""branche"": {""code"": ""77_35220"", ""n"": 22691, ""share"": 0.9739, ""label_da"": """"}, ""db07"": {""code"": ""212000"", ""n"": 17039, ""share"": 0.9943, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_245110,245110,,,,branche,77_35231,,,3611,0.9673,1872.564,,,none,none,"{""branche"": {""code"": ""77_35231"", ""n"": 3611, ""share"": 0.9673, ""label_da"": """"}, ""db07"": {""code"": ""204100"", ""n"": 1328, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_245120,245120,,,,branche,77_35292,,,4461,0.6328,1643.038,,,none,none,"{""branche"": {""code"": ""77_35292"", ""n"": 4461, ""share"": 0.6328, ""label_da"": """"}, ""db07"": {""code"": ""204100"", ""n"": 102, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_245200,245200,,,,branche,77_35232,,,1646,0.8615,3902.22,,,none,none,"{""branche"": {""code"": ""77_35232"", ""n"": 1646, ""share"": 0.8615, ""label_da"": """"}, ""db07"": {""code"": ""204200"", ""n"": 593, ""share"": 0.9983, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_246100,246100,,,,branche,77_35291,,,73,0.9726,89267.607,,,none,none,"{""branche"": {""code"": ""77_35291"", ""n"": 73, ""share"": 0.9726, ""label_da"": """"}, ""db07"": {""code"": ""205100"", ""n"": 21, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_246200,246200,,,,branche,77_35294,,,518,0.9807,14174.855,,,none,none,"{""branche"": {""code"": ""77_35294"", ""n"": 518, ""share"": 0.9807, ""label_da"": """"}, ""db07"": {""code"": ""205200"", ""n"": 481, ""share"": 0.736, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_246300,246300,,,,db07,205300,,,36,1.0,86007.054,,,none,none,"{""branche"": {""code"": ""77_35119"", ""n"": 5, ""share"": 0.4, ""label_da"": """"}, ""db07"": {""code"": ""205300"", ""n"": 36, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_246400,246400,,,,branche,77_35295,,,108,0.6389,38138.94,,,none,none,"{""branche"": {""code"": ""77_35295"", ""n"": 108, ""share"": 0.6389, ""label_da"": """"}, ""db07"": {""code"": ""205900"", ""n"": 10, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_246500,246500,,,,branche,77_38520,,,559,0.5939,881.699,,,none,none,"{""branche"": {""code"": ""77_38520"", ""n"": 559, ""share"": 0.5939, ""label_da"": """"}, ""db07"": {""code"": ""268000"", ""n"": 10, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_246600,246600,,,,db07,205900,,,4110,1.0,748.063,,,none,none,"{""branche"": {""code"": ""77_35299"", ""n"": 3340, ""share"": 0.8299, ""label_da"": """"}, ""db07"": {""code"": ""205900"", ""n"": 4110, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_247000,247000,,,,branche,77_35132,,,2180,0.9748,649.603,,,none,none,"{""branche"": {""code"": ""77_35132"", ""n"": 2180, ""share"": 0.9748, ""label_da"": """"}, ""db07"": {""code"": ""206000"", ""n"": 510, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_251100,251100,,,,branche,77_35510,,,184,0.6739,7150.66,,,none,none,"{""branche"": {""code"": ""77_35510"", ""n"": 184, ""share"": 0.6739, ""label_da"": """"}, ""db07"": {""code"": ""221100"", ""n"": 76, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_251200,251200,,,,branche,77_35510,,,636,0.8711,9242.617,,,none,none,"{""branche"": {""code"": ""77_35510"", ""n"": 636, ""share"": 0.8711, ""label_da"": """"}, ""db07"": {""code"": ""221100"", ""n"": 119, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_251300,251300,,,,branche,77_35590,,,5366,0.9394,1338.091,,,none,none,"{""branche"": {""code"": ""77_35590"", ""n"": 5366, ""share"": 0.9394, ""label_da"": """"}, ""db07"": {""code"": ""221900"", ""n"": 1385, ""share"": 0.9884, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252110,252110,,,,branche,77_35132,,,5977,0.9622,641.218,,,none,none,"{""branche"": {""code"": ""77_35132"", ""n"": 5977, ""share"": 0.9622, ""label_da"": """"}, ""db07"": {""code"": ""222100"", ""n"": 2245, ""share"": 0.9996, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252120,252120,,,,branche,77_35132,,,2432,0.949,632.438,,,none,none,"{""branche"": {""code"": ""77_35132"", ""n"": 2432, ""share"": 0.949, ""label_da"": """"}, ""db07"": {""code"": ""222100"", ""n"": 2229, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252130,252130,,,,branche,77_35132,,,390,0.9795,652.746,,,none,none,"{""branche"": {""code"": ""77_35132"", ""n"": 390, ""share"": 0.9795, ""label_da"": """"}, ""db07"": {""code"": ""222100"", ""n"": 236, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252200,252200,,,,branche,77_35601,,,12805,0.9257,557.7,,,none,none,"{""branche"": {""code"": ""77_35601"", ""n"": 12805, ""share"": 0.9257, ""label_da"": """"}, ""db07"": {""code"": ""222200"", ""n"": 3979, ""share"": 0.998, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252310,252310,,,,branche,77_35609,,,1308,0.9472,246.43,,,none,none,"{""branche"": {""code"": ""77_35609"", ""n"": 1308, ""share"": 0.9472, ""label_da"": """"}, ""db07"": {""code"": ""222300"", ""n"": 707, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252390,252390,,,,branche,77_35609,,,4567,0.8824,229.564,,,none,none,"{""branche"": {""code"": ""77_35609"", ""n"": 4567, ""share"": 0.8824, ""label_da"": """"}, ""db07"": {""code"": ""222300"", ""n"": 1709, ""share"": 0.9865, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252410,252410,,,,branche,77_35609,,,3392,0.9366,243.664,,,none,none,"{""branche"": {""code"": ""77_35609"", ""n"": 3392, ""share"": 0.9366, ""label_da"": """"}, ""db07"": {""code"": ""222900"", ""n"": 595, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252420,252420,,,,branche,77_35609,,,1296,0.9637,250.719,,,none,none,"{""branche"": {""code"": ""77_35609"", ""n"": 1296, ""share"": 0.9637, ""label_da"": """"}, ""db07"": {""code"": ""222900"", ""n"": 174, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_252490,252490,,,,branche,77_35609,,,19467,0.9254,240.749,,,none,none,"{""branche"": {""code"": ""77_35609"", ""n"": 19467, ""share"": 0.9254, ""label_da"": """"}, ""db07"": {""code"": ""222900"", ""n"": 9576, ""share"": 0.9935, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_261100,261100,,,,db07,231100,,,78,1.0,40798.218,,,none,none,"{""branche"": {""code"": ""77_36201"", ""n"": 64, ""share"": 0.9062, ""label_da"": """"}, ""db07"": {""code"": ""231100"", ""n"": 78, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_261200,261200,,,,branche,77_36202,,,3721,0.9492,1713.702,,,none,none,"{""branche"": {""code"": ""77_36202"", ""n"": 3721, ""share"": 0.9492, ""label_da"": """"}, ""db07"": {""code"": ""231200"", ""n"": 1012, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_261300,261300,,,,branche,77_36201,,,2459,0.588,1495.068,,,none,none,"{""branche"": {""code"": ""77_36201"", ""n"": 2459, ""share"": 0.588, ""label_da"": """"}, ""db07"": {""code"": ""231300"", ""n"": 699, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_261400,261400,,,,branche,77_36994,,,6178,0.922,1181.039,,,none,none,"{""branche"": {""code"": ""77_36994"", ""n"": 6178, ""share"": 0.922, ""label_da"": """"}, ""db07"": {""code"": ""231400"", ""n"": 855, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_261500,261500,,,,branche,77_36202,,,514,0.9611,1735.154,,,none,none,"{""branche"": {""code"": ""77_36202"", ""n"": 514, ""share"": 0.9611, ""label_da"": """"}, ""db07"": {""code"": ""231900"", ""n"": 148, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_262100,262100,,,,branche,77_36102,,,3765,0.7134,1096.794,,,none,none,"{""branche"": {""code"": ""77_36102"", ""n"": 3765, ""share"": 0.7134, ""label_da"": """"}, ""db07"": {""code"": ""234100"", ""n"": 470, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_262200,262200,,,,db07,234200,,,122,1.0,26084.107,,,none,none,"{""branche"": {""code"": ""77_36101"", ""n"": 118, ""share"": 0.9322, ""label_da"": """"}, ""db07"": {""code"": ""234200"", ""n"": 122, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_262300,262300,,,,branche,77_36101,,,12,1.0,52075.0,,,none,none,"{""branche"": {""code"": ""77_36101"", ""n"": 12, ""share"": 1.0, ""label_da"": """"}, ""db07"": {""code"": ""234300"", ""n"": 3, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_262400,262400,,,,db07,234400,,,88,1.0,36162.057,,,none,none,"{""branche"": {""code"": ""77_36101"", ""n"": 10, ""share"": 0.9, ""label_da"": """"}, ""db07"": {""code"": ""234400"", ""n"": 88, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_262500,262500,,,,branche,77_36102,,,316,0.9589,1474.143,,,none,none,"{""branche"": {""code"": ""77_36102"", ""n"": 316, ""share"": 0.9589, ""label_da"": """"}, ""db07"": {""code"": ""234900"", ""n"": 133, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_262600,262600,,,,branche,77_36911,,,168,0.9345,3549.825,,,none,none,"{""branche"": {""code"": ""77_36911"", ""n"": 168, ""share"": 0.9345, ""label_da"": """"}, ""db07"": {""code"": ""232000"", ""n"": 60, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
nace,LAB_nace_263000,263000,,,,branche,77_36911,,,139,0.9712,3689.228,,,none,none,"{""branche"": {""code"": ""77_36911"", ""n"": 139, ""share"": 0.9712, ""label_da"": """"}, ""db07"": {""code"": ""233100"", ""n"": 43, ""share"": 1.0, ""label_da"": """"}}",empirical_industry_crosswalk
