code,prefix,database,value,description,description_da,description_da_alt,description_da_full,description_en,description_en_official,description_en_official_source,description_en_source,source,confidence,language,parent_code,hierarchy_level
SOC_ger7_1332335,SOC,ger7,1332335,Tyveri fra spilleautomat,Tyveri fra spilleautomat,,,Theft from gamblingleautomat,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_2610124,SOC,ger7,2610124,"Vigepligt, ubetinget, udkørsel (klip)","Vigepligt, ubetinget, udkørsel (klip)",,,"Yield obligation, unconditional, uddriving (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3835710,SOC,ger7,3835710,Lov om hyrekørsel,Lov om hyrekørsel,,,Act on hyredriving,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_1485000,SOC,ger7,1485000,Freds- og ærekrænkelser (via 1485),Freds- og ærekrænkelser (via 1485),,,Violations of peace and honor (via 1485),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1485,detail
SOC_ger7_2610168,SOC,ger7,2610168,Befordring af flere børn end siddepladser (klip) (Ikke aktiv i 2011),Befordring af flere børn end siddepladser (klip) (Ikke aktiv i 2011),,,Transport of more children than seats (penalty points) (Not active i 2011),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3835505,SOC,ger7,3835505,Arbejdsskadeforsikringsloven,Arbejdsskadeforsikringsloven,,,Workers' Compensation Insurance Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_2610016,SOC,ger7,2610016,"Forpligtelser ved færdselsuheld § 9, stk. 2, nr. 2-6","Forpligtelser ved færdselsuheld § 9, stk. 2, nr. 2-6",,," by traffic accident § 9, stk. 2, nr. 2-6",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1372505,SOC,ger7,1372505,Skyldnersvig,Skyldnersvig,,,Debtor fraud,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1372,detail
SOC_ger7_2610013,SOC,ger7,2610013,"Vending, bakning, vognbaneskift mv.","Vending, bakning, vognbaneskift mv.",,,"Vending, bakning, vognbaneskift etc.",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3810908,SOC,ger7,3810908,Meddelt tilhold,Meddelt tilhold,,,Restraining order issued,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_1357515,SOC,ger7,1357515,"Bedrageri, arbejdsløshedskasse","Bedrageri, arbejdsløshedskasse",,,"Fraud, unemployment fund",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1357,detail
SOC_ger7_2220021,SOC,ger7,2220021,"Fører af motordrevet køretøj, euforiserende stoffer uden recept","Fører af motordrevet køretøj, euforiserende stoffer uden recept",,,"Driver of motordrevet vehicle, euforiserende stoffer without recept",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2220,detail
SOC_ger7_1357511,SOC,ger7,1357511,Socialbedrageri,Socialbedrageri,,,Social-benefit fraud,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1357,detail
SOC_ger7_1316515,SOC,ger7,1316515,Indbrud i købmand/supermarked/mejeri,Indbrud i købmand/supermarked/mejeri,,,Burglary i grocer/supermarket/dairy,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1328715,SOC,ger7,1328715,Tyveri fra cykel,Tyveri fra cykel,,,Theft from cykel,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1328,detail
SOC_ger7_1339515,SOC,ger7,1339515,Brugstyveri af registreret personbil,Brugstyveri af registreret personbil,,,Joyriding / unauthorised use of registreret personbil,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1339,detail
SOC_ger7_1316210,SOC,ger7,1316210,Indbrud i børnehave/vuggestue/fritidshjem,Indbrud i børnehave/vuggestue/fritidshjem,,,Burglary i kindergarten/daycare/after-school centre,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1332520,SOC,ger7,1332520,Butikstyveri radio-/fotoforretning,Butikstyveri radio-/fotoforretning,,,Shoplifting radio-/fotoshop,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1336568,SOC,ger7,1336568,Tyveri i plads,Tyveri i plads,,,Theft i plads,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_2210044,SOC,ger7,2210044,"FUH. Motorfører, promillekørsel uden personskade","FUH. Motorfører, promillekørsel uden personskade",,,"Traffic accident Motor-vehicle driver, promilledriving without personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_3825735,SOC,ger7,3825735,Mark- og vejfredloven,Mark- og vejfredloven,,,Mark- and vejfredloven,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_1316505,SOC,ger7,1316505,Indbrud i beklædnings-/skind-/fodtøjsforretning,Indbrud i beklædnings-/skind-/fodtøjsforretning,,,Burglary i clothings-/hides-/footwearsshop,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1316615,SOC,ger7,1316615,Indbrud i værksted,Indbrud i værksted,,,Burglary i workshop,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1354505,SOC,ger7,1354505,Underslæb/tilegnelse af ting,Underslæb/tilegnelse af ting,,,Embezzlement/tilegnelse of ting,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1354,detail
SOC_ger7_2610048,SOC,ger7,2610048,"Stor knallert, kørsel uden førerret","Stor knallert, kørsel uden førerret",,,"Stor knallert, driving without driving licence",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1357512,SOC,ger7,1357512,"Bedrageri, arbejdsløshedskasse","Bedrageri, arbejdsløshedskasse",,,"Fraud, unemployment fund",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1357,detail
SOC_ger7_2610070,SOC,ger7,2610070,Tilkobling og slæbning,Tilkobling og slæbning,,,Coupling and towing,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1320705,SOC,ger7,1320705,Indbrud i lejlighed,Indbrud i lejlighed,,,Burglary i lejlighed,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1320,detail
SOC_ger7_1336530,SOC,ger7,1336530,Tyveri fra hospital/plejehjem,Tyveri fra hospital/plejehjem,,,Theft from hospital/plejehjem,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_3815530,SOC,ger7,3815530,Levnedsmiddellovgivningen,Levnedsmiddellovgivningen,,,Levnedsmiddellegislationen,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3815,detail
SOC_ger7_1425000,SOC,ger7,1425000,Falsk forklaring i øvrigt (via 1425),Falsk forklaring i øvrigt (via 1425),,,False statement otherwise (via 1425),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1425,detail
SOC_ger7_3835310,SOC,ger7,3835310,Lov om arbejdsmiljø,Lov om arbejdsmiljø,,,Act on arbejdsenvironment,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_1312505,SOC,ger7,1312505,"Brandstiftelse, kvalificeret","Brandstiftelse, kvalificeret",,,"Arson, kvalificeret",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1312,detail
SOC_ger7_1360505,SOC,ger7,1360505,"Bedrageri checks, overtræk  egen konto","Bedrageri checks, overtræk  egen konto",,,"Fraud cheques, overdraft own account",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1360,detail
SOC_ger7_3825745,SOC,ger7,3825745,Landbrugsloven,Landbrugsloven,,,Agriculture Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3825,detail
SOC_ger7_1336548,SOC,ger7,1336548,Tyveri af el/gas,Tyveri af el/gas,,,Theft of el/gas,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_1286000,SOC,ger7,1286000,Forbr. mod liv og legeme (via 1286),Forbr. mod liv og legeme (via 1286),,,Offense against life and bodily integrity (via 1286),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1286,detail
SOC_ger7_3855315,SOC,ger7,3855315,"Restaurationsloven, ulovlig udskænkning","Restaurationsloven, ulovlig udskænkning",,,"Restaurant and Licensing Act, unlawful serving",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3855,detail
SOC_ger7_2610127,SOC,ger7,2610127,"Vigepligt, færdselstavle/afmærkning (klip)","Vigepligt, færdselstavle/afmærkning (klip)",,,"Yield obligation, traffic sign/road marking (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3815537,SOC,ger7,3815537,Lægemiddelloven,Lægemiddelloven,,,Medicines Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3815,detail
SOC_ger7_1425510,SOC,ger7,1425510,Urigtig forklaring/pligtforhold,Urigtig forklaring/pligtforhold,,,False testimony/duty relationship,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1425,detail
SOC_ger7_3825,SOC,ger7,3825,Miljølove,Miljølove,,,Environmental law,,,translated,CSV:SOC_ger7,medium,danish,SOC_ger7_382,subgroup
SOC_ger7_2610039,SOC,ger7,2610039,"Motorvej mv., kørsel på","Motorvej mv., kørsel på",,,"Motorway etc., driving on",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1145510,SOC,ger7,1145510,Voldtægt ved udnyttelse af hjælpeløs tilstand,Voldtægt ved udnyttelse af hjælpeløs tilstand,,,Rape by udnyttelse of helpless state,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1145,detail
SOC_ger7_3835717,SOC,ger7,3835717,"Køre-hviletid, fører","Køre-hviletid, fører",,,"Driving and rest time, driver",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_2610130,SOC,ger7,2610130,"Jernbaneoverkørsel, passage af (klip)","Jernbaneoverkørsel, passage af (klip)",,,"Jernbaneoverdriving, pascasee of (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1292520,SOC,ger7,1292520,"Trusler, vold o.l. mod vidner og deres nærmeste (Forekommer første gang 1992)","Trusler, vold o.l. mod vidner og deres nærmeste (Forekommer første gang 1992)",,,"Trusler, violence o.l. against vidner and deres nearest ( first gang 1992)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1292,detail
SOC_ger7_1366000,SOC,ger7,1366000,Afpresning og åger (via 1366),Afpresning og åger (via 1366),,,Bribery and corruption (via 1366),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1366,detail
SOC_ger7_1316320,SOC,ger7,1316320,Indbrud i tankstation/autohandler,Indbrud i tankstation/autohandler,,,Burglary i tankstation/autohandler,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_2610080,SOC,ger7,2610080,"Styrthjelm, ikke brug af","Styrthjelm, ikke brug af",,,"Crash helmet, ikke brug af",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1336554,SOC,ger7,1336554,Tyveri af nummerplader,Tyveri af nummerplader,,,Theft of nummerplader,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_1357605,SOC,ger7,1357605,"Bedrageri dankort, overtræk egen konto","Bedrageri dankort, overtræk egen konto",,,"Fraud debit card, overdraft own account",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1357,detail
SOC_ger7_1316230,SOC,ger7,1316230,Indbrud i institution/plejehjem,Indbrud i institution/plejehjem,,,Burglary i institution/plejehjem,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1292510,SOC,ger7,1292510,Bombetrusler/telefonbomber,Bombetrusler/telefonbomber,,,Bomb threats/phone bombs,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1292,detail
SOC_ger7_1351505,SOC,ger7,1351505,Ulovlig omgang med hittegods,Ulovlig omgang med hittegods,,,Ulovlig omgang with hittegods,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1351,detail
SOC_ger7_2610098,SOC,ger7,2610098,Overtrådt andre regler i færdselsloven,Overtrådt andre regler i færdselsloven,,,Violated other rules i Road Traffic Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610047,SOC,ger7,2610047,"Spirituskørsel, manglende hindring af","Spirituskørsel, manglende hindring af",,,"Drunk driving, missing hindring af",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1332715,SOC,ger7,1332715,Rudeknusningstyveri iøvrigt,Rudeknusningstyveri iøvrigt,,,Smash-and-grab theft otherwise,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1357805,SOC,ger7,1357805,"Bedrageri øvrige kontokort, stjålne","Bedrageri øvrige kontokort, stjålne",,,"Fraud other account card, stolen",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1357,detail
SOC_ger7_1410763,SOC,ger7,1410763,Farlig beruselse,Farlig beruselse,,,Dangerous intoxication,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_2210012,SOC,ger7,2210012,"FUH. Motorfører, promillekørsel med personskade","FUH. Motorfører, promillekørsel med personskade",,,"Traffic accident Motor-vehicle driver, promilledriving with personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_2610029,SOC,ger7,2610029,Signal- og tegngivning,Signal- og tegngivning,,,Signal- and tegngivning,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3835307,SOC,ger7,3835307,"Udstationering af lønmodtagere mv., lov om tjenesteyder","Udstationering af lønmodtagere mv., lov om tjenesteyder",,,"Udstationering of employees etc., lov om tjenesteyder",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_1398555,SOC,ger7,1398555,Tilsnigelse af adgang uden at betale,Tilsnigelse af adgang uden at betale,,,Deception of adgang without at betale,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1398,detail
SOC_ger7_1475705,SOC,ger7,1475705,Overtrædelse af advarsel,Overtrædelse af advarsel,,,Violation of advarsel,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1475,detail
SOC_ger7_1316525,SOC,ger7,1316525,Indbrud i urmager/guldsmed,Indbrud i urmager/guldsmed,,,Burglary i urmager/guldsmed,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1172000,SOC,ger7,1172000,Blufærdighedskr. v/beføling (via 1172),Blufærdighedskr. v/beføling (via 1172),,,Bluffing offense concerning feelings (via 1172),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1172,detail
SOC_ger7_1376000,SOC,ger7,1376000,Hæleri (via 1376),Hæleri (via 1376),,,Assault (via 1376),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1376,detail
SOC_ger7_1410718,SOC,ger7,1410718,Ødelæggelse af offentlig segl/mærke,Ødelæggelse af offentlig segl/mærke,,,Destruction of offentlig seal/mark,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_1357905,SOC,ger7,1357905,Databedrageri,Databedrageri,,,Data fraud,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1357,detail
SOC_ger7_2410006,SOC,ger7,2410006,"Lille knallert, ej lovlig, 40-42 km/t","Lille knallert, ej lovlig, 40-42 km/t",,,"Lille moped, not lovlig, 40-42 km/t",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2410,detail
SOC_ger7_1316705,SOC,ger7,1316705,Indbrud i apotek,Indbrud i apotek,,,Burglary i apotek,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1336305,SOC,ger7,1336305,Tyveri af taske/bagage,Tyveri af taske/bagage,,,Theft of taske/bagage,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_1336518,SOC,ger7,1336518,Tyveri fra skole/fritidshjem o.l.,Tyveri fra skole/fritidshjem o.l.,,,Theft from skole/fritidshjem o.l.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_2220023,SOC,ger7,2220023,"Fører af motordrevet køretøj, euforiserende stoffer","Fører af motordrevet køretøj, euforiserende stoffer",,,"Driver of motordrevet vehicle, euforiserende stoffer",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2220,detail
SOC_ger7_1435000,SOC,ger7,1435000,Salg af narkotika mv. (via 1435),Salg af narkotika mv. (via 1435),,,Sale of narcotics etc. (via 1435),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1435,detail
SOC_ger7_3855310,SOC,ger7,3855310,"Restaurationsloven, nattesæde","Restaurationsloven, nattesæde",,,"Restaurant and Licensing Act, night-time stay",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3855,detail
SOC_ger7_3835588,SOC,ger7,3835588,"Kontrolapparat, arbejdsgiver","Kontrolapparat, arbejdsgiver",,,"Control apparatus, arbejdsgiver",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_2610083,SOC,ger7,2610083,"Farligt gods, national og international transport","Farligt gods, national og international transport",,,"Farligt gods, national and international transport",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2610133,SOC,ger7,2610133,Kap- og væddekørsel (klip),Kap- og væddekørsel (klip),,,Kap- and betting driving (penalty points),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1342510,SOC,ger7,1342510,Brugstyveri af knallert,Brugstyveri af knallert,,,Joyriding / unauthorised use of knallert,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1342,detail
SOC_ger7_1304000,SOC,ger7,1304000,Dokumentfalsk (via 1304),Dokumentfalsk (via 1304),,, of documents (via 1304),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1304,detail
SOC_ger7_2610108,SOC,ger7,2610108,"Helleanlæg mv., venstre om (klip)","Helleanlæg mv., venstre om (klip)",,,"Traffic island etc., venstre om (penalty points)",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_3835560,SOC,ger7,3835560,Ferieloven,Ferieloven,,,Holiday Act,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3835,detail
SOC_ger7_2210048,SOC,ger7,2210048,"FUH. Motorfører, medicin mv. uden personskade","FUH. Motorfører, medicin mv. uden personskade",,,"Traffic accident Motor-vehicle driver, medicin etc. without personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_1366505,SOC,ger7,1366505,Afpresning,Afpresning,,,Extortion,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1366,detail
SOC_ger7_1376510,SOC,ger7,1376510,Hæleri med hensyn til våben/ammunition,Hæleri med hensyn til våben/ammunition,,,Receiving stolen goods with hensyn to weapons/ammunition,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1376,detail
SOC_ger7_1332705,SOC,ger7,1332705,Rudeknusningstyveri radio-/fotoforretning,Rudeknusningstyveri radio-/fotoforretning,,,Rudeknusningstyveri radio-/fotoshop,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1332710,SOC,ger7,1332710,Rudeknusningstyveri fra urmager/guldsmed,Rudeknusningstyveri fra urmager/guldsmed,,,Smash-and-grab theft from urmager/guldsmed,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1332,detail
SOC_ger7_1316520,SOC,ger7,1316520,Indbrud i radio-/fotoforretning,Indbrud i radio-/fotoforretning,,,Burglary i radio-/fotoforretning,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_2610011,SOC,ger7,2610011,Svingning mv.,Svingning mv.,,,Svingning etc.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1180544,SOC,ger7,1180544,Børnepornografi,Børnepornografi,,,Child pornography,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1180,detail
SOC_ger7_1230000,SOC,ger7,1230000,Manddrab (via 1230),Manddrab (via 1230),,,Homicide (via 1230),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1230,detail
SOC_ger7_1230505,SOC,ger7,1230505,Manddrab,Manddrab,,,Homicide,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1230,detail
SOC_ger7_1130510,SOC,ger7,1130510,Anden kønslig omgang med barn under 12 år,Anden kønslig omgang med barn under 12 år,,,Other sexual contact with child under 12 years,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1130,detail
SOC_ger7_1410712,SOC,ger7,1410712,"Fanger mv., ulovlig forbindelse med","Fanger mv., ulovlig forbindelse med",,,"Fanger etc., ulovlig forbindelse med",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1410,detail
SOC_ger7_3410605,SOC,ger7,3410605,"Knivloven, §1, kniv på offentligt tilgængeligt sted","Knivloven, §1, kniv på offentligt tilgængeligt sted",,,"Knife Act, §1, knife on publicly accessible sted",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3410,detail
SOC_ger7_3810710,SOC,ger7,3810710,"Retsplejeloven, nægter at opgive navn","Retsplejeloven, nægter at opgive navn",,,"Administration of Justice Act, refuses at give name",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_1363805,SOC,ger7,1363805,Mandatsvig dankort,Mandatsvig dankort,,,Mandatsvig debit card,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1363,detail
SOC_ger7_1360510,SOC,ger7,1360510,"Bedrageri, stjålne checks","Bedrageri, stjålne checks",,,"Fraud, stolen cheques",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1360,detail
SOC_ger7_1339530,SOC,ger7,1339530,Brugstyveri af uregistreret personbil,Brugstyveri af uregistreret personbil,,,Joyriding / unauthorised use of uregistreret personbil,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1339,detail
SOC_ger7_1348520,SOC,ger7,1348520,"Brugstyveri af påhængskøretøj, registreret knallert m.v.","Brugstyveri af påhængskøretøj, registreret knallert m.v.",,,"Joyriding / unauthorised use of trailer, registered moped etc.",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1348,detail
SOC_ger7_1324705,SOC,ger7,1324705,Indbrud i garage/udhus,Indbrud i garage/udhus,,,Burglary i garage/udhus,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1324,detail
SOC_ger7_1176605,SOC,ger7,1176605,Blufærdighedskrænkelse ved anden uterlighed,Blufærdighedskrænkelse ved anden uterlighed,,,Indecent exposure by anden uterlighed,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1176,detail
SOC_ger7_2610012,SOC,ger7,2610012,"Forpligtelser ved færdselsuheld, undlader at standse","Forpligtelser ved færdselsuheld, undlader at standse",,," by traffic accident, undlader at standse",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2410010,SOC,ger7,2410010,"Knallert, ej lovlig, konstruktive ændringer/hastighedsforøgelse","Knallert, ej lovlig, konstruktive ændringer/hastighedsforøgelse",,,"Moped, not lovlig, structural modifications/speed increase",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2410,detail
SOC_ger7_1316225,SOC,ger7,1316225,Indbrud i svømmehal/idrætsanlæg o.l.,Indbrud i svømmehal/idrætsanlæg o.l.,,,Burglary i swimming pool/sports facility o.l.,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1316530,SOC,ger7,1316530,Indbrud i cafeteria/restaurant,Indbrud i cafeteria/restaurant,,,Burglary i cafeteria/restaurant,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1316,detail
SOC_ger7_1336526,SOC,ger7,1336526,Tyveri fra svømmehal/idrætsanlæg/omklædningsrum,Tyveri fra svømmehal/idrætsanlæg/omklædningsrum,,,Theft from swimming pool/sports facility/changing room,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1336,detail
SOC_ger7_3810780,SOC,ger7,3810780,Andre strafferetslige særlove,Andre strafferetslige særlove,,,Other penal special laws,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_3810,detail
SOC_ger7_2610036,SOC,ger7,2610036,Hastighedsovertrædelse § 41,Hastighedsovertrædelse § 41,,,Speeding violation § 41,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_2210052,SOC,ger7,2210052,"FUH. Knallertkører, spirituspåvirket uden personskade","FUH. Knallertkører, spirituspåvirket uden personskade",,,"Traffic accident Knallertdriver, under the influence of alcohol without personskade",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2210,detail
SOC_ger7_2210,SOC,ger7,2210,Færdselsuheld med spiritus,Færdselsuheld med spiritus,,,Traffic accident involving spirits,,,translated,CSV:SOC_ger7,medium,danish,SOC_ger7_221,subgroup
SOC_ger7_2610085,SOC,ger7,2610085,"Overlæs, akseltryk","Overlæs, akseltryk",,,"Overloading, akseltryk",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_2610,detail
SOC_ger7_1250000,SOC,ger7,1250000,Psykisk vcld (via 1250),Psykisk vcld (via 1250),,,Mental disorder (via 1250),,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1250,detail
SOC_ger7_1210509,SOC,ger7,1210509,Trussel om vold mod nogen i offentlig tjeneste,Trussel om vold mod nogen i offentlig tjeneste,,,Trussel om vold against nogen i offentlig tjeneste,,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1210,detail
SOC_ger7_1445777,SOC,ger7,1445777,"Skydevåben, særlig skærpende omstændigheder","Skydevåben, særlig skærpende omstændigheder",,,"Firearms, particularly aggravating circumstances",,,translated,CSV:SOC_ger7_hierarchical,medium,danish,SOC_ger7_1445,detail
