idx	id	description_da	specialty_en	auto_da_full
0	498	Ørelægehjælp, Tubulat. Trommehinde	ENT service	Ørelægehjælp, Tubulat. Trommehinde
1	499	Ørelægehjælp, Tubulation af kæbeh.	ENT service	Ørelægehjælp, Tubulation af kæbeh.
2	500	Ørelægehjælp, Udlev. og instrukt.	ENT service	Ørelægehjælp, Udlev. og instrukt.
3	502	Ørelægehjælp, Ultralydsus. bihuler	ENT service	Ørelægehjælp, Ultralydsus. bihuler
4	503	Ørelægehjælp, Und. af hør. v. t/s	ENT service	Ørelægehjælp, undersøgelse af hør. v. til/s
5	504	Ørelægehjælp, Und. af ligev. ved k	ENT service	Ørelægehjælp, undersøgelse af ligev. ved k
6	505	Ørelægehjælp, Unders. Spiserør Mv.	ENT service	Ørelægehjælp, Unders. Spiserør Mv.
7	506	Ørelægehjælp, Unds. af hyp&larynx	ENT service	Ørelægehjælp, Unds. af hyp&larynx
8	507	Ørelægehjælp, Us. hypoph. larynx	ENT service	Ørelægehjælp, undersøgelse hypoph. larynx
9	509	Ørelægehjælp, fj. fremmedlegeme	ENT service	Ørelægehjælp, fj. fremmedlegeme
10	511	Ørelægehjælp, tlf.rådg.prakt.læge	ENT service	Ørelægehjælp, telefon rådg prakt læge
11	515	Ørelægehjælp, ¯reprop/skaltilp. ¤3	ENT service	Ørelægehjælp, øreprop/skaltilp. ¤3
12	516	Patologi, Immunhistokemisk præ	Pathology	Patologi, Immunhistokemisk præ
13	519	Patologi, Vævsmikroskopi Cyto.	Pathology	Patologi, Vævsmikroskopi Cyto.
14	531	Plastikkirurgi, Flytn. Af Hud     1.	Plastic surgery	Plastikkirurgi, Flytn. af Hud     1.
15	532	Plastikkirurgi, Flytn. Af Hud   Flg.	Plastic surgery	Plastikkirurgi, Flytn. af Hud   følgende
16	533	Plastikkirurgi, Indsætt. Allopla. 1.	Plastic surgery	Plastikkirurgi, Indsætt. Allopla. 1.
17	535	Plastikkirurgi, Korr. Næse- ¯re. Flg	Plastic surgery	Plastikkirurgi, Korr. Næse- øre. følgende
18	536	Plastikkirurgi, Korr. Næse- øre.  1.	Plastic surgery	Plastikkirurgi, Korr. Næse- øre.  1.
19	539	Plastikkirurgi, Ope. Forhudsfor. Flg	Plastic surgery	Plastikkirurgi, operation Forhudsfor. følgende
20	540	Plastikkirurgi, Oper. Forhudsfors.1.	Plastic surgery	Plastikkirurgi, Oper. Forhudsfors.1.
21	541	Plastikkirurgi, Oper. Hudkræft    1.	Plastic surgery	Plastikkirurgi, Oper. Hudkræft    1.
22	542	Plastikkirurgi, Oper. Hudkræft  Flg.	Plastic surgery	Plastikkirurgi, Oper. Hudkræft  følgende
23	547	Plastikkirurgi, Tlf.rådg.prakt.læge	Plastic surgery	Plastikkirurgi, telefon rådg prakt læge
24	555	Psykiatri, B-Erytrocyt*volfrk.1	Psychiatry	Psykiatri, B-Erytrocyt*volfrk.1
25	556	Psykiatri, B-Glukose *ej Stix*4	Psychiatry	Psykiatri, B-Glukose *ej Stix*4
26	557	Psykiatri, B-Glukose *stix*   1	Psychiatry	Psykiatri, B-Glukose *stix*   1
27	559	Psykiatri, B-Leukocyt. *park* 1	Psychiatry	Psykiatri, B-Leukocyt. *park* 1
28	561	Psykiatri, B-Trombocyt. *park*3	Psychiatry	Psykiatri, B-Trombocyt. *park*3
29	564	Psykiatri, Fam.-og Gruppeterap.	Psychiatry	Psykiatri, Fam.-og Gruppeterap.
30	567	Psykiatri, Kørselsgodtgør.  I	Psychiatry	Psykiatri, Kørselsgodtgør.  i
31	570	Psykiatri, Pt-Ekg  3ext.3præ. 9	Psychiatry	Psykiatri, Pt-Ekg  3ext.3præ. 9
32	580	Psykiatri, Tlf.rådg.prakt.læge	Psychiatry	Psykiatri, telefon rådg prakt læge
33	581	Psykiatri, Tolk ifm. kons.  3	Psychiatry	Psykiatri, Tolk ifm. konsultation  3
34	582	Psykiatri, gruppeterapi 2 pers.	Psychiatry	Psykiatri, gruppeterapi 2 pers.
35	583	Psykiatri, gruppeterapi 3 pers.	Psychiatry	Psykiatri, gruppeterapi 3 pers.
36	584	Psykiatri, gruppeterapi 4 pers.	Psychiatry	Psykiatri, gruppeterapi 4 pers.
37	585	Psykiatri, gruppeterapi 5 pers.	Psychiatry	Psykiatri, gruppeterapi 5 pers.
38	586	Psykiatri, gruppeterapi 6 pers.	Psychiatry	Psykiatri, gruppeterapi 6 pers.
39	593	Pædiatri, 1. kons. all.  3A35	Paediatrics	Pædiatri, 1. konsultation all.  3A35
40	597	Pædiatri, 2. kons. all.  3A35	Paediatrics	Pædiatri, 2. konsultation all.  3A35
41	600	Pædiatri, Allerg. Cutanprøve	Paediatrics	Pædiatri, Allerg. Cutanprøve
42	601	Pædiatri, Allerg. Prov.Forsøg	Paediatrics	Pædiatri, Allerg. Prov.Forsøg
43	602	Pædiatri, Analafskr-Oxyurisæg2	Paediatrics	Pædiatri, Analafskr-Oxyurisæg2
44	605	Pædiatri, B-Glukose *ej Stix*4	Paediatrics	Pædiatri, B-Glukose *ej Stix*4
45	606	Pædiatri, B-Glukose *stix*   1	Paediatrics	Pædiatri, B-Glukose *stix*   1
46	609	Pædiatri, B-Leukocyt. *park* 1	Paediatrics	Pædiatri, B-Leukocyt. *park* 1
47	611	Pædiatri, B-Trombocyt. *park*3	Paediatrics	Pædiatri, B-Trombocyt. *park*3
48	613	Pædiatri, Blodpr. Exp        1	Paediatrics	Pædiatri, Blodpr. Exp        1
49	614	Pædiatri, Cutanprøve all. 3A35	Paediatrics	Pædiatri, Cutanprøve all. 3A35
50	616	Pædiatri, Ekg  3 Ext. 3 Præ. 9	Paediatrics	Pædiatri, Ekg  3 Ext. 3 Præ. 9
51	625	Pædiatri, Lungefktus. med rev	Paediatrics	Pædiatri, Lungefktus. med reversibilitet
52	626	Pædiatri, Lungefktus. uden rev	Paediatrics	Pædiatri, Lungefktus. uden reversibilitet
53	629	Pædiatri, Pt-Ekg Afl.   6    1	Paediatrics	Pædiatri, Pt-Ekg Afl.   6    1
54	632	Pædiatri, T. kons. all.  3A35	Paediatrics	Pædiatri, til konsultation all.  3A35
55	634	Pædiatri, Tlf.rådg.prakt.læge	Paediatrics	Pædiatri, telefon rådg prakt læge
56	635	Pædiatri, U-Bakt.*dyrk Park* 3	Paediatrics	Pædiatri, U-Bakt.*dyrk Park* 3
57	636	Pædiatri, U-Bakt.*dyrk Rest*12	Paediatrics	Pædiatri, U-Bakt.*dyrk Rest*12
58	647	Pædiatri, funktionsneurologisk undersøgelse	Paediatrics	Pædiatri, funktionsneurologisk undersøgelse
59	658	Pædiatri, sen.kons. all.  3A35	Paediatrics	Pædiatri, sen konsultation all.  3A35
60	664	Pædiatri, tværfaglig telefionkons.	Paediatrics	Pædiatri, tværfaglig telefionkons.
61	676	Børnepsykiatri, 2/Se.Kons. Foræl.Te.	Child psychiatry	Børnepsykiatri, 2/sene konsultation Foræl.Te.
62	677	Børnepsykiatri, 2/Se.Kons. Legetera.	Child psychiatry	Børnepsykiatri, 2/sene konsultation Legetera.
63	678	Børnepsykiatri, 2/Se.Kons. Samtalet.	Child psychiatry	Børnepsykiatri, 2/sene konsultation Samtalet.
64	681	Børnepsykiatri, Børnepsykiatri_amt15	Child psychiatry	Børnepsykiatri, Børnepsykiatri_amt15
65	683	Børnepsykiatri, Hon beh.mø i b.psy	Child psychiatry	Børnepsykiatri, Hon behandling mø i b.psy
66	685	Børnepsykiatri, Kørselsgodtgør.  I	Child psychiatry	Børnepsykiatri, Kørselsgodtgør.  i
67	688	Børnepsykiatri, Tlf.rådg.prakt.læge	Child psychiatry	Børnepsykiatri, telefon rådg prakt læge
68	694	Tropemedicin, Blodpr. Exp        1	Tropical medicine	Tropemedicin, Blodpr. Exp        1
69	731	Diagn. radiologi Kbh., Undersøg. Gr.1 Halvt	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøg. Gr.1 Halvt
70	732	Diagn. radiologi Kbh., Undersøg. Gr.2 Halvt	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøg. Gr.2 Halvt
71	733	Diagn. radiologi Kbh., Undersøg. Gr.3 Halvt	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøg. Gr.3 Halvt
72	734	Diagn. radiologi Kbh., Undersøg. Gr.4 Halvt	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøg. Gr.4 Halvt
73	735	Diagn. radiologi Kbh., Undersøg. Gr.5 Halvt	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøg. Gr.5 Halvt
74	736	Diagn. radiologi Kbh., Undersøgelse Gr. 1	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøgelse Gr. 1
75	737	Diagn. radiologi Kbh., Undersøgelse Gr. 2	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøgelse Gr. 2
76	738	Diagn. radiologi Kbh., Undersøgelse Gr. 3	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøgelse Gr. 3
77	739	Diagn. radiologi Kbh., Undersøgelse Gr. 4	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøgelse Gr. 4
78	740	Diagn. radiologi Kbh., Undersøgelse Gr. 5	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøgelse Gr. 5
79	741	Diagn. radiologi Kbh., Undersøgelse Gr. 6	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøgelse Gr. 6
80	742	Diagn. radiologi Kbh., Undersøgelse Gr. 7	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., Undersøgelse Gr. 7
81	764	Diagn. radiologi Kbh., lænde og korsbenshv.	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., lænde og korsbenshv.
82	780	Diagn. radiologi Kbh., underben	Diagnostic radiology, Copenhagen	Diagn. radiologi Kbh., underben
83	789	Dermato-venerologi, 1. kons. incl. test	Dermato-venereology	Dermato-venerologi, 1. konsultation incl. test
84	797	Dermato-venerologi, 2. og efterf. Viborg	Dermato-venereology	Dermato-venerologi, 2. og efterf. Viborg
85	802	Dermato-venerologi, Allerg. 1. Kons.	Dermato-venereology	Dermato-venerologi, Allerg. 1. konsultation
86	803	Dermato-venerologi, Allerg. 2. Kons.	Dermato-venereology	Dermato-venerologi, Allerg. 2. konsultation
87	804	Dermato-venerologi, Allerg. Cutanprøve	Dermato-venereology	Dermato-venerologi, Allerg. Cutanprøve
88	805	Dermato-venerologi, Allerg. Prov.Forsøg	Dermato-venereology	Dermato-venerologi, Allerg. Prov.Forsøg
89	806	Dermato-venerologi, Allerg. Senere Kons.	Dermato-venereology	Dermato-venerologi, Allerg. Senere konsultation
90	807	Dermato-venerologi, Allerg. Tlf. Kons.	Dermato-venereology	Dermato-venerologi, Allerg. telefon konsultation
91	817	Dermato-venerologi, Blodpr. Exp        1	Dermato-venereology	Dermato-venerologi, Blodpr. Exp        1
92	820	Dermato-venerologi, Clamydia forsende. 1	Dermato-venereology	Dermato-venerologi, Clamydia forsende. 1
93	821	Dermato-venerologi, Dermatorisk beh. R81	Dermato-venereology	Dermato-venerologi, Dermatorisk behandling R81
94	828	Dermato-venerologi, Eksem 1. konsult.	Dermato-venereology	Dermato-venerologi, Eksem 1. konsult.
95	830	Dermato-venerologi, Eksem 2. konsult.	Dermato-venereology	Dermato-venerologi, Eksem 2. konsult.
96	840	Dermato-venerologi, Gonokok forsendel. 1	Dermato-venereology	Dermato-venerologi, Gonokok forsendel. 1
97	853	Dermato-venerologi, Intralæsion. injekt.	Dermato-venereology	Dermato-venerologi, Intralæsion. injekt.
98	855	Dermato-venerologi, Karmodermærker	Dermato-venereology	Dermato-venerologi, Karmodermærker
99	860	Dermato-venerologi, Kørselsgodtgør.  I	Dermato-venereology	Dermato-venerologi, Kørselsgodtgør.  i
100	861	Dermato-venerologi, Laserbeh. kelo. a60	Dermato-venereology	Dermato-venerologi, Laserbeh. kelo. a60
101	866	Dermato-venerologi, Mikrosk. farv. sek.3	Dermato-venereology	Dermato-venerologi, Mikrosk. farv. sek.3
102	867	Dermato-venerologi, Mikrosk. hudsvamp  5	Dermato-venereology	Dermato-venerologi, Mikrosk. hudsvamp  5
103	868	Dermato-venerologi, Mikrosk. ufar. sek.3	Dermato-venereology	Dermato-venerologi, Mikrosk. ufar. sek.3
104	870	Dermato-venerologi, Multiple akt. flg op	Dermato-venereology	Dermato-venerologi, Multiple akt. følgende operation
105	871	Dermato-venerologi, Mål.peri.blodt. 3A15	Dermato-venereology	Dermato-venerologi, Mål.peri.blodt. 3A15
106	872	Dermato-venerologi, Mørkefeltsmikros.  5	Dermato-venereology	Dermato-venerologi, Mørkefeltsmikros.  5
107	875	Dermato-venerologi, Overlæbe pr. behandl	Dermato-venereology	Dermato-venerologi, Overlæbe per behandl
108	876	Dermato-venerologi, PDT-beh. cancerpt.	Dermato-venereology	Dermato-venerologi, PDT-beh. cancerpt.
109	880	Dermato-venerologi, Rensn. og forb. sår	Dermato-venereology	Dermato-venerologi, Rensn. og forb. sår
110	882	Dermato-venerologi, Scleroser. injekt.	Dermato-venereology	Dermato-venerologi, Scleroser. injekt.
111	883	Dermato-venerologi, Sekret-Gonokok*exp*1	Dermato-venereology	Dermato-venerologi, Sekret-Gonokok*exp*1
112	898	Dermato-venerologi, Tlf.rådg.prakt.læge	Dermato-venereology	Dermato-venerologi, telefon rådg prakt læge
113	899	Dermato-venerologi, Tolk ifm. kons.  3	Dermato-venereology	Dermato-venerologi, Tolk ifm. konsultation  3
114	903	Dermato-venerologi, Urinundersøg. stix 1	Dermato-venereology	Dermato-venerologi, Urinundersøg. stix 1
115	904	Dermato-venerologi, Venero. 1. Kons.	Dermato-venereology	Dermato-venerologi, Venero. 1. konsultation
116	905	Dermato-venerologi, Venero. 2. Kons.	Dermato-venereology	Dermato-venerologi, Venero. 2. konsultation
117	906	Dermato-venerologi, Venero. Senere Kons.	Dermato-venereology	Dermato-venerologi, Venero. Senere konsultation
118	907	Dermato-venerologi, Venero. Tlf. Kons.	Dermato-venereology	Dermato-venerologi, Venero. telefon konsultation
119	908	Dermato-venerologi, Visit. indkald. pat.	Dermato-venereology	Dermato-venerologi, Visit. indkald. patienter
120	909	Dermato-venerologi, Visit. kautionsbeg.	Dermato-venereology	Dermato-venerologi, Visit. kautionsbeg.
121	915	Dermato-venerologi, fj. karforandringer	Dermato-venereology	Dermato-venerologi, fj. karforandringer
122	916	Dermato-venerologi, fj. pigmentforandr.	Dermato-venereology	Dermato-venerologi, fj. pigmentforandr.
123	917	Dermato-venerologi, fj. uønsk.hårvækst	Dermato-venereology	Dermato-venerologi, fj. uønsk.hårvækst
124	918	Dermato-venerologi, forus. ¤3 aft. Vejle	Dermato-venereology	Dermato-venerologi, forus. ¤3 aft. Vejle
125	919	Dermato-venerologi, laserbeh.karsprængn.	Dermato-venereology	Dermato-venerologi, laserbeh.karsprængn.
126	2292	Tandplejere, alm. paradontalbeh.	Dental hygienist service	Tandplejere, almindelig paradontalbeh.
127	2297	Tandplejere, kontrol af alm. paradontalbeh.	Dental hygienist service	Tandplejere, kontrol af almindelig paradontalbeh.
128	2300	Tandplejere, kontrold af udvidet paradontalbeh.	Dental hygienist service	Tandplejere, kontrold af udvidet paradontalbeh.
129	2303	Tandplejere, tansrensning mindst 15 tænder	Dental hygienist service	Tandplejere, tansrensning mindst 15 tænder
130	2304	Tandplejere, udv. paradontalbeh.	Dental hygienist service	Tandplejere, udv. paradontalbeh.
131	2305	Tandplejere, udvidet forebygg. beh.	Dental hygienist service	Tandplejere, udvidet forebygg. behandling
132	2306	Tandplejere, udvidet paradontalbeh.	Dental hygienist service	Tandplejere, udvidet paradontalbeh.
133	2339	Diagnost. radiologi, Hals- og Luft. Halvt	Diagnostic radiology	Diagnost. radiologi, Hals- og Luft. Halvt
134	2340	Diagnost. radiologi, Hals- og Luftrør	Diagnostic radiology	Diagnost. radiologi, Hals- og Luftrør
135	2350	Diagnost. radiologi, Intravenøs Cholangio	Diagnostic radiology	Diagnost. radiologi, Intravenøs Cholangio
136	2357	Diagnost. radiologi, Lår og Hoftel. Halvt	Diagnostic radiology	Diagnost. radiologi, Lår og Hoftel. Halvt
137	2360	Diagnost. radiologi, Lænde og korsbenshv.	Diagnostic radiology	Diagnost. radiologi, Lænde og korsbenshv.
138	2361	Diagnost. radiologi, Lænde-& Korsb. Halvt	Diagnostic radiology	Diagnost. radiologi, Lænde-& Korsb. Halvt
139	2371	Diagnost. radiologi, Skulderl. M.V. Halvt	Diagnostic radiology	Diagnost. radiologi, Skulderl. mv Halvt
140	2372	Diagnost. radiologi, Skulderl. og Overarm	Diagnostic radiology	Diagnost. radiologi, Skulderl. og Overarm
141	2384	Diagnost. radiologi, Underben	Diagnostic radiology	Diagnost. radiologi, Underben
142	2385	Diagnost. radiologi, Underben Halvt	Diagnostic radiology	Diagnost. radiologi, Underben Halvt
143	2386	Diagnost. radiologi, belastningsund. af led følgende	Diagnostic radiology	Diagnost. radiologi, belastningsund. af led følgende
144	2393	Diagnost. radiologi, funktionsu. af rygsøjle følgende	Diagnostic radiology	Diagnost. radiologi, funktionsu. af rygsøjle følgende
145	2407	Diagnost. radiologi, underben følgende	Diagnostic radiology	Diagnost. radiologi, underben følgende
146	2410	Tandlægehjælp, Akut oplukning	Dental service	Tandlægehjælp, Akut oplukning
147	2411	Tandlægehjælp, Alm. Paradontalbeh.	Dental service	Tandlægehjælp, almindelig Paradontalbeh.
148	2412	Tandlægehjælp, Apikal amp. og rodf.	Dental service	Tandlægehjælp, Apikal amp. og rodf.
149	2415	Tandlægehjælp, Diag. og forebyg.yd	Dental service	Tandlægehjælp, Diag. og forebyg.yd
150	2416	Tandlægehjælp, Fyldning Amalgam. A	Dental service	Tandlægehjælp, Fyldning Amalgam. A
151	2417	Tandlægehjælp, Fyldning Amalgam. B	Dental service	Tandlægehjælp, Fyldning Amalgam. B
152	2418	Tandlægehjælp, Fyldning Amalgam. C	Dental service	Tandlægehjælp, Fyldning Amalgam. C
153	2421	Tandlægehjælp, Gradv.eks Amalgam. A	Dental service	Tandlægehjælp, Gradv eksklusive Amalgam. A
154	2422	Tandlægehjælp, Gradv.eks Amalgam. B	Dental service	Tandlægehjælp, Gradv eksklusive Amalgam. B
155	2423	Tandlægehjælp, Gradv.eks Amalgam. C	Dental service	Tandlægehjælp, Gradv eksklusive Amalgam. C
156	2424	Tandlægehjælp, Hygiejnetillæg	Dental service	Tandlægehjælp, Hygiejnetillæg
157	2425	Tandlægehjælp, Indv. forebyg. beh	Dental service	Tandlægehjælp, Indv. forebyg. behandling
158	2427	Tandlægehjælp, Kirurgisk Paro. Beh.	Dental service	Tandlægehjælp, Kirurgisk Paro. behandling
159	2431	Tandlægehjælp, Kli. undersø,over 25	Dental service	Tandlægehjælp, Kli. undersø,over 25
160	2432	Tandlægehjælp, Klin.undersøge.18-25	Dental service	Tandlægehjælp, Klin.undersøge.18-25
161	2433	Tandlægehjælp, Kons. uden behand.	Dental service	Tandlægehjælp, konsultation uden behand.
162	2434	Tandlægehjælp, Kontr. eft. forebyg	Dental service	Tandlægehjælp, Kontr. eft. forebyg
163	2435	Tandlægehjælp, Kontrol Alm. Paro.	Dental service	Tandlægehjælp, Kontrol almindelig Paro.
164	2436	Tandlægehjælp, Kontrol Kir. Paro.	Dental service	Tandlægehjælp, Kontrol Kir. Paro.
165	2437	Tandlægehjælp, Kontrol RDU (26år- )	Dental service	Tandlægehjælp, Kontrol RDU (26år- )
166	2438	Tandlægehjælp, Kontrol RDU(18-25år)	Dental service	Tandlægehjælp, Kontrol RDU(18-25år)
167	2439	Tandlægehjælp, Kontrol Udv. Paro.	Dental service	Tandlægehjælp, Kontrol Udv. Paro.
168	2443	Tandlægehjælp, Operat. Tand Mv.	Dental service	Tandlægehjælp, operation tandbehandling Mv.
169	2456	Tandlægehjælp, Pulpaoverkapning	Dental service	Tandlægehjælp, Pulpaoverkapning
170	2459	Tandlægehjælp, Rodbeh. og Rodfyld.C	Dental service	Tandlægehjælp, Rodbeh. og Rodfyld.C
171	2460	Tandlægehjælp, Rodbeh. og Rodfyld.D	Dental service	Tandlægehjælp, Rodbeh. og Rodfyld.D
172	2461	Tandlægehjælp, Rodbeh. og Rodfyld.E	Dental service	Tandlægehjælp, Rodbeh. og Rodfyld.E
173	2466	Tandlægehjælp, Tandrodsrensning	Dental service	Tandlægehjælp, Tandrodsrensning
174	2467	Tandlægehjælp, Udtrækn. Anden Tand	Dental service	Tandlægehjælp, Udtrækn. Anden tandbehandling
175	2468	Tandlægehjælp, Udtrækn. Flg. Tand	Dental service	Tandlægehjælp, Udtrækn. følgende tandbehandling
176	2470	Tandlægehjælp, Udv. Paradontalbeh.	Dental service	Tandlægehjælp, Udv. Paradontalbeh.
177	2471	Tandlægehjælp, Udv. tandrensning	Dental service	Tandlægehjælp, Udv. tandrensning
178	2478	Fysioterapi 51, ADL-funktionstræning	Physiotherapy	Fysioterapi 51, ADL-funktionstræning
179	2479	Fysioterapi 51, Afspænding *hold*	Physiotherapy	Fysioterapi 51, Afspænding *hold*
180	2480	Fysioterapi 51, Afspænding *indv*	Physiotherapy	Fysioterapi 51, Afspænding *indv*
181	2481	Fysioterapi 51, Biomek. bev. terapi	Physiotherapy	Fysioterapi 51, Biomek. bev. terapi
182	2483	Fysioterapi 51, Forundersøgelse A65	Physiotherapy	Fysioterapi 51, Forundersøgelse A65
183	2484	Fysioterapi 51, Fysioterapeutisk us.	Physiotherapy	Fysioterapi 51, Fysioterapeutisk undersøgelse
184	2490	Fysioterapi 51, I Hjem *u. klinik*	Physiotherapy	Fysioterapi 51, i Hjem *u. klinik*
185	2497	Fysioterapi 51, Kørselsgodtgør. I	Physiotherapy	Fysioterapi 51, Kørselsgodtgør. i
186	2499	Fysioterapi 51, Lokalegodtgørelse	Physiotherapy	Fysioterapi 51, Lokalegodtgørelse
187	2502	Fysioterapi 51, Ma-fr 16-20,lø 08-20	Physiotherapy	Fysioterapi 51, Ma-fr 16-20,lø 08-20
188	2503	Fysioterapi 51, Ma-fr 20-08,søn/hel	Physiotherapy	Fysioterapi 51, Ma-fr 20-08,søn/hel
189	2509	Fysioterapi 51, Opflg. træningstera.	Physiotherapy	Fysioterapi 51, Opflg. træningstera.
190	2511	Fysioterapi 51, Plejehjem *u.klinik*	Physiotherapy	Fysioterapi 51, Plejehjem *u.klinik*
191	2515	Fysioterapi 51, Psykomotor. bev.tera	Physiotherapy	Fysioterapi 51, Psykomotor. bev.tera
192	2519	Fysioterapi 51, Tillæg særl.tidskr.	Physiotherapy	Fysioterapi 51, Tillæg særl.tidskr.
193	2520	Fysioterapi 51, Tlf rådgiv og vejled	Physiotherapy	Fysioterapi 51, telefon rådgiv og vejled
194	2521	Fysioterapi 51, Udvidet rygus. amt60	Physiotherapy	Fysioterapi 51, Udvidet rygus. amt60
195	2523	Fysioterapi 51, forsøgsord. amt 65	Physiotherapy	Fysioterapi 51, forsøgsord. amt 65
196	2524	Fysioterapi 51, udeblivelse	Physiotherapy	Fysioterapi 51, udeblivelse
197	2527	Fysioterapi 51, ¯velsesterapi *hold*	Physiotherapy	Fysioterapi 51, øvelsesterapi *hold*
198	2528	Fysioterapi 51, ¯velsesterapi *indv*	Physiotherapy	Fysioterapi 51, øvelsesterapi *indv*
199	2530	Briller, Sfæ. 4.25 - 6.75	Eyeglasses	Briller, Sfæ. 4.25 - 6.75
200	2531	Briller, Sfæ. Plan Til 4.00	Eyeglasses	Briller, Sfæ. Plan Til 4.00
201	2532	Briller, Sfæ. Plan-4 Afstand	Eyeglasses	Briller, Sfæ. Plan-4 Afstand
202	2534	Briller, Tor. Pl.-4 Sph. 2.75	Eyeglasses	Briller, Tor. Pl.-4 Sph. 2.75
203	2537	Kiropraktik, Kir. kli. grundyd. a	Chiropractic	Kiropraktik, Kir. kli. grundyd. a
204	2538	Kiropraktik, Kir. kli. grundyd. b	Chiropractic	Kiropraktik, Kir. kli. grundyd. b
205	2539	Kiropraktik, Kir. klinisk ydelse	Chiropractic	Kiropraktik, Kir. klinisk ydelse
206	2540	Kiropraktik, Opfølg.træningsyd.	Chiropractic	Kiropraktik, Opfølg.træningsyd.
207	2543	Kiropraktik, Suppl. røntgenunder.	Chiropractic	Kiropraktik, Suppl. røntgenunder.
208	2548	Kiropraktik, intr. til superviseret træning	Chiropractic	Kiropraktik, intr. til superviseret træning
209	2550	Kiropraktik, røntgenteknisk us	Chiropractic	Kiropraktik, røntgenteknisk undersøgelse
210	2556	Fodterapi, Afstill. pl/pen 0-10	Podiatry	Fodterapi, Afstill. pl/pen 0-10
211	2559	Fodterapi, Fodbeh. almindelig	Podiatry	Fodterapi, Fodbeh. almindelig
212	2560	Fodterapi, Fodbeh. kompliceret	Podiatry	Fodterapi, Fodbeh. kompliceret
213	2561	Fodterapi, Fodbeh. partiel	Podiatry	Fodterapi, Fodbeh. partiel
214	2562	Fodterapi, Frem/påsæt 1 ny bøjl	Podiatry	Fodterapi, Frem/påsæt 1 ny bøjl
215	2564	Fodterapi, I Hjem 0 - 10 Km.	Podiatry	Fodterapi, i Hjem 0 - 10 Km.
216	2565	Fodterapi, I Hjem Over 10 Km.	Podiatry	Fodterapi, i Hjem Over 10 Km.
217	2575	Fodterapi, Korrektion af 1bøjle	Podiatry	Fodterapi, Korrektion af 1bøjle
218	2576	Fodterapi, Korrektion af 2bøjle	Podiatry	Fodterapi, Korrektion af 2bøjle
219	2580	Fodterapi, Pens. Hjemme  0 - 10	Podiatry	Fodterapi, Pens. Hjemme  0 - 10
220	2581	Fodterapi, Plejehjem 0 - 10 Km.	Podiatry	Fodterapi, Plejehjem 0 - 10 Km.
221	2583	Fodterapi, Værkstedsmoduler	Podiatry	Fodterapi, Værkstedsmoduler
222	2591	Ortonyxi, Afstill. pl/pen 0-10	Orthonyxia	Ortonyxi, Afstill. pl/pen 0-10
223	2593	Ortonyxi, Frem/påsæt 1 ny bøjl	Orthonyxia	Ortonyxi, Frem/påsæt 1 ny bøjl
224	2595	Ortonyxi, Følg. modul (m.til.)	Orthonyxia	Ortonyxi, Følg. modul (m.til.)
225	2596	Ortonyxi, Følg. modul.(u.til.)	Orthonyxia	Ortonyxi, Følg. modul.(u.til.)
226	2597	Ortonyxi, I Hjem 0 - 10 Km.	Orthonyxia	Ortonyxi, i Hjem 0 - 10 Km.
227	2598	Ortonyxi, I Hjem Over 10 Km.	Orthonyxia	Ortonyxi, i Hjem Over 10 Km.
228	2602	Ortonyxi, Korrektion af 1bøjle	Orthonyxia	Ortonyxi, Korrektion af 1bøjle
229	2603	Ortonyxi, Korrektion af 2bøjle	Orthonyxia	Ortonyxi, Korrektion af 2bøjle
230	2606	Ortonyxi, Pens. Hjemme  0-10	Orthonyxia	Ortonyxi, Pens. Hjemme  0-10
231	2607	Ortonyxi, Pens. Hjemme Over 10	Orthonyxia	Ortonyxi, Pens. Hjemme Over 10
232	2608	Ortonyxi, Plejehjem 0 - 10 Km.	Orthonyxia	Ortonyxi, Plejehjem 0 - 10 Km.
233	2613	Ridefysioterapi, Fys.hon. ? tim. 4prs	Horseback-riding physiotherapy	Ridefysioterapi, Fys.hon. ? tim. 4prs
234	2614	Ridefysioterapi, Fys.hon. ? tim. 5 pr	Horseback-riding physiotherapy	Ridefysioterapi, Fys.hon. ? tim. 5 per
235	2615	Ridefysioterapi, Fys.hon.? tim. 1.prs	Horseback-riding physiotherapy	Ridefysioterapi, Fys.hon.? tim. 1.prs
236	2622	Ridefysioterapi, Rideskole hon. 2 prs	Horseback-riding physiotherapy	Ridefysioterapi, Rideskole hon. 2 prs
